noOfBedRoom,rent,propertyType,areaSqft,y,x,areaSqm,leaseDate,street,project,district
4,4400,Non-landed Properties,1800-1900,45692.75139,22777.55093,170-180,0523,ROSEWOOD DRIVE,ROSEWOOD SUITES,25
4,6000,Non-landed Properties,2700-2800,45692.75139,22777.55093,250-260,0423,ROSEWOOD DRIVE,ROSEWOOD SUITES,25
3,4000,Non-landed Properties,1000-1100,45692.75139,22777.55093,90-100,0623,ROSEWOOD DRIVE,ROSEWOOD SUITES,25
2,4000,Non-landed Properties,1000-1100,45692.75139,22777.55093,90-100,0523,ROSEWOOD DRIVE,ROSEWOOD SUITES,25
3,12000,Non-landed Properties,1000-1100,28835.93389,29379.37798,100-110,0423,WALLICH STREET,WALLICH RESIDENCE,02
2,11000,Non-landed Properties,900-1000,28835.93389,29379.37798,80-90,0423,WALLICH STREET,WALLICH RESIDENCE,02
2,10800,Non-landed Properties,900-1000,28835.93389,29379.37798,80-90,0423,WALLICH STREET,WALLICH RESIDENCE,02
3,13000,Non-landed Properties,1100-1200,28835.93389,29379.37798,110-120,0423,WALLICH STREET,WALLICH RESIDENCE,02
1,7150,Non-landed Properties,600-700,28835.93389,29379.37798,50-60,0423,WALLICH STREET,WALLICH RESIDENCE,02
1,7200,Non-landed Properties,600-700,28835.93389,29379.37798,50-60,0423,WALLICH STREET,WALLICH RESIDENCE,02
2,11500,Non-landed Properties,900-1000,28835.93389,29379.37798,80-90,0523,WALLICH STREET,WALLICH RESIDENCE,02
3,15000,Non-landed Properties,1300-1400,28835.93389,29379.37798,120-130,0423,WALLICH STREET,WALLICH RESIDENCE,02
1,7200,Non-landed Properties,600-700,28835.93389,29379.37798,50-60,0423,WALLICH STREET,WALLICH RESIDENCE,02
1,8000,Non-landed Properties,600-700,28835.93389,29379.37798,50-60,0623,WALLICH STREET,WALLICH RESIDENCE,02
4,16000,Non-landed Properties,1700-1800,28835.93389,29379.37798,160-170,0623,WALLICH STREET,WALLICH RESIDENCE,02
2,3800,Non-landed Properties,800-900,30209.65711,21561.65314,80-90,0623,PASIR PANJANG ROAD,JUBILEE RESIDENCE,05
NA,5600,Terrace House,2000-2500,39430.94712,28115.38036,150-200,0423,ELLINGTON SQUARE,WELLINGTON PARK,20
NA,5700,Terrace House,2000-2500,40878.41154,32351.84616,200-250,0423,JALAN CHERMAI,SELETAR HILLS ESTATE,28
3,5400,Non-landed Properties,1000-1100,33337.25117,27530.10736,90-100,0623,EWE BOON ROAD,CLIFTEN,10
2,4000,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,0423,SIMS DRIVE,SIMS URBAN OASIS,14
2,4000,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,0423,SIMS DRIVE,SIMS URBAN OASIS,14
1,3500,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0523,SIMS DRIVE,SIMS URBAN OASIS,14
2,4000,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,0523,SIMS DRIVE,SIMS URBAN OASIS,14
1,3000,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0523,SIMS DRIVE,SIMS URBAN OASIS,14
2,3950,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,0523,SIMS DRIVE,SIMS URBAN OASIS,14
2,4300,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,0523,SIMS DRIVE,SIMS URBAN OASIS,14
2,4500,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,0523,SIMS DRIVE,SIMS URBAN OASIS,14
2,4200,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,0523,SIMS DRIVE,SIMS URBAN OASIS,14
3,5300,Non-landed Properties,800-900,33501.83548,33355.79502,70-80,0623,SIMS DRIVE,SIMS URBAN OASIS,14
2,3800,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,0523,SIMS DRIVE,SIMS URBAN OASIS,14
2,4100,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,0423,SIMS DRIVE,SIMS URBAN OASIS,14
1,3300,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0423,SIMS DRIVE,SIMS URBAN OASIS,14
2,4200,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,0523,SIMS DRIVE,SIMS URBAN OASIS,14
2,4000,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,0523,SIMS DRIVE,SIMS URBAN OASIS,14
2,4000,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,0523,SIMS DRIVE,SIMS URBAN OASIS,14
1,3000,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0623,SIMS DRIVE,SIMS URBAN OASIS,14
1,3200,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0623,SIMS DRIVE,SIMS URBAN OASIS,14
2,4100,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,0623,SIMS DRIVE,SIMS URBAN OASIS,14
2,4100,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,0623,SIMS DRIVE,SIMS URBAN OASIS,14
2,4050,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,0623,SIMS DRIVE,SIMS URBAN OASIS,14
2,4000,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,0623,SIMS DRIVE,SIMS URBAN OASIS,14
2,3500,Non-landed Properties,700-800,33501.83548,33355.79502,70-80,0423,SIMS DRIVE,SIMS URBAN OASIS,14
3,6100,Non-landed Properties,900-1000,33501.83548,33355.79502,80-90,0423,SIMS DRIVE,SIMS URBAN OASIS,14
1,3500,Non-landed Properties,400-500,33501.83548,33355.79502,30-40,0423,SIMS DRIVE,SIMS URBAN OASIS,14
3,6200,Non-landed Properties,900-1000,33501.83548,33355.79502,80-90,0423,SIMS DRIVE,SIMS URBAN OASIS,14
2,3300,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,0523,SIMS DRIVE,SIMS URBAN OASIS,14
2,4150,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,0423,SIMS DRIVE,SIMS URBAN OASIS,14
1,3200,Non-landed Properties,400-500,33501.83548,33355.79502,30-40,0523,SIMS DRIVE,SIMS URBAN OASIS,14
2,4000,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,0423,SIMS DRIVE,SIMS URBAN OASIS,14
3,4500,Non-landed Properties,900-1000,33501.83548,33355.79502,80-90,0423,SIMS DRIVE,SIMS URBAN OASIS,14
1,3000,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0423,SIMS DRIVE,SIMS URBAN OASIS,14
2,4400,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,0423,SIMS DRIVE,SIMS URBAN OASIS,14
1,3100,Non-landed Properties,400-500,33501.83548,33355.79502,30-40,0623,SIMS DRIVE,SIMS URBAN OASIS,14
3,4050,Non-landed Properties,900-1000,33501.83548,33355.79502,80-90,0623,SIMS DRIVE,SIMS URBAN OASIS,14
1,2750,Non-landed Properties,400-500,33501.83548,33355.79502,30-40,0423,SIMS DRIVE,SIMS URBAN OASIS,14
3,4700,Non-landed Properties,900-1000,33501.83548,33355.79502,80-90,0423,SIMS DRIVE,SIMS URBAN OASIS,14
1,3000,Non-landed Properties,400-500,33501.83548,33355.79502,30-40,0623,SIMS DRIVE,SIMS URBAN OASIS,14
3,4200,Non-landed Properties,900-1000,33501.83548,33355.79502,80-90,0623,SIMS DRIVE,SIMS URBAN OASIS,14
1,3500,Non-landed Properties,400-500,33501.83548,33355.79502,30-40,0623,SIMS DRIVE,SIMS URBAN OASIS,14
1,3500,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0423,SIMS DRIVE,SIMS URBAN OASIS,14
1,3900,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0423,SIMS DRIVE,SIMS URBAN OASIS,14
2,4000,Non-landed Properties,700-800,33501.83548,33355.79502,60-70,0423,SIMS DRIVE,SIMS URBAN OASIS,14
2,3900,Non-landed Properties,700-800,33501.83548,33355.79502,60-70,0423,SIMS DRIVE,SIMS URBAN OASIS,14
1,3000,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0523,SIMS DRIVE,SIMS URBAN OASIS,14
2,4400,Non-landed Properties,700-800,33501.83548,33355.79502,60-70,0423,SIMS DRIVE,SIMS URBAN OASIS,14
2,4100,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,0423,SIMS DRIVE,SIMS URBAN OASIS,14
1,2500,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0523,SIMS DRIVE,SIMS URBAN OASIS,14
1,3000,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0423,SIMS DRIVE,SIMS URBAN OASIS,14
1,3250,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0423,SIMS DRIVE,SIMS URBAN OASIS,14
1,3680,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,0623,SIMS DRIVE,SIMS URBAN OASIS,14
1,2500,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0623,SIMS DRIVE,SIMS URBAN OASIS,14
2,4200,Non-landed Properties,700-800,33501.83548,33355.79502,60-70,0623,SIMS DRIVE,SIMS URBAN OASIS,14
1,3300,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0623,SIMS DRIVE,SIMS URBAN OASIS,14
2,4150,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,0623,SIMS DRIVE,SIMS URBAN OASIS,14
1,3500,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0623,SIMS DRIVE,SIMS URBAN OASIS,14
4,6250,Non-landed Properties,1200-1300,33501.83548,33355.79502,110-120,0523,SIMS DRIVE,SIMS URBAN OASIS,14
4,4500,Non-landed Properties,1200-1300,33501.83548,33355.79502,110-120,0623,SIMS DRIVE,SIMS URBAN OASIS,14
NA,12500,Detached House,3500-4000,35120.93597,21001.29526,350-400,0623,ENG KONG GARDEN,LANDED HOUSING DEVELOPMENT,21
3,10500,Non-landed Properties,1700-1800,31020.7281,28387.02234,160-170,0423,ST. THOMAS WALK,SKYLINE 360 @ SAINT THOMAS WALK,09
4,15000,Non-landed Properties,2100-2200,31020.7281,28387.02234,190-200,0423,ST. THOMAS WALK,SKYLINE 360 @ SAINT THOMAS WALK,09
3,12000,Non-landed Properties,1700-1800,31020.7281,28387.02234,160-170,0523,ST. THOMAS WALK,SKYLINE 360 @ SAINT THOMAS WALK,09
3,11000,Non-landed Properties,1700-1800,31020.7281,28387.02234,160-170,0523,ST. THOMAS WALK,SKYLINE 360 @ SAINT THOMAS WALK,09
4,18000,Non-landed Properties,2100-2200,31020.7281,28387.02234,190-200,0523,ST. THOMAS WALK,SKYLINE 360 @ SAINT THOMAS WALK,09
3,12000,Non-landed Properties,1700-1800,31020.7281,28387.02234,160-170,0523,ST. THOMAS WALK,SKYLINE 360 @ SAINT THOMAS WALK,09
3,11500,Non-landed Properties,1700-1800,31020.7281,28387.02234,160-170,0623,ST. THOMAS WALK,SKYLINE 360 @ SAINT THOMAS WALK,09
3,12500,Non-landed Properties,1700-1800,31020.7281,28387.02234,160-170,0623,ST. THOMAS WALK,SKYLINE 360 @ SAINT THOMAS WALK,09
NA,6300,Terrace House,1500-2000,40724.31894,32745.76002,150-200,0623,SELETAR HILLS DRIVE,SELETAR VIEW,28
NA,9300,Semi-Detached House,3000-3500,,,300-350,0523,JALAN LAYANG LAYANG,LANDED HOUSING DEVELOPMENT,21
NA,28200,Detached House,4500-5000,34113.86726,22686.26883,400-450,0423,GREENLEAF PLACE,BAN GUAN PARK,10
NA,12500,Semi-Detached House,2500-3000,34113.86726,22686.26883,250-300,0623,GREENLEAF PLACE,BAN GUAN PARK,10
3,5000,Non-landed Properties,1200-1300,37918.60246,29348.17214,110-120,0423,BISHAN STREET 25,CLOVER BY THE PARK,20
4,8200,Non-landed Properties,1700-1800,37918.60246,29348.17214,160-170,0623,BISHAN STREET 25,CLOVER BY THE PARK,20
4,7800,Non-landed Properties,1700-1800,37918.60246,29348.17214,160-170,0523,BISHAN STREET 25,CLOVER BY THE PARK,20
3,5300,Non-landed Properties,1200-1300,37918.60246,29348.17214,110-120,0623,BISHAN STREET 25,CLOVER BY THE PARK,20
4,7500,Non-landed Properties,1700-1800,37918.60246,29348.17214,160-170,0623,BISHAN STREET 25,CLOVER BY THE PARK,20
5,10000,Non-landed Properties,>3000,37918.60246,29348.17214,>300,0623,BISHAN STREET 25,CLOVER BY THE PARK,20
3,4850,Non-landed Properties,1200-1300,37918.60246,29348.17214,110-120,0423,BISHAN STREET 25,CLOVER BY THE PARK,20
3,6500,Non-landed Properties,1500-1600,37918.60246,29348.17214,140-150,0523,BISHAN STREET 25,CLOVER BY THE PARK,20
3,5800,Non-landed Properties,1200-1300,37918.60246,29348.17214,110-120,0523,BISHAN STREET 25,CLOVER BY THE PARK,20
6,11000,Non-landed Properties,>3000,37918.60246,29348.17214,280-290,0523,BISHAN STREET 25,CLOVER BY THE PARK,20
4,7800,Non-landed Properties,1700-1800,37918.60246,29348.17214,160-170,0423,BISHAN STREET 25,CLOVER BY THE PARK,20
3,6050,Non-landed Properties,1200-1300,37918.60246,29348.17214,110-120,0623,BISHAN STREET 25,CLOVER BY THE PARK,20
3,5450,Non-landed Properties,1200-1300,37918.60246,29348.17214,110-120,0623,BISHAN STREET 25,CLOVER BY THE PARK,20
3,6000,Non-landed Properties,1200-1300,37918.60246,29348.17214,110-120,0623,BISHAN STREET 25,CLOVER BY THE PARK,20
3,5800,Non-landed Properties,1600-1700,37918.60246,29348.17214,140-150,0623,BISHAN STREET 25,CLOVER BY THE PARK,20
3,5300,Non-landed Properties,1200-1300,37918.60246,29348.17214,110-120,0623,BISHAN STREET 25,CLOVER BY THE PARK,20
3,5500,Non-landed Properties,1200-1300,37918.60246,29348.17214,110-120,0623,BISHAN STREET 25,CLOVER BY THE PARK,20
2,6000,Non-landed Properties,900-1000,30581.35259,27076.28021,90-100,0523,JERVOIS CLOSE,ONE JERVOIS,10
2,5700,Non-landed Properties,1000-1100,30581.35259,27076.28021,90-100,0523,JERVOIS CLOSE,ONE JERVOIS,10
3,7200,Non-landed Properties,1300-1400,30581.35259,27076.28021,120-130,0523,JERVOIS CLOSE,ONE JERVOIS,10
2,6000,Non-landed Properties,1000-1100,30581.35259,27076.28021,90-100,0523,JERVOIS CLOSE,ONE JERVOIS,10
2,5500,Non-landed Properties,1000-1100,30581.35259,27076.28021,90-100,0423,JERVOIS CLOSE,ONE JERVOIS,10
3,7600,Non-landed Properties,1300-1400,30581.35259,27076.28021,120-130,0423,JERVOIS CLOSE,ONE JERVOIS,10
2,4700,Non-landed Properties,900-1000,30581.35259,27076.28021,90-100,0423,JERVOIS CLOSE,ONE JERVOIS,10
1,4100,Non-landed Properties,600-700,30581.35259,27076.28021,50-60,0523,JERVOIS CLOSE,ONE JERVOIS,10
2,5200,Non-landed Properties,1000-1100,30581.35259,27076.28021,100-110,0423,JERVOIS CLOSE,ONE JERVOIS,10
3,6800,Non-landed Properties,1400-1500,30581.35259,27076.28021,130-140,0423,JERVOIS CLOSE,ONE JERVOIS,10
2,6800,Non-landed Properties,1000-1100,30581.35259,27076.28021,90-100,0423,JERVOIS CLOSE,ONE JERVOIS,10
3,7300,Non-landed Properties,1400-1500,30581.35259,27076.28021,130-140,0423,JERVOIS CLOSE,ONE JERVOIS,10
2,6000,Non-landed Properties,1000-1100,30581.35259,27076.28021,90-100,0523,JERVOIS CLOSE,ONE JERVOIS,10
2,5300,Non-landed Properties,1000-1100,30581.35259,27076.28021,90-100,0623,JERVOIS CLOSE,ONE JERVOIS,10
4,11000,Non-landed Properties,2300-2400,30581.35259,27076.28021,210-220,0623,JERVOIS CLOSE,ONE JERVOIS,10
3,7300,Non-landed Properties,1200-1300,30581.35259,27076.28021,110-120,0423,JERVOIS CLOSE,ONE JERVOIS,10
4,7800,Non-landed Properties,1800-1900,30581.35259,27076.28021,170-180,0523,JERVOIS CLOSE,ONE JERVOIS,10
3,7000,Non-landed Properties,1200-1300,30581.35259,27076.28021,110-120,0623,JERVOIS CLOSE,ONE JERVOIS,10
4,8300,Non-landed Properties,1700-1800,30581.35259,27076.28021,160-170,0423,JERVOIS CLOSE,ONE JERVOIS,10
2,4500,Non-landed Properties,1000-1100,30581.35259,27076.28021,90-100,0423,JERVOIS CLOSE,ONE JERVOIS,10
2,5000,Non-landed Properties,1000-1100,30581.35259,27076.28021,90-100,0523,JERVOIS CLOSE,ONE JERVOIS,10
4,8400,Non-landed Properties,1700-1800,30581.35259,27076.28021,150-160,0523,JERVOIS CLOSE,ONE JERVOIS,10
3,6800,Non-landed Properties,1300-1400,30581.35259,27076.28021,120-130,0523,JERVOIS CLOSE,ONE JERVOIS,10
3,4900,Non-landed Properties,1200-1300,31734.84519,35847.97962,110-120,0423,BROOKE ROAD,THE PALLADIUM,15
3,4900,Non-landed Properties,1200-1300,31734.84519,35847.97962,110-120,0623,BROOKE ROAD,THE PALLADIUM,15
3,5200,Non-landed Properties,1200-1300,31734.84519,35847.97962,110-120,0623,BROOKE ROAD,THE PALLADIUM,15
NA,3400,Non-landed Properties,1000-1100,45550.55302,27250.24609,90-100,0523,SEMBAWANG ROAD,SEMBAWANG PARK,27
NA,3500,Non-landed Properties,1000-1100,45550.55302,27250.24609,90-100,0423,SEMBAWANG ROAD,SEMBAWANG PARK,27
2,4500,Non-landed Properties,1000-1100,35714.86559,13837.57573,90-100,0423,JURONG WEST CENTRAL 3,THE CENTRIS,22
2,4500,Non-landed Properties,1000-1100,35714.86559,13837.57573,90-100,0423,JURONG WEST CENTRAL 3,THE CENTRIS,22
2,5500,Non-landed Properties,1500-1600,35714.86559,13837.57573,140-150,0523,JURONG WEST CENTRAL 3,THE CENTRIS,22
2,4650,Non-landed Properties,1000-1100,35714.86559,13837.57573,90-100,0523,JURONG WEST CENTRAL 3,THE CENTRIS,22
3,6000,Non-landed Properties,1000-1100,35714.86559,13837.57573,90-100,0423,JURONG WEST CENTRAL 3,THE CENTRIS,22
2,4600,Non-landed Properties,900-1000,35714.86559,13837.57573,80-90,0623,JURONG WEST CENTRAL 3,THE CENTRIS,22
2,5600,Non-landed Properties,900-1000,35714.86559,13837.57573,80-90,0623,JURONG WEST CENTRAL 3,THE CENTRIS,22
3,4488,Non-landed Properties,1000-1100,35714.86559,13837.57573,90-100,0523,JURONG WEST CENTRAL 3,THE CENTRIS,22
3,5000,Non-landed Properties,1200-1300,35714.86559,13837.57573,110-120,0623,JURONG WEST CENTRAL 3,THE CENTRIS,22
3,5600,Non-landed Properties,1000-1100,35714.86559,13837.57573,90-100,0423,JURONG WEST CENTRAL 3,THE CENTRIS,22
3,5000,Non-landed Properties,1000-1100,35714.86559,13837.57573,90-100,0623,JURONG WEST CENTRAL 3,THE CENTRIS,22
3,5600,Non-landed Properties,1200-1300,35714.86559,13837.57573,110-120,0623,JURONG WEST CENTRAL 3,THE CENTRIS,22
2,5000,Non-landed Properties,1200-1300,35714.86559,13837.57573,110-120,0423,JURONG WEST CENTRAL 3,THE CENTRIS,22
2,5000,Non-landed Properties,1000-1100,35714.86559,13837.57573,90-100,0523,JURONG WEST CENTRAL 3,THE CENTRIS,22
3,6500,Non-landed Properties,1300-1400,35714.86559,13837.57573,120-130,0623,JURONG WEST CENTRAL 3,THE CENTRIS,22
3,5200,Non-landed Properties,1200-1300,35714.86559,13837.57573,110-120,0423,JURONG WEST CENTRAL 3,THE CENTRIS,22
2,4312,Non-landed Properties,800-900,35714.86559,13837.57573,80-90,0423,JURONG WEST CENTRAL 3,THE CENTRIS,22
2,4500,Non-landed Properties,800-900,35714.86559,13837.57573,80-90,0523,JURONG WEST CENTRAL 3,THE CENTRIS,22
3,6000,Non-landed Properties,1200-1300,35714.86559,13837.57573,110-120,0523,JURONG WEST CENTRAL 3,THE CENTRIS,22
2,4500,Non-landed Properties,800-900,35714.86559,13837.57573,80-90,0623,JURONG WEST CENTRAL 3,THE CENTRIS,22
3,6200,Non-landed Properties,1300-1400,35714.86559,13837.57573,120-130,0423,JURONG WEST CENTRAL 3,THE CENTRIS,22
3,5000,Non-landed Properties,1000-1100,35714.86559,13837.57573,90-100,0523,JURONG WEST CENTRAL 3,THE CENTRIS,22
3,5500,Non-landed Properties,1900-2000,35714.86559,13837.57573,180-190,0623,JURONG WEST CENTRAL 3,THE CENTRIS,22
3,6000,Non-landed Properties,1300-1400,35714.86559,13837.57573,120-130,0523,JURONG WEST CENTRAL 3,THE CENTRIS,22
4,7200,Non-landed Properties,2500-2600,37889.07209,42869.01437,230-240,0523,FLORA ROAD,THE GALE,17
4,4800,Non-landed Properties,1600-1700,37889.07209,42869.01437,150-160,0423,FLORA ROAD,THE GALE,17
2,3800,Non-landed Properties,1100-1200,37889.07209,42869.01437,100-110,0523,FLORA ROAD,THE GALE,17
2,3200,Non-landed Properties,1100-1200,37889.07209,42869.01437,100-110,0623,FLORA ROAD,THE GALE,17
2,3800,Non-landed Properties,900-1000,37889.07209,42869.01437,80-90,0423,FLORA ROAD,THE GALE,17
2,3600,Non-landed Properties,1000-1100,37889.07209,42869.01437,90-100,0523,FLORA ROAD,THE GALE,17
1,3000,Non-landed Properties,600-700,37889.07209,42869.01437,60-70,0623,FLORA ROAD,THE GALE,17
2,3200,Non-landed Properties,900-1000,37889.07209,42869.01437,90-100,0623,FLORA ROAD,THE GALE,17
3,5200,Non-landed Properties,1400-1500,37889.07209,42869.01437,130-140,0423,FLORA ROAD,THE GALE,17
2,3600,Non-landed Properties,1000-1100,37889.07209,42869.01437,90-100,0423,FLORA ROAD,THE GALE,17
1,3800,Non-landed Properties,600-700,37889.07209,42869.01437,60-70,0623,FLORA ROAD,THE GALE,17
2,3500,Non-landed Properties,1000-1100,37889.07209,42869.01437,90-100,0623,FLORA ROAD,THE GALE,17
2,4000,Non-landed Properties,900-1000,37889.07209,42869.01437,80-90,0423,FLORA ROAD,THE GALE,17
2,4100,Non-landed Properties,900-1000,37889.07209,42869.01437,80-90,0623,FLORA ROAD,THE GALE,17
2,4000,Non-landed Properties,900-1000,37889.07209,42869.01437,80-90,0423,FLORA ROAD,THE GALE,17
2,4000,Non-landed Properties,1000-1100,37889.07209,42869.01437,90-100,0623,FLORA ROAD,THE GALE,17
2,5200,Non-landed Properties,800-900,32276.15459,28506.99187,70-80,0523,CAIRNHILL CIRCLE,THE PEAK @ CAIRNHILL II,09
2,6200,Non-landed Properties,900-1000,32276.15459,28506.99187,80-90,0523,CAIRNHILL CIRCLE,THE PEAK @ CAIRNHILL II,09
2,6000,Non-landed Properties,900-1000,32276.15459,28506.99187,80-90,0523,CAIRNHILL CIRCLE,THE PEAK @ CAIRNHILL II,09
2,5000,Non-landed Properties,800-900,32276.15459,28506.99187,70-80,0523,CAIRNHILL CIRCLE,THE PEAK @ CAIRNHILL II,09
2,5000,Non-landed Properties,800-900,32276.15459,28506.99187,70-80,0523,CAIRNHILL CIRCLE,THE PEAK @ CAIRNHILL II,09
2,6000,Non-landed Properties,900-1000,32276.15459,28506.99187,80-90,0523,CAIRNHILL CIRCLE,THE PEAK @ CAIRNHILL II,09
2,4700,Non-landed Properties,900-1000,32276.15459,28506.99187,80-90,0623,CAIRNHILL CIRCLE,THE PEAK @ CAIRNHILL II,09
2,5300,Non-landed Properties,800-900,32276.15459,28506.99187,70-80,0523,CAIRNHILL CIRCLE,THE PEAK @ CAIRNHILL II,09
2,4800,Non-landed Properties,800-900,32276.15459,28506.99187,70-80,0623,CAIRNHILL CIRCLE,THE PEAK @ CAIRNHILL II,09
2,4850,Non-landed Properties,900-1000,32276.15459,28506.99187,80-90,0623,CAIRNHILL CIRCLE,THE PEAK @ CAIRNHILL II,09
2,5200,Non-landed Properties,900-1000,32276.15459,28506.99187,80-90,0623,CAIRNHILL CIRCLE,THE PEAK @ CAIRNHILL II,09
2,3250,Non-landed Properties,600-700,32671.10416,35435.36521,60-70,0423,ONAN ROAD,ONAN SUITES,15
