noOfBedRoom,rent,propertyType,areaSqft,y,x,areaSqm,leaseDate,street,project,district
3,2950,Non-landed Properties,1200-1300,30989.74224,32570.66612,110-120,1020,TANJONG RHU ROAD,TANJONG RIA CONDOMINIUM,15
3,3100,Non-landed Properties,1200-1300,30989.74224,32570.66612,110-120,1020,TANJONG RHU ROAD,TANJONG RIA CONDOMINIUM,15
1,1800,Non-landed Properties,600-700,30989.74224,32570.66612,50-60,1220,TANJONG RHU ROAD,TANJONG RIA CONDOMINIUM,15
3,3200,Non-landed Properties,1200-1300,30989.74224,32570.66612,110-120,1220,TANJONG RHU ROAD,TANJONG RIA CONDOMINIUM,15
2,2400,Non-landed Properties,900-1000,30989.74224,32570.66612,80-90,1220,TANJONG RHU ROAD,TANJONG RIA CONDOMINIUM,15
3,3500,Non-landed Properties,1300-1400,30989.74224,32570.66612,120-130,1220,TANJONG RHU ROAD,TANJONG RIA CONDOMINIUM,15
3,3500,Non-landed Properties,1300-1400,30989.74224,32570.66612,120-130,1120,TANJONG RHU ROAD,TANJONG RIA CONDOMINIUM,15
2,2200,Non-landed Properties,1000-1100,30989.74224,32570.66612,90-100,1120,TANJONG RHU ROAD,TANJONG RIA CONDOMINIUM,15
3,3300,Non-landed Properties,1300-1400,30989.74224,32570.66612,120-130,1120,TANJONG RHU ROAD,TANJONG RIA CONDOMINIUM,15
2,1750,Non-landed Properties,600-700,45696.29803,22726.02892,60-70,1220,ROSEWOOD DRIVE,ROSEWOOD SUITES,25
3,3700,Non-landed Properties,2300-2400,45696.29803,22726.02892,210-220,1120,ROSEWOOD DRIVE,ROSEWOOD SUITES,25
3,2300,Non-landed Properties,1000-1100,45696.29803,22726.02892,100-110,1020,ROSEWOOD DRIVE,ROSEWOOD SUITES,25
4,3700,Non-landed Properties,1800-1900,45696.29803,22726.02892,170-180,1120,ROSEWOOD DRIVE,ROSEWOOD SUITES,25
3,2500,Non-landed Properties,1500-1600,45696.29803,22726.02892,140-150,1120,ROSEWOOD DRIVE,ROSEWOOD SUITES,25
1,6000,Non-landed Properties,600-700,28835.93389,29379.37798,50-60,1020,WALLICH STREET,WALLICH RESIDENCE,02
3,11000,Non-landed Properties,1300-1400,28835.93389,29379.37798,120-130,1220,WALLICH STREET,WALLICH RESIDENCE,02
3,14500,Non-landed Properties,1700-1800,28835.93389,29379.37798,150-160,1220,WALLICH STREET,WALLICH RESIDENCE,02
4,13800,Non-landed Properties,1600-1700,28835.93389,29379.37798,150-160,1120,WALLICH STREET,WALLICH RESIDENCE,02
1,5500,Non-landed Properties,600-700,28835.93389,29379.37798,50-60,1020,WALLICH STREET,WALLICH RESIDENCE,02
NA,2800,Terrace House,<=1000,37267.87477,28363.20567,<=100,1220,JALAN ISNIN,THOMSON GARDEN ESTATE,20
NA,2900,Terrace House,1500-2000,37267.87477,28363.20567,150-200,1220,JALAN ISNIN,THOMSON GARDEN ESTATE,20
NA,2400,Terrace House,1000-1500,37267.87477,28363.20567,100-150,1220,JALAN ISNIN,THOMSON GARDEN ESTATE,20
NA,20000,Detached House,>8000,32977.93816,26501.55529,>800,1120,NASSIM ROAD,LANDED HOUSING DEVELOPMENT,10
NA,2000,Non-landed Properties,1300-1400,32463.27899,30552.78841,120-130,1220,VERDUN ROAD,VERDUN HOUSE,08
2,2600,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,1020,SIMS DRIVE,SIMS URBAN OASIS,14
2,2700,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,1020,SIMS DRIVE,SIMS URBAN OASIS,14
2,2600,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,1020,SIMS DRIVE,SIMS URBAN OASIS,14
2,2650,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,1020,SIMS DRIVE,SIMS URBAN OASIS,14
2,2550,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,1020,SIMS DRIVE,SIMS URBAN OASIS,14
2,2600,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,1220,SIMS DRIVE,SIMS URBAN OASIS,14
1,2200,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,1220,SIMS DRIVE,SIMS URBAN OASIS,14
2,2750,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,1220,SIMS DRIVE,SIMS URBAN OASIS,14
1,2250,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,1220,SIMS DRIVE,SIMS URBAN OASIS,14
1,2050,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,1220,SIMS DRIVE,SIMS URBAN OASIS,14
2,2600,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,1220,SIMS DRIVE,SIMS URBAN OASIS,14
2,2500,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,1220,SIMS DRIVE,SIMS URBAN OASIS,14
2,2650,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,1220,SIMS DRIVE,SIMS URBAN OASIS,14
1,1900,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,1220,SIMS DRIVE,SIMS URBAN OASIS,14
3,3200,Non-landed Properties,800-900,33501.83548,33355.79502,70-80,1220,SIMS DRIVE,SIMS URBAN OASIS,14
2,2500,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,1120,SIMS DRIVE,SIMS URBAN OASIS,14
2,2500,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,1220,SIMS DRIVE,SIMS URBAN OASIS,14
3,3100,Non-landed Properties,800-900,33501.83548,33355.79502,70-80,1220,SIMS DRIVE,SIMS URBAN OASIS,14
1,2000,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,1120,SIMS DRIVE,SIMS URBAN OASIS,14
1,2050,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,1120,SIMS DRIVE,SIMS URBAN OASIS,14
1,2300,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,1220,SIMS DRIVE,SIMS URBAN OASIS,14
2,2800,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,1120,SIMS DRIVE,SIMS URBAN OASIS,14
1,2100,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,1120,SIMS DRIVE,SIMS URBAN OASIS,14
1,2200,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,1120,SIMS DRIVE,SIMS URBAN OASIS,14
3,2800,Non-landed Properties,800-900,33501.83548,33355.79502,70-80,1120,SIMS DRIVE,SIMS URBAN OASIS,14
2,2500,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,1120,SIMS DRIVE,SIMS URBAN OASIS,14
2,2600,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,1120,SIMS DRIVE,SIMS URBAN OASIS,14
1,1900,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,1120,SIMS DRIVE,SIMS URBAN OASIS,14
1,2000,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,1220,SIMS DRIVE,SIMS URBAN OASIS,14
2,2700,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,1120,SIMS DRIVE,SIMS URBAN OASIS,14
3,4000,Non-landed Properties,1000-1100,33501.83548,33355.79502,90-100,1220,SIMS DRIVE,SIMS URBAN OASIS,14
2,2100,Non-landed Properties,700-800,33501.83548,33355.79502,70-80,1120,SIMS DRIVE,SIMS URBAN OASIS,14
4,4400,Non-landed Properties,1400-1500,33501.83548,33355.79502,130-140,1120,SIMS DRIVE,SIMS URBAN OASIS,14
3,4000,Non-landed Properties,900-1000,33501.83548,33355.79502,80-90,1220,SIMS DRIVE,SIMS URBAN OASIS,14
2,2500,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,1020,SIMS DRIVE,SIMS URBAN OASIS,14
2,2600,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,1020,SIMS DRIVE,SIMS URBAN OASIS,14
1,2000,Non-landed Properties,400-500,33501.83548,33355.79502,30-40,1020,SIMS DRIVE,SIMS URBAN OASIS,14
1,2000,Non-landed Properties,400-500,33501.83548,33355.79502,30-40,1020,SIMS DRIVE,SIMS URBAN OASIS,14
3,2300,Non-landed Properties,900-1000,33501.83548,33355.79502,80-90,1220,SIMS DRIVE,SIMS URBAN OASIS,14
2,2700,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,1220,SIMS DRIVE,SIMS URBAN OASIS,14
3,2600,Non-landed Properties,900-1000,33501.83548,33355.79502,80-90,1220,SIMS DRIVE,SIMS URBAN OASIS,14
1,2250,Non-landed Properties,500-600,33501.83548,33355.79502,40-50,1220,SIMS DRIVE,SIMS URBAN OASIS,14
1,1950,Non-landed Properties,400-500,33501.83548,33355.79502,30-40,1220,SIMS DRIVE,SIMS URBAN OASIS,14
1,2100,Non-landed Properties,400-500,33501.83548,33355.79502,30-40,1220,SIMS DRIVE,SIMS URBAN OASIS,14
3,2850,Non-landed Properties,900-1000,33501.83548,33355.79502,80-90,1220,SIMS DRIVE,SIMS URBAN OASIS,14
1,1900,Non-landed Properties,400-500,33501.83548,33355.79502,30-40,1220,SIMS DRIVE,SIMS URBAN OASIS,14
1,2000,Non-landed Properties,400-500,33501.83548,33355.79502,30-40,1220,SIMS DRIVE,SIMS URBAN OASIS,14
2,2900,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,1120,SIMS DRIVE,SIMS URBAN OASIS,14
3,3300,Non-landed Properties,900-1000,33501.83548,33355.79502,80-90,1120,SIMS DRIVE,SIMS URBAN OASIS,14
1,2100,Non-landed Properties,400-500,33501.83548,33355.79502,30-40,1120,SIMS DRIVE,SIMS URBAN OASIS,14
1,2200,Non-landed Properties,500-600,33501.83548,33355.79502,50-60,1120,SIMS DRIVE,SIMS URBAN OASIS,14
1,1900,Non-landed Properties,400-500,33501.83548,33355.79502,30-40,1120,SIMS DRIVE,SIMS URBAN OASIS,14
1,1950,Non-landed Properties,400-500,33501.83548,33355.79502,30-40,1020,SIMS DRIVE,SIMS URBAN OASIS,14
1,2500,Non-landed Properties,500-600,33501.83548,33355.79502,50-60,1120,SIMS DRIVE,SIMS URBAN OASIS,14
2,2500,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,1020,SIMS DRIVE,SIMS URBAN OASIS,14
1,2200,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,1020,SIMS DRIVE,SIMS URBAN OASIS,14
1,2300,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,1020,SIMS DRIVE,SIMS URBAN OASIS,14
2,2500,Non-landed Properties,700-800,33501.83548,33355.79502,60-70,1220,SIMS DRIVE,SIMS URBAN OASIS,14
1,2150,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,1220,SIMS DRIVE,SIMS URBAN OASIS,14
1,2100,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,1220,SIMS DRIVE,SIMS URBAN OASIS,14
2,2900,Non-landed Properties,800-900,33501.83548,33355.79502,80-90,1220,SIMS DRIVE,SIMS URBAN OASIS,14
1,2168,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,1220,SIMS DRIVE,SIMS URBAN OASIS,14
1,2050,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,1220,SIMS DRIVE,SIMS URBAN OASIS,14
1,1900,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,1120,SIMS DRIVE,SIMS URBAN OASIS,14
NA,6900,Semi-Detached House,3000-3500,35203.30161,20958.36802,300-350,1220,ENG KONG GARDEN,LANDED HOUSING DEVELOPMENT,21
NA,4000,Semi-Detached House,2000-2500,35203.30161,20958.36802,200-250,1120,ENG KONG GARDEN,LANDED HOUSING DEVELOPMENT,21
NA,9000,Semi-Detached House,7000-7500,35203.30161,20958.36802,650-700,1020,ENG KONG GARDEN,LANDED HOUSING DEVELOPMENT,21
NA,4800,Semi-Detached House,2000-2500,35203.30161,20958.36802,200-250,1220,ENG KONG GARDEN,LANDED HOUSING DEVELOPMENT,21
3,7900,Non-landed Properties,1700-1800,31020.7281,28387.02234,160-170,1020,ST. THOMAS WALK,SKYLINE 360 @ SAINT THOMAS WALK,09
3,7250,Non-landed Properties,1700-1800,31020.7281,28387.02234,160-170,1020,ST. THOMAS WALK,SKYLINE 360 @ SAINT THOMAS WALK,09
3,8000,Non-landed Properties,1700-1800,31020.7281,28387.02234,160-170,1220,ST. THOMAS WALK,SKYLINE 360 @ SAINT THOMAS WALK,09
NA,10000,Semi-Detached House,4500-5000,34015.75796,26461.36488,400-450,1020,JALAN TEMPUA,LANDED HOUSING DEVELOPMENT,11
3,3488,Non-landed Properties,1200-1300,37918.60246,29348.17214,110-120,1020,BISHAN STREET 25,CLOVER BY THE PARK,20
3,3800,Non-landed Properties,1200-1300,37918.60246,29348.17214,110-120,1020,BISHAN STREET 25,CLOVER BY THE PARK,20
3,4900,Non-landed Properties,2100-2200,37918.60246,29348.17214,200-210,1220,BISHAN STREET 25,CLOVER BY THE PARK,20
3,3900,Non-landed Properties,1200-1300,37918.60246,29348.17214,110-120,1120,BISHAN STREET 25,CLOVER BY THE PARK,20
3,3600,Non-landed Properties,1200-1300,37918.60246,29348.17214,110-120,1120,BISHAN STREET 25,CLOVER BY THE PARK,20
3,4200,Non-landed Properties,1600-1700,37918.60246,29348.17214,140-150,1020,BISHAN STREET 25,CLOVER BY THE PARK,20
3,3800,Non-landed Properties,1200-1300,37918.60246,29348.17214,110-120,1020,BISHAN STREET 25,CLOVER BY THE PARK,20
3,4100,Non-landed Properties,1200-1300,37918.60246,29348.17214,110-120,1220,BISHAN STREET 25,CLOVER BY THE PARK,20
4,5000,Non-landed Properties,1700-1800,37918.60246,29348.17214,160-170,1220,BISHAN STREET 25,CLOVER BY THE PARK,20
3,4000,Non-landed Properties,1200-1300,37918.60246,29348.17214,110-120,1220,BISHAN STREET 25,CLOVER BY THE PARK,20
4,5000,Non-landed Properties,1700-1800,37918.60246,29348.17214,160-170,1220,BISHAN STREET 25,CLOVER BY THE PARK,20
4,5000,Non-landed Properties,1700-1800,37918.60246,29348.17214,160-170,1220,BISHAN STREET 25,CLOVER BY THE PARK,20
3,4700,Non-landed Properties,1600-1700,37918.60246,29348.17214,140-150,1220,BISHAN STREET 25,CLOVER BY THE PARK,20
3,3950,Non-landed Properties,1200-1300,37918.60246,29348.17214,110-120,1220,BISHAN STREET 25,CLOVER BY THE PARK,20
4,4700,Non-landed Properties,1700-1800,37918.60246,29348.17214,160-170,1220,BISHAN STREET 25,CLOVER BY THE PARK,20
3,3900,Non-landed Properties,1200-1300,37918.60246,29348.17214,110-120,1120,BISHAN STREET 25,CLOVER BY THE PARK,20
3,4800,Non-landed Properties,1500-1600,37918.60246,29348.17214,140-150,1120,BISHAN STREET 25,CLOVER BY THE PARK,20
4,5000,Non-landed Properties,1700-1800,37918.60246,29348.17214,160-170,1120,BISHAN STREET 25,CLOVER BY THE PARK,20
2,3500,Non-landed Properties,900-1000,30581.35259,27076.28021,90-100,1020,JERVOIS CLOSE,ONE JERVOIS,10
2,3800,Non-landed Properties,900-1000,30581.35259,27076.28021,90-100,1020,JERVOIS CLOSE,ONE JERVOIS,10
2,3900,Non-landed Properties,1000-1100,30581.35259,27076.28021,90-100,1220,JERVOIS CLOSE,ONE JERVOIS,10
2,3500,Non-landed Properties,900-1000,30581.35259,27076.28021,90-100,1220,JERVOIS CLOSE,ONE JERVOIS,10
3,5000,Non-landed Properties,1300-1400,30581.35259,27076.28021,120-130,1120,JERVOIS CLOSE,ONE JERVOIS,10
2,4000,Non-landed Properties,1000-1100,30581.35259,27076.28021,90-100,1120,JERVOIS CLOSE,ONE JERVOIS,10
2,4150,Non-landed Properties,1000-1100,30581.35259,27076.28021,100-110,1220,JERVOIS CLOSE,ONE JERVOIS,10
2,3500,Non-landed Properties,900-1000,30581.35259,27076.28021,90-100,1120,JERVOIS CLOSE,ONE JERVOIS,10
2,3800,Non-landed Properties,900-1000,30581.35259,27076.28021,90-100,1120,JERVOIS CLOSE,ONE JERVOIS,10
2,3500,Non-landed Properties,900-1000,30581.35259,27076.28021,90-100,1220,JERVOIS CLOSE,ONE JERVOIS,10
2,4000,Non-landed Properties,1000-1100,30581.35259,27076.28021,90-100,1120,JERVOIS CLOSE,ONE JERVOIS,10
3,5200,Non-landed Properties,1400-1500,30581.35259,27076.28021,130-140,1120,JERVOIS CLOSE,ONE JERVOIS,10
3,5100,Non-landed Properties,1200-1300,30581.35259,27076.28021,110-120,1020,JERVOIS CLOSE,ONE JERVOIS,10
3,5000,Non-landed Properties,1200-1300,30581.35259,27076.28021,110-120,1120,JERVOIS CLOSE,ONE JERVOIS,10
3,4300,Non-landed Properties,1200-1300,30581.35259,27076.28021,110-120,1120,JERVOIS CLOSE,ONE JERVOIS,10
3,4200,Non-landed Properties,1200-1300,30581.35259,27076.28021,110-120,1120,JERVOIS CLOSE,ONE JERVOIS,10
4,6700,Non-landed Properties,1700-1800,30581.35259,27076.28021,160-170,1220,JERVOIS CLOSE,ONE JERVOIS,10
3,5200,Non-landed Properties,1300-1400,30581.35259,27076.28021,120-130,1020,JERVOIS CLOSE,ONE JERVOIS,10
3,5000,Non-landed Properties,1300-1400,30581.35259,27076.28021,120-130,1220,JERVOIS CLOSE,ONE JERVOIS,10
1,2500,Non-landed Properties,800-900,31734.84519,35847.97962,80-90,1120,BROOKE ROAD,THE PALLADIUM,15
NA,3800,Semi-Detached House,3000-3500,41361.53352,30533.53978,250-300,1220,SUNRISE AVENUE,FLORIDA PARK,28
NA,2600,Non-landed Properties,1000-1100,45488.1507,27226.17786,90-100,1120,SEMBAWANG ROAD,SEMBAWANG PARK,27
NA,2600,Non-landed Properties,1000-1100,45488.1507,27226.17786,90-100,1120,SEMBAWANG ROAD,SEMBAWANG PARK,27
2,2200,Non-landed Properties,900-1000,36192.08637,33415.04046,80-90,1020,HOW SUN CLOSE,CRYSTAL DE AZURE,19
2,3150,Non-landed Properties,900-1000,35714.86559,13837.57573,80-90,1020,JURONG WEST CENTRAL 3,THE CENTRIS,22
2,2900,Non-landed Properties,1000-1100,35714.86559,13837.57573,90-100,1120,JURONG WEST CENTRAL 3,THE CENTRIS,22
3,4500,Non-landed Properties,1200-1300,35714.86559,13837.57573,110-120,1220,JURONG WEST CENTRAL 3,THE CENTRIS,22
3,3900,Non-landed Properties,1000-1100,35714.86559,13837.57573,90-100,1120,JURONG WEST CENTRAL 3,THE CENTRIS,22
3,3700,Non-landed Properties,1500-1600,35714.86559,13837.57573,140-150,1020,JURONG WEST CENTRAL 3,THE CENTRIS,22
3,3600,Non-landed Properties,1000-1100,35714.86559,13837.57573,90-100,1220,JURONG WEST CENTRAL 3,THE CENTRIS,22
3,4500,Non-landed Properties,1300-1400,35714.86559,13837.57573,120-130,1120,JURONG WEST CENTRAL 3,THE CENTRIS,22
3,4000,Non-landed Properties,1800-1900,35714.86559,13837.57573,170-180,1220,JURONG WEST CENTRAL 3,THE CENTRIS,22
3,4500,Non-landed Properties,1300-1400,35714.86559,13837.57573,120-130,1220,JURONG WEST CENTRAL 3,THE CENTRIS,22
2,2750,Non-landed Properties,1000-1100,35714.86559,13837.57573,90-100,1220,JURONG WEST CENTRAL 3,THE CENTRIS,22
3,4050,Non-landed Properties,1300-1400,35714.86559,13837.57573,120-130,1120,JURONG WEST CENTRAL 3,THE CENTRIS,22
2,3000,Non-landed Properties,900-1000,35714.86559,13837.57573,80-90,1120,JURONG WEST CENTRAL 3,THE CENTRIS,22
2,3000,Non-landed Properties,800-900,35714.86559,13837.57573,80-90,1220,JURONG WEST CENTRAL 3,THE CENTRIS,22
2,3600,Non-landed Properties,1300-1400,35714.86559,13837.57573,120-130,1120,JURONG WEST CENTRAL 3,THE CENTRIS,22
3,3900,Non-landed Properties,1200-1300,35714.86559,13837.57573,110-120,1020,JURONG WEST CENTRAL 3,THE CENTRIS,22
2,3050,Non-landed Properties,900-1000,35714.86559,13837.57573,80-90,1220,JURONG WEST CENTRAL 3,THE CENTRIS,22
2,3100,Non-landed Properties,900-1000,35714.86559,13837.57573,80-90,1020,JURONG WEST CENTRAL 3,THE CENTRIS,22
4,4700,Non-landed Properties,1400-1500,35714.86559,13837.57573,130-140,1020,JURONG WEST CENTRAL 3,THE CENTRIS,22
3,3900,Non-landed Properties,1200-1300,35714.86559,13837.57573,110-120,1220,JURONG WEST CENTRAL 3,THE CENTRIS,22
2,2700,Non-landed Properties,900-1000,35714.86559,13837.57573,80-90,1220,JURONG WEST CENTRAL 3,THE CENTRIS,22
3,3300,Non-landed Properties,1000-1100,35714.86559,13837.57573,90-100,1220,JURONG WEST CENTRAL 3,THE CENTRIS,22
2,3200,Non-landed Properties,900-1000,35714.86559,13837.57573,90-100,1120,JURONG WEST CENTRAL 3,THE CENTRIS,22
2,3300,Non-landed Properties,900-1000,35714.86559,13837.57573,90-100,1220,JURONG WEST CENTRAL 3,THE CENTRIS,22
2,3250,Non-landed Properties,900-1000,35714.86559,13837.57573,80-90,1120,JURONG WEST CENTRAL 3,THE CENTRIS,22
3,3300,Non-landed Properties,1300-1400,35714.86559,13837.57573,120-130,1120,JURONG WEST CENTRAL 3,THE CENTRIS,22
3,3000,Non-landed Properties,1300-1400,37889.07209,42869.01437,120-130,1020,FLORA ROAD,THE GALE,17
2,2600,Non-landed Properties,1100-1200,37889.07209,42869.01437,100-110,1120,FLORA ROAD,THE GALE,17
2,2600,Non-landed Properties,1100-1200,37889.07209,42869.01437,100-110,1120,FLORA ROAD,THE GALE,17
3,3000,Non-landed Properties,1300-1400,37889.07209,42869.01437,120-130,1120,FLORA ROAD,THE GALE,17
2,2150,Non-landed Properties,900-1000,37889.07209,42869.01437,80-90,1020,FLORA ROAD,THE GALE,17
2,2100,Non-landed Properties,900-1000,37889.07209,42869.01437,80-90,1020,FLORA ROAD,THE GALE,17
2,2100,Non-landed Properties,900-1000,37889.07209,42869.01437,80-90,1220,FLORA ROAD,THE GALE,17
2,3000,Non-landed Properties,900-1000,37889.07209,42869.01437,90-100,1220,FLORA ROAD,THE GALE,17
1,2000,Non-landed Properties,600-700,37889.07209,42869.01437,60-70,1120,FLORA ROAD,THE GALE,17
2,2500,Non-landed Properties,1000-1100,37889.07209,42869.01437,90-100,1120,FLORA ROAD,THE GALE,17
1,1900,Non-landed Properties,600-700,37889.07209,42869.01437,60-70,1220,FLORA ROAD,THE GALE,17
2,2250,Non-landed Properties,900-1000,37889.07209,42869.01437,80-90,1020,FLORA ROAD,THE GALE,17
2,3000,Non-landed Properties,1000-1100,37889.07209,42869.01437,90-100,1220,FLORA ROAD,THE GALE,17
2,2300,Non-landed Properties,900-1000,37889.07209,42869.01437,80-90,1220,FLORA ROAD,THE GALE,17
2,2150,Non-landed Properties,900-1000,37889.07209,42869.01437,80-90,1220,FLORA ROAD,THE GALE,17
2,2100,Non-landed Properties,900-1000,37889.07209,42869.01437,80-90,1220,FLORA ROAD,THE GALE,17
2,2300,Non-landed Properties,1000-1100,37889.07209,42869.01437,90-100,1120,FLORA ROAD,THE GALE,17
2,3600,Non-landed Properties,900-1000,32276.15459,28506.99187,80-90,1020,CAIRNHILL CIRCLE,THE PEAK @ CAIRNHILL II,09
2,3000,Non-landed Properties,900-1000,32276.15459,28506.99187,80-90,1020,CAIRNHILL CIRCLE,THE PEAK @ CAIRNHILL II,09
2,3800,Non-landed Properties,800-900,32276.15459,28506.99187,70-80,1220,CAIRNHILL CIRCLE,THE PEAK @ CAIRNHILL II,09
2,3400,Non-landed Properties,800-900,32276.15459,28506.99187,70-80,1220,CAIRNHILL CIRCLE,THE PEAK @ CAIRNHILL II,09
2,3800,Non-landed Properties,800-900,32276.15459,28506.99187,70-80,1220,CAIRNHILL CIRCLE,THE PEAK @ CAIRNHILL II,09
2,3200,Non-landed Properties,900-1000,32276.15459,28506.99187,80-90,1120,CAIRNHILL CIRCLE,THE PEAK @ CAIRNHILL II,09
2,3100,Non-landed Properties,800-900,32276.15459,28506.99187,70-80,1120,CAIRNHILL CIRCLE,THE PEAK @ CAIRNHILL II,09
3,2550,Non-landed Properties,800-900,32671.10416,35435.36521,70-80,1020,ONAN ROAD,ONAN SUITES,15
2,2350,Non-landed Properties,600-700,32671.10416,35435.36521,60-70,1020,ONAN ROAD,ONAN SUITES,15
3,2900,Non-landed Properties,900-1000,32671.10416,35435.36521,80-90,1220,ONAN ROAD,ONAN SUITES,15
2,2150,Non-landed Properties,600-700,32671.10416,35435.36521,60-70,1220,ONAN ROAD,ONAN SUITES,15
NA,9000,Terrace House,1500-2000,31602.72096,28658.13294,150-200,1220,EMERALD HILL ROAD,EMERALD HILL CONSERVATION AREA,09
NA,10500,Terrace House,1500-2000,31602.72096,28658.13294,100-150,1120,EMERALD HILL ROAD,EMERALD HILL CONSERVATION AREA,09
NA,10250,Terrace House,3000-3500,31602.72096,28658.13294,300-350,1120,EMERALD HILL ROAD,EMERALD HILL CONSERVATION AREA,09
NA,8200,Terrace House,2000-2500,31602.72096,28658.13294,200-250,1220,EMERALD HILL ROAD,EMERALD HILL CONSERVATION AREA,09
NA,8250,Terrace House,1500-2000,31602.72096,28658.13294,100-150,1020,EMERALD HILL ROAD,EMERALD HILL CONSERVATION AREA,09
