noOfUnits,tenure,marketSegment,typeOfSale,district,nettPrice,x,propertyType,price,project,y,floorRange,area,street,contractDate,typeOfArea
1,Freehold,CCR,3,09,,27514.09441,Condominium,13000000,THE MARQ ON PATERSON HILL,31406.69242,06-10,287,PATERSON HILL,0623,Strata
1,Freehold,CCR,3,09,,27514.09441,Condominium,13000000,THE MARQ ON PATERSON HILL,31406.69242,01-05,284,PATERSON HILL,0424,Strata
1,Freehold,CCR,3,10,,27932.92939,Apartment,1800000,THE PRINCETON,33213.99866,11-15,101,EWE BOON ROAD,0621,Strata
1,Freehold,CCR,3,10,,27932.92939,Apartment,1890000,THE PRINCETON,33213.99866,16-20,101,EWE BOON ROAD,0721,Strata
1,Freehold,CCR,3,10,,27932.92939,Apartment,1980000,THE PRINCETON,33213.99866,06-10,101,EWE BOON ROAD,0822,Strata
1,Freehold,CCR,3,10,,27932.92939,Apartment,1568000,THE PRINCETON,33213.99866,06-10,80,EWE BOON ROAD,1122,Strata
1,Freehold,CCR,3,10,,27932.92939,Apartment,1650000,THE PRINCETON,33213.99866,11-15,80,EWE BOON ROAD,0523,Strata
1,Freehold,CCR,3,10,,27932.92939,Apartment,1795000,THE PRINCETON,33213.99866,16-20,80,EWE BOON ROAD,0624,Strata
1,Freehold,CCR,3,10,,27932.92939,Apartment,2200000,THE PRINCETON,33213.99866,06-10,101,EWE BOON ROAD,0624,Strata
1,Freehold,CCR,3,10,,27932.92939,Apartment,2175000,THE PRINCETON,33213.99866,16-20,101,EWE BOON ROAD,0524,Strata
1,Freehold,CCR,3,10,,27932.92939,Apartment,1805000,THE PRINCETON,33213.99866,16-20,80,EWE BOON ROAD,1124,Strata
1,Freehold,CCR,3,10,,27932.92939,Apartment,2190000,THE PRINCETON,33213.99866,01-05,101,EWE BOON ROAD,1124,Strata
1,Freehold,CCR,3,10,,27932.92939,Apartment,2200000,THE PRINCETON,33213.99866,01-05,101,EWE BOON ROAD,0425,Strata
1,Freehold,CCR,3,11,,29661.55129,Apartment,1950000,BASSEIN COURT,33891.17463,06-10,130,BASSEIN ROAD,0421,Strata
1,Freehold,CCR,3,11,,29661.55129,Apartment,2050000,BASSEIN COURT,33891.17463,06-10,130,BASSEIN ROAD,0821,Strata
1,Freehold,CCR,3,11,,29661.55129,Apartment,2100000,BASSEIN COURT,33891.17463,01-05,130,BASSEIN ROAD,0624,Strata
1,Freehold,RCR,3,13,,32231.80428,Terrace,2350000,LANDED HOUSING DEVELOPMENT,34660.67748,-,171.8,SIANG KUANG AVENUE,1020,Land
1,Freehold,RCR,3,13,,32231.80428,Terrace,4250000,LANDED HOUSING DEVELOPMENT,34660.67748,-,140.5,SIANG KUANG AVENUE,0225,Land
1,Freehold,RCR,3,13,,32231.80428,Detached,10680000,LANDED HOUSING DEVELOPMENT,34660.67748,-,660.6,SIANG KUANG AVENUE,0625,Land
1,Freehold,RCR,3,13,,32231.80428,Terrace,2350000,LANDED HOUSING DEVELOPMENT,34660.67748,-,171.8,SIANG KUANG AVENUE,1020,Land
1,Freehold,RCR,3,13,,32231.80428,Terrace,4250000,LANDED HOUSING DEVELOPMENT,34660.67748,-,140.5,SIANG KUANG AVENUE,0225,Land
1,Freehold,RCR,3,13,,32231.80428,Detached,10680000,LANDED HOUSING DEVELOPMENT,34660.67748,-,660.6,SIANG KUANG AVENUE,0625,Land
1,Freehold,CCR,3,10,,24279.66391,Condominium,4780000,PARVIS,32462.32164,01-05,210,HOLLAND HILL,0225,Strata
1,Freehold,CCR,3,10,,24279.66391,Condominium,4200000,PARVIS,32462.32164,06-10,187,HOLLAND HILL,1220,Strata
1,Freehold,CCR,3,10,,24279.66391,Condominium,3000000,PARVIS,32462.32164,01-05,186,HOLLAND HILL,1020,Strata
1,Freehold,CCR,3,10,,24279.66391,Condominium,3280000,PARVIS,32462.32164,06-10,158,HOLLAND HILL,0221,Strata
1,Freehold,CCR,3,10,,24279.66391,Condominium,3280000,PARVIS,32462.32164,06-10,158,HOLLAND HILL,0121,Strata
1,Freehold,CCR,3,10,,24279.66391,Condominium,3350000,PARVIS,32462.32164,01-05,158,HOLLAND HILL,0121,Strata
1,Freehold,CCR,3,10,,24279.66391,Condominium,3280000,PARVIS,32462.32164,06-10,158,HOLLAND HILL,1120,Strata
1,Freehold,CCR,3,10,,24279.66391,Condominium,1910000,PARVIS,32462.32164,01-05,92,HOLLAND HILL,0121,Strata
1,Freehold,CCR,3,10,,24279.66391,Condominium,4810000,PARVIS,32462.32164,11-15,259,HOLLAND HILL,0121,Strata
1,Freehold,CCR,3,10,,24279.66391,Condominium,4689000,PARVIS,32462.32164,01-05,242,HOLLAND HILL,1021,Strata
1,Freehold,CCR,3,10,,24279.66391,Condominium,3380000,PARVIS,32462.32164,01-05,158,HOLLAND HILL,0721,Strata
1,Freehold,CCR,3,10,,24279.66391,Condominium,4150000,PARVIS,32462.32164,11-15,185,HOLLAND HILL,0521,Strata
1,Freehold,CCR,3,10,,24279.66391,Condominium,4200000,PARVIS,32462.32164,01-05,216,HOLLAND HILL,0621,Strata
1,Freehold,CCR,3,10,,24279.66391,Condominium,3300000,PARVIS,32462.32164,06-10,158,HOLLAND HILL,0421,Strata
1,Freehold,CCR,3,10,,24279.66391,Condominium,3580000,PARVIS,32462.32164,06-10,158,HOLLAND HILL,0721,Strata
1,Freehold,CCR,3,10,,24279.66391,Condominium,2100000,PARVIS,32462.32164,01-05,92,HOLLAND HILL,1121,Strata
1,Freehold,CCR,3,10,,24279.66391,Condominium,3450000,PARVIS,32462.32164,01-05,158,HOLLAND HILL,1021,Strata
1,Freehold,CCR,3,10,,24279.66391,Condominium,3800000,PARVIS,32462.32164,01-05,158,HOLLAND HILL,0122,Strata
1,Freehold,CCR,3,10,,24279.66391,Condominium,4050000,PARVIS,32462.32164,01-05,187,HOLLAND HILL,0421,Strata
1,Freehold,CCR,3,10,,24279.66391,Condominium,3883000,PARVIS,32462.32164,01-05,186,HOLLAND HILL,0521,Strata
1,Freehold,CCR,3,10,,24279.66391,Condominium,4540000,PARVIS,32462.32164,01-05,187,HOLLAND HILL,0722,Strata
1,Freehold,CCR,3,10,,24279.66391,Condominium,3900000,PARVIS,32462.32164,06-10,158,HOLLAND HILL,0522,Strata
1,Freehold,CCR,3,10,,24279.66391,Condominium,3820000,PARVIS,32462.32164,11-15,158,HOLLAND HILL,0522,Strata
1,Freehold,CCR,3,10,,24279.66391,Condominium,4300000,PARVIS,32462.32164,06-10,187,HOLLAND HILL,0222,Strata
1,Freehold,CCR,3,10,,24279.66391,Condominium,3850000,PARVIS,32462.32164,01-05,158,HOLLAND HILL,0822,Strata
1,Freehold,CCR,3,10,,24279.66391,Condominium,2200000,PARVIS,32462.32164,06-10,92,HOLLAND HILL,0622,Strata
1,Freehold,CCR,3,10,,24279.66391,Condominium,4380000,PARVIS,32462.32164,01-05,185,HOLLAND HILL,0122,Strata
1,Freehold,CCR,3,10,,24279.66391,Condominium,2280000,PARVIS,32462.32164,01-05,111,HOLLAND HILL,1022,Strata
1,Freehold,CCR,3,10,,24279.66391,Condominium,4660000,PARVIS,32462.32164,06-10,187,HOLLAND HILL,0822,Strata
1,Freehold,CCR,3,10,,24279.66391,Condominium,5400000,PARVIS,32462.32164,01-05,242,HOLLAND HILL,1122,Strata
1,Freehold,CCR,3,10,,24279.66391,Condominium,2258000,PARVIS,32462.32164,01-05,92,HOLLAND HILL,0523,Strata
1,Freehold,CCR,3,10,,24279.66391,Condominium,4958000,PARVIS,32462.32164,11-15,185,HOLLAND HILL,0523,Strata
1,Freehold,CCR,3,10,,24279.66391,Condominium,5900000,PARVIS,32462.32164,11-15,259,HOLLAND HILL,0523,Strata
1,Freehold,CCR,3,10,,24279.66391,Condominium,6200000,PARVIS,32462.32164,11-15,259,HOLLAND HILL,0723,Strata
1,Freehold,CCR,3,10,,24279.66391,Condominium,2308000,PARVIS,32462.32164,11-15,92,HOLLAND HILL,1023,Strata
1,Freehold,CCR,3,10,,24279.66391,Condominium,2395000,PARVIS,32462.32164,06-10,92,HOLLAND HILL,1023,Strata
1,Freehold,CCR,3,10,,24279.66391,Condominium,2320000,PARVIS,32462.32164,01-05,92,HOLLAND HILL,0723,Strata
1,Freehold,CCR,3,10,,24279.66391,Condominium,5000000,PARVIS,32462.32164,06-10,187,HOLLAND HILL,0724,Strata
1,Freehold,CCR,3,10,,24279.66391,Condominium,4850000,PARVIS,32462.32164,06-10,187,HOLLAND HILL,0424,Strata
1,Freehold,CCR,3,10,,24279.66391,Condominium,4790000,PARVIS,32462.32164,06-10,185,HOLLAND HILL,0424,Strata
1,Freehold,CCR,3,10,,24279.66391,Condominium,6100000,PARVIS,32462.32164,11-15,259,HOLLAND HILL,0125,Strata
1,Freehold,CCR,3,10,,24279.66391,Condominium,4280000,PARVIS,32462.32164,06-10,158,HOLLAND HILL,0924,Strata
1,Freehold,CCR,3,10,,24279.66391,Condominium,2368000,PARVIS,32462.32164,01-05,92,HOLLAND HILL,0425,Strata
1,Freehold,CCR,3,10,,24279.66391,Condominium,5050000,PARVIS,32462.32164,01-05,185,HOLLAND HILL,0425,Strata
1,Freehold,CCR,3,10,,24279.66391,Condominium,4550000,PARVIS,32462.32164,06-10,158,HOLLAND HILL,0825,Strata
1,Freehold,CCR,3,10,,24279.66391,Condominium,4450000,PARVIS,32462.32164,06-10,158,HOLLAND HILL,0925,Strata
1,Freehold,CCR,3,09,,28510.82765,Condominium,2690000,URBANA,30831.80467,31-35,122,RIVER VALLEY CLOSE,1220,Strata
1,Freehold,CCR,3,09,,28510.82765,Condominium,2650000,URBANA,30831.80467,16-20,122,RIVER VALLEY CLOSE,0221,Strata
1,Freehold,CCR,3,09,,28510.82765,Condominium,3150000,URBANA,30831.80467,06-10,137,RIVER VALLEY CLOSE,0821,Strata
1,Freehold,CCR,3,09,,28510.82765,Condominium,3100000,URBANA,30831.80467,31-35,122,RIVER VALLEY CLOSE,0821,Strata
1,Freehold,CCR,3,09,,28510.82765,Condominium,3150000,URBANA,30831.80467,31-35,122,RIVER VALLEY CLOSE,0421,Strata
1,Freehold,CCR,3,09,,28510.82765,Condominium,2800000,URBANA,30831.80467,31-35,122,RIVER VALLEY CLOSE,0821,Strata
1,Freehold,CCR,3,09,,28510.82765,Condominium,2200000,URBANA,30831.80467,11-15,97,RIVER VALLEY CLOSE,0621,Strata
1,Freehold,CCR,3,09,,28510.82765,Condominium,2080000,URBANA,30831.80467,06-10,97,RIVER VALLEY CLOSE,0122,Strata
1,Freehold,CCR,3,09,,28510.82765,Condominium,2200000,URBANA,30831.80467,11-15,94,RIVER VALLEY CLOSE,0222,Strata
1,Freehold,CCR,3,09,,28510.82765,Condominium,3380000,URBANA,30831.80467,21-25,122,RIVER VALLEY CLOSE,1222,Strata
1,Freehold,CCR,3,09,,28510.82765,Condominium,2560000,URBANA,30831.80467,26-30,94,RIVER VALLEY CLOSE,0324,Strata
1,Freehold,CCR,3,09,,28510.82765,Condominium,2488888,URBANA,30831.80467,16-20,94,RIVER VALLEY CLOSE,1124,Strata
1,Freehold,CCR,3,09,,28510.82765,Condominium,2700000,URBANA,30831.80467,31-35,94,RIVER VALLEY CLOSE,0325,Strata
1,Freehold,CCR,3,09,,28510.82765,Condominium,3350000,URBANA,30831.80467,26-30,122,RIVER VALLEY CLOSE,0125,Strata
1,Freehold,CCR,3,09,,28510.82765,Condominium,3330000,URBANA,30831.80467,31-35,122,RIVER VALLEY CLOSE,0125,Strata
1,Freehold,CCR,3,09,,28510.82765,Condominium,3220000,URBANA,30831.80467,16-20,122,RIVER VALLEY CLOSE,0425,Strata
1,Freehold,CCR,3,09,,28510.82765,Condominium,3330000,URBANA,30831.80467,26-30,122,RIVER VALLEY CLOSE,0125,Strata
1,Freehold,CCR,3,09,,28510.82765,Condominium,2550000,URBANA,30831.80467,11-15,97,RIVER VALLEY CLOSE,0225,Strata
1,Freehold,CCR,3,11,,28470.7407863207,Strata Semi-detached,4699000,THE WHITLEY RESIDENCES,34195.772253449,-,618,WHITLEY ROAD,1020,Strata
1,Freehold,CCR,3,11,,28470.7407863207,Strata Semi-detached,4720000,THE WHITLEY RESIDENCES,34195.772253449,-,573,WHITLEY ROAD,0621,Strata
1,Freehold,CCR,3,11,,28470.7407863207,Strata Semi-detached,5000000,THE WHITLEY RESIDENCES,34195.772253449,-,565,WHITLEY ROAD,1121,Strata
1,Freehold,CCR,3,11,,28470.7407863207,Strata Semi-detached,4900000,THE WHITLEY RESIDENCES,34195.772253449,-,573,WHITLEY ROAD,0421,Strata
1,Freehold,CCR,3,11,,28470.7407863207,Strata Semi-detached,5100000,THE WHITLEY RESIDENCES,34195.772253449,-,573,WHITLEY ROAD,0921,Strata
1,Freehold,CCR,3,11,,28470.7407863207,Strata Semi-detached,4600000,THE WHITLEY RESIDENCES,34195.772253449,-,525,WHITLEY ROAD,0921,Strata
1,Freehold,CCR,3,11,,28470.7407863207,Strata Semi-detached,4750000,THE WHITLEY RESIDENCES,34195.772253449,-,521,WHITLEY ROAD,0821,Strata
1,Freehold,CCR,3,11,,28470.7407863207,Strata Semi-detached,4310000,THE WHITLEY RESIDENCES,34195.772253449,-,546,WHITLEY ROAD,0421,Strata
1,Freehold,CCR,3,11,,28470.7407863207,Strata Semi-detached,4850000,THE WHITLEY RESIDENCES,34195.772253449,-,525,WHITLEY ROAD,0721,Strata
1,Freehold,CCR,3,11,,28470.7407863207,Strata Semi-detached,4860000,THE WHITLEY RESIDENCES,34195.772253449,-,542,WHITLEY ROAD,0122,Strata
1,Freehold,CCR,3,11,,28470.7407863207,Strata Semi-detached,4820000,THE WHITLEY RESIDENCES,34195.772253449,-,525,WHITLEY ROAD,0621,Strata
1,Freehold,CCR,3,11,,28470.7407863207,Strata Semi-detached,4750000,THE WHITLEY RESIDENCES,34195.772253449,-,515,WHITLEY ROAD,1121,Strata
1,Freehold,CCR,3,11,,28470.7407863207,Strata Semi-detached,4850000,THE WHITLEY RESIDENCES,34195.772253449,-,564,WHITLEY ROAD,1121,Strata
1,Freehold,CCR,3,11,,28470.7407863207,Strata Semi-detached,4950000,THE WHITLEY RESIDENCES,34195.772253449,-,516,WHITLEY ROAD,1221,Strata
1,Freehold,CCR,3,11,,28470.7407863207,Strata Semi-detached,4800000,THE WHITLEY RESIDENCES,34195.772253449,-,531,WHITLEY ROAD,0721,Strata
1,Freehold,CCR,3,11,,28470.7407863207,Strata Semi-detached,4850000,THE WHITLEY RESIDENCES,34195.772253449,-,528,WHITLEY ROAD,0521,Strata
1,Freehold,CCR,3,11,,28470.7407863207,Strata Semi-detached,4800000,THE WHITLEY RESIDENCES,34195.772253449,-,518,WHITLEY ROAD,0921,Strata
1,Freehold,CCR,3,11,,28470.7407863207,Strata Semi-detached,4880000,THE WHITLEY RESIDENCES,34195.772253449,-,526,WHITLEY ROAD,0522,Strata
1,Freehold,CCR,3,11,,28470.7407863207,Strata Semi-detached,4900000,THE WHITLEY RESIDENCES,34195.772253449,-,562,WHITLEY ROAD,0222,Strata
1,Freehold,CCR,3,11,,28470.7407863207,Strata Semi-detached,5000000,THE WHITLEY RESIDENCES,34195.772253449,-,517,WHITLEY ROAD,0422,Strata
1,Freehold,CCR,3,11,,28470.7407863207,Strata Semi-detached,5000000,THE WHITLEY RESIDENCES,34195.772253449,-,517,WHITLEY ROAD,0522,Strata
1,Freehold,CCR,3,11,,28470.7407863207,Strata Semi-detached,4980000,THE WHITLEY RESIDENCES,34195.772253449,-,578,WHITLEY ROAD,0522,Strata
1,Freehold,CCR,3,11,,28470.7407863207,Strata Semi-detached,5000000,THE WHITLEY RESIDENCES,34195.772253449,-,546,WHITLEY ROAD,0422,Strata
1,Freehold,CCR,3,11,,28470.7407863207,Strata Semi-detached,5000000,THE WHITLEY RESIDENCES,34195.772253449,-,568,WHITLEY ROAD,0222,Strata
1,Freehold,CCR,3,11,,28470.7407863207,Strata Semi-detached,4850000,THE WHITLEY RESIDENCES,34195.772253449,-,536,WHITLEY ROAD,0522,Strata
1,Freehold,CCR,3,11,,28470.7407863207,Strata Semi-detached,4980000,THE WHITLEY RESIDENCES,34195.772253449,-,569,WHITLEY ROAD,0422,Strata
1,Freehold,CCR,3,11,,28470.7407863207,Strata Semi-detached,5300000,THE WHITLEY RESIDENCES,34195.772253449,-,569,WHITLEY ROAD,0722,Strata
1,Freehold,CCR,3,11,,28470.7407863207,Strata Semi-detached,5100000,THE WHITLEY RESIDENCES,34195.772253449,-,565,WHITLEY ROAD,0324,Strata
1,Freehold,CCR,3,11,,28470.7407863207,Strata Semi-detached,4600000,THE WHITLEY RESIDENCES,34195.772253449,-,479,WHITLEY ROAD,1224,Strata
1,Freehold,CCR,3,11,,28470.7407863207,Strata Semi-detached,5585000,THE WHITLEY RESIDENCES,34195.772253449,-,668,WHITLEY ROAD,0925,Strata
1,Freehold,RCR,3,14,,32419.05565,Apartment,750000,STUDIO8,32601.36601,01-05,50,JALAN AYER,0822,Strata
1,Freehold,RCR,3,14,,32419.05565,Apartment,730000,STUDIO8,32601.36601,01-05,47,JALAN AYER,0822,Strata
1,Freehold,RCR,3,14,,32419.05565,Apartment,765000,STUDIO8,32601.36601,01-05,46,JALAN AYER,0623,Strata
1,Freehold,RCR,3,14,,32419.05565,Apartment,750000,STUDIO8,32601.36601,01-05,47,JALAN AYER,0623,Strata
1,Freehold,RCR,3,14,,32419.05565,Apartment,1180000,STUDIO8,32601.36601,06-10,80,JALAN AYER,1123,Strata
1,Freehold,RCR,3,14,,32419.05565,Apartment,800000,STUDIO8,32601.36601,01-05,50,JALAN AYER,1023,Strata
1,Freehold,RCR,3,14,,32419.05565,Apartment,878888,STUDIO8,32601.36601,01-05,52,JALAN AYER,0524,Strata
1,Freehold,RCR,3,14,,32419.05565,Apartment,760000,STUDIO8,32601.36601,01-05,39,JALAN AYER,0624,Strata
1,Freehold,RCR,3,14,,32419.05565,Apartment,1080000,STUDIO8,32601.36601,06-10,68,JALAN AYER,0424,Strata
1,Freehold,RCR,3,14,,32419.05565,Apartment,790000,STUDIO8,32601.36601,01-05,43,JALAN AYER,1023,Strata
1,Freehold,RCR,3,14,,32419.05565,Apartment,838000,STUDIO8,32601.36601,01-05,43,JALAN AYER,0325,Strata
1,Freehold,RCR,3,14,,34710.65762,Apartment,2050000,ESTA RUBY,32909.99211,11-15,105,GUILLEMARD ROAD,0425,Strata
1,Freehold,RCR,3,14,,34710.65762,Apartment,1480000,ESTA RUBY,32909.99211,06-10,105,GUILLEMARD ROAD,0920,Strata
1,Freehold,RCR,3,14,,34710.65762,Apartment,1550000,ESTA RUBY,32909.99211,06-10,105,GUILLEMARD ROAD,1120,Strata
1,Freehold,RCR,3,14,,34710.65762,Apartment,1350000,ESTA RUBY,32909.99211,06-10,89,GUILLEMARD ROAD,0221,Strata
1,Freehold,RCR,3,14,,34710.65762,Apartment,1688000,ESTA RUBY,32909.99211,11-15,105,GUILLEMARD ROAD,0821,Strata
1,Freehold,RCR,3,14,,34710.65762,Apartment,1930000,ESTA RUBY,32909.99211,16-20,105,GUILLEMARD ROAD,0424,Strata
1,Freehold,RCR,3,14,,34710.65762,Apartment,1700000,ESTA RUBY,32909.99211,01-05,105,GUILLEMARD ROAD,0923,Strata
1,Freehold,RCR,3,14,,34710.65762,Apartment,2000000,ESTA RUBY,32909.99211,16-20,105,GUILLEMARD ROAD,0424,Strata
1,Freehold,RCR,3,14,,34710.65762,Apartment,1672000,ESTA RUBY,32909.99211,16-20,89,GUILLEMARD ROAD,1124,Strata
1,Freehold,RCR,3,14,,34710.65762,Apartment,2050000,ESTA RUBY,32909.99211,16-20,105,GUILLEMARD ROAD,1224,Strata
1,Freehold,RCR,3,14,,34710.65762,Apartment,2020000,ESTA RUBY,32909.99211,16-20,105,GUILLEMARD ROAD,1124,Strata
1,Freehold,RCR,3,14,,34710.65762,Apartment,1915000,ESTA RUBY,32909.99211,11-15,105,GUILLEMARD ROAD,0524,Strata
1,Freehold,RCR,3,14,,34710.65762,Apartment,1700000,ESTA RUBY,32909.99211,16-20,89,GUILLEMARD ROAD,0525,Strata
1,Freehold,CCR,3,09,,28552.67919,Apartment,3200000,THE VERMONT ON CAIRNHILL,32367.12796,06-10,133,CAIRNHILL RISE,1120,Strata
1,Freehold,CCR,3,09,,28552.67919,Apartment,3150000,THE VERMONT ON CAIRNHILL,32367.12796,16-20,134,CAIRNHILL RISE,0221,Strata
1,Freehold,CCR,3,09,,28552.67919,Apartment,2970000,THE VERMONT ON CAIRNHILL,32367.12796,11-15,131,CAIRNHILL RISE,1220,Strata
1,Freehold,CCR,3,09,,28552.67919,Apartment,1950000,THE VERMONT ON CAIRNHILL,32367.12796,16-20,82,CAIRNHILL RISE,0621,Strata
1,Freehold,CCR,3,09,,28552.67919,Apartment,1980000,THE VERMONT ON CAIRNHILL,32367.12796,11-15,83,CAIRNHILL RISE,1021,Strata
1,Freehold,CCR,3,09,,28552.67919,Apartment,3366000,THE VERMONT ON CAIRNHILL,32367.12796,06-10,134,CAIRNHILL RISE,1221,Strata
1,Freehold,CCR,3,09,,28552.67919,Apartment,3250000,THE VERMONT ON CAIRNHILL,32367.12796,16-20,131,CAIRNHILL RISE,0821,Strata
1,Freehold,CCR,3,09,,28552.67919,Apartment,1910000,THE VERMONT ON CAIRNHILL,32367.12796,01-05,82,CAIRNHILL RISE,0122,Strata
1,Freehold,CCR,3,09,,28552.67919,Apartment,1890000,THE VERMONT ON CAIRNHILL,32367.12796,11-15,83,CAIRNHILL RISE,0621,Strata
1,Freehold,CCR,3,09,,28552.67919,Apartment,1320000,THE VERMONT ON CAIRNHILL,32367.12796,16-20,49,CAIRNHILL RISE,0522,Strata
1,Freehold,CCR,3,09,,28552.67919,Apartment,3202800,THE VERMONT ON CAIRNHILL,32367.12796,06-10,124,CAIRNHILL RISE,0222,Strata
1,Freehold,CCR,3,09,,28552.67919,Apartment,1950000,THE VERMONT ON CAIRNHILL,32367.12796,16-20,83,CAIRNHILL RISE,0222,Strata
1,Freehold,CCR,3,09,,28552.67919,Apartment,2086000,THE VERMONT ON CAIRNHILL,32367.12796,06-10,85,CAIRNHILL RISE,0322,Strata
1,Freehold,CCR,3,09,,28552.67919,Apartment,7900000,THE VERMONT ON CAIRNHILL,32367.12796,16-20,322,CAIRNHILL RISE,0223,Strata
1,Freehold,CCR,3,09,,28552.67919,Apartment,1385000,THE VERMONT ON CAIRNHILL,32367.12796,06-10,49,CAIRNHILL RISE,0523,Strata
1,Freehold,CCR,3,09,,28552.67919,Apartment,4350000,THE VERMONT ON CAIRNHILL,32367.12796,06-10,159,CAIRNHILL RISE,1122,Strata
1,Freehold,CCR,3,09,,28552.67919,Apartment,1329000,THE VERMONT ON CAIRNHILL,32367.12796,06-10,49,CAIRNHILL RISE,1122,Strata
1,Freehold,CCR,3,09,,28552.67919,Apartment,3390000,THE VERMONT ON CAIRNHILL,32367.12796,01-05,124,CAIRNHILL RISE,0922,Strata
1,Freehold,CCR,3,09,,28552.67919,Apartment,1420000,THE VERMONT ON CAIRNHILL,32367.12796,01-05,49,CAIRNHILL RISE,0524,Strata
1,Freehold,CCR,3,09,,28552.67919,Apartment,4500000,THE VERMONT ON CAIRNHILL,32367.12796,01-05,159,CAIRNHILL RISE,0724,Strata
1,Freehold,CCR,3,09,,28552.67919,Apartment,3400000,THE VERMONT ON CAIRNHILL,32367.12796,01-05,131,CAIRNHILL RISE,0824,Strata
1,Freehold,CCR,3,09,,28552.67919,Apartment,2300000,THE VERMONT ON CAIRNHILL,32367.12796,16-20,85,CAIRNHILL RISE,1123,Strata
1,Freehold,CCR,3,09,,28552.67919,Apartment,3400000,THE VERMONT ON CAIRNHILL,32367.12796,06-10,124,CAIRNHILL RISE,0625,Strata
1,Freehold,CCR,3,09,,28552.67919,Apartment,2160000,THE VERMONT ON CAIRNHILL,32367.12796,01-05,82,CAIRNHILL RISE,0925,Strata
1,Freehold,CCR,3,11,,28846.4196,Semi-detached,8080000,LANDED HOUSING DEVELOPMENT,33915.20973,-,453.2,JALAN MERLIMAU,0422,Land
1,Freehold,CCR,1,11,,28846.4196,Detached,15700000,LANDED HOUSING DEVELOPMENT,33915.20973,-,445.8,JALAN MERLIMAU,0323,Land
1,Freehold,CCR,3,11,,28846.4196,Semi-detached,8080000,LANDED HOUSING DEVELOPMENT,33915.20973,-,453.2,JALAN MERLIMAU,0422,Land
1,Freehold,CCR,1,11,,28846.4196,Detached,15700000,LANDED HOUSING DEVELOPMENT,33915.20973,-,445.8,JALAN MERLIMAU,0323,Land
1,Freehold,CCR,3,09,,28749.52951,Apartment,1880000,VALLEY MANSION,30948.53366,01-05,106,OXLEY ROAD,0321,Strata
1,Freehold,CCR,3,09,,28749.52951,Apartment,2000000,VALLEY MANSION,30948.53366,01-05,106,OXLEY ROAD,0823,Strata
1,Freehold,CCR,3,09,,28749.52951,Apartment,2158000,VALLEY MANSION,30948.53366,01-05,106,OXLEY ROAD,0625,Strata
1,Freehold,CCR,3,10,,21821.25332,Condominium,2830000,VILLAGE TOWER,33033.5357,01-05,170,MOUNT SINAI RISE,1120,Strata
1,Freehold,CCR,3,10,,21821.25332,Condominium,4600000,VILLAGE TOWER,33033.5357,11-15,243,MOUNT SINAI RISE,0322,Strata
1,Freehold,CCR,3,10,,21821.25332,Condominium,3350000,VILLAGE TOWER,33033.5357,06-10,168,MOUNT SINAI RISE,0224,Strata
1,Freehold,CCR,3,09,,28352.71485,Condominium,4450000,ELIZABETH HEIGHTS,32205.0541,01-05,235,CAIRNHILL ROAD,1020,Strata
1,Freehold,CCR,3,09,,28352.71485,Condominium,4600000,ELIZABETH HEIGHTS,32205.0541,01-05,235,CAIRNHILL ROAD,0221,Strata
1,Freehold,CCR,3,09,,28352.71485,Condominium,5600000,ELIZABETH HEIGHTS,32205.0541,16-20,239,CAIRNHILL ROAD,0222,Strata
1,Freehold,CCR,3,09,,28352.71485,Condominium,4480000,ELIZABETH HEIGHTS,32205.0541,01-05,235,CAIRNHILL ROAD,0925,Strata
1,Freehold,RCR,3,12,,29026.21847,Apartment,1850000,8 RAJA,34385.13075,06-10,146,JALAN RAJA UDANG,1020,Strata
1,Freehold,RCR,3,12,,29026.21847,Apartment,1800000,8 RAJA,34385.13075,06-10,146,JALAN RAJA UDANG,0221,Strata
1,Freehold,RCR,3,12,,29026.21847,Apartment,1900000,8 RAJA,34385.13075,06-10,146,JALAN RAJA UDANG,0321,Strata
1,Freehold,RCR,3,12,,29026.21847,Apartment,1800000,8 RAJA,34385.13075,01-05,146,JALAN RAJA UDANG,0421,Strata
1,Freehold,RCR,3,12,,29026.21847,Apartment,2150000,8 RAJA,34385.13075,11-15,146,JALAN RAJA UDANG,0421,Strata
1,Freehold,RCR,3,12,,29026.21847,Apartment,2500000,8 RAJA,34385.13075,01-05,188,JALAN RAJA UDANG,0421,Strata
1,Freehold,RCR,3,12,,29026.21847,Apartment,1950000,8 RAJA,34385.13075,06-10,146,JALAN RAJA UDANG,0421,Strata
1,Freehold,RCR,3,12,,29026.21847,Apartment,2680000,8 RAJA,34385.13075,11-15,188,JALAN RAJA UDANG,0821,Strata
1,Freehold,CCR,3,10,,27165.69763,Apartment,4000000,STEVEN'S COURT,33535.01272,01-05,266,STEVENS ROAD,1023,Strata
1,Freehold,RCR,3,13,,,Detached,6300000,LANDED HOUSING DEVELOPMENT,,-,549.3,CARMICHAEL ROAD,0821,Land
1,Freehold,RCR,3,13,,,Detached,6700000,LANDED HOUSING DEVELOPMENT,,-,549,CARMICHAEL ROAD,0621,Land
1,Freehold,RCR,3,13,,,Detached,7110000,LANDED HOUSING DEVELOPMENT,,-,457.3,CARMICHAEL ROAD,0321,Land
