noOfBedRoom,rent,propertyType,areaSqft,y,x,areaSqm,leaseDate,street,project,district
NA,11645,Non-landed Properties,1600-1700,32559.33503,27107.4972,150-160,1224,LADY HILL ROAD,SHANGRI-LA RESIDENCES,10
4,12649,Non-landed Properties,2200-2300,32559.33503,27107.4972,200-210,1224,LADY HILL ROAD,SHANGRI-LA RESIDENCES,10
NA,18984,Non-landed Properties,1500-1600,32559.33503,27107.4972,140-150,1224,LADY HILL ROAD,SHANGRI-LA RESIDENCES,10
NA,11645,Non-landed Properties,1900-2000,32559.33503,27107.4972,180-190,1024,LADY HILL ROAD,SHANGRI-LA RESIDENCES,10
4,13108,Non-landed Properties,2000-2100,32559.33503,27107.4972,190-200,1024,LADY HILL ROAD,SHANGRI-LA RESIDENCES,10
NA,10269,Non-landed Properties,1600-1700,32559.33503,27107.4972,150-160,1224,LADY HILL ROAD,SHANGRI-LA RESIDENCES,10
NA,10085,Non-landed Properties,1600-1700,32559.33503,27107.4972,150-160,1124,LADY HILL ROAD,SHANGRI-LA RESIDENCES,10
NA,11528,Non-landed Properties,1600-1700,32559.33503,27107.4972,150-160,1024,LADY HILL ROAD,SHANGRI-LA RESIDENCES,10
4,14500,Non-landed Properties,2100-2200,32559.33503,27107.4972,190-200,1124,LADY HILL ROAD,SHANGRI-LA RESIDENCES,10
4,4600,Non-landed Properties,1300-1400,32580.40016,36308.351,120-130,1124,LORONG L TELOK KURAU,SUNSHINE LOFT,15
NA,3450,Non-landed Properties,1100-1200,37427.10251,32687.47201,100-110,1024,LIM TUA TOW ROAD,CASA RIVIERA,19
NA,4000,Non-landed Properties,1200-1300,37427.10251,32687.47201,110-120,1124,LIM TUA TOW ROAD,CASA RIVIERA,19
NA,6000,Terrace House,3000-3500,39775.0391479049,27989.3222831115,250-300,1224,ANG MO KIO AVENUE 2,HORIZON GREEN,20
1,3200,Non-landed Properties,600-700,30989.74224,32570.66612,50-60,1224,TANJONG RHU ROAD,TANJONG RIA CONDOMINIUM,15
1,3000,Non-landed Properties,600-700,30989.74224,32570.66612,50-60,1024,TANJONG RHU ROAD,TANJONG RIA CONDOMINIUM,15
3,5100,Non-landed Properties,1200-1300,30989.74224,32570.66612,110-120,1024,TANJONG RHU ROAD,TANJONG RIA CONDOMINIUM,15
3,4250,Non-landed Properties,1200-1300,32655.63524,39140.90324,110-120,1224,MARINE PARADE ROAD,TAIPAN GRAND,15
NA,50000,Detached House,>8000,31444.09555,26368.21822,750-800,1124,TANGLIN ROAD,LANDED HOUSING DEVELOPMENT,10
3,4800,Non-landed Properties,1200-1300,45628.2799,22719.76543,110-120,1024,ROSEWOOD DRIVE,ROSEWOOD SUITES,25
4,16000,Non-landed Properties,1600-1700,28835.93389,29379.37798,150-160,1124,WALLICH STREET,WALLICH RESIDENCE,02
3,10400,Non-landed Properties,1000-1100,28835.93389,29379.37798,100-110,1224,WALLICH STREET,WALLICH RESIDENCE,02
1,7700,Non-landed Properties,600-700,28835.93389,29379.37798,50-60,1024,WALLICH STREET,WALLICH RESIDENCE,02
3,14000,Non-landed Properties,1300-1400,28835.93389,29379.37798,120-130,1024,WALLICH STREET,WALLICH RESIDENCE,02
3,13000,Non-landed Properties,1300-1400,28835.93389,29379.37798,120-130,1024,WALLICH STREET,WALLICH RESIDENCE,02
3,10000,Non-landed Properties,1000-1100,28835.93389,29379.37798,100-110,1024,WALLICH STREET,WALLICH RESIDENCE,02
1,7000,Non-landed Properties,600-700,28835.93389,29379.37798,50-60,1024,WALLICH STREET,WALLICH RESIDENCE,02
1,6600,Non-landed Properties,600-700,28835.93389,29379.37798,50-60,1024,WALLICH STREET,WALLICH RESIDENCE,02
3,17200,Non-landed Properties,1300-1400,28835.93389,29379.37798,120-130,1024,WALLICH STREET,WALLICH RESIDENCE,02
2,11000,Non-landed Properties,900-1000,28835.93389,29379.37798,80-90,1024,WALLICH STREET,WALLICH RESIDENCE,02
1,7300,Non-landed Properties,600-700,28835.93389,29379.37798,50-60,1024,WALLICH STREET,WALLICH RESIDENCE,02
3,17000,Non-landed Properties,1700-1800,28835.93389,29379.37798,160-170,1124,WALLICH STREET,WALLICH RESIDENCE,02
4,5000,Non-landed Properties,1500-1600,34398.78892,31474.68208,130-140,1024,ST. MICHAEL'S ROAD,RIVERSIDE MELODIES,12
NA,12500,Terrace House,2000-2500,,,200-250,1024,JALAN MUTIARA,LANDED HOUSING DEVELOPMENT,10
NA,8800,Terrace House,1500-2000,,,150-200,1124,CHEOW KENG ROAD,CHEOW KENG GARDEN,15
3,4600,Non-landed Properties,1000-1100,33337.25117,27530.10736,90-100,1024,EWE BOON ROAD,CLIFTEN,10
2,4200,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,1224,SIMS DRIVE,SIMS URBAN OASIS,14
1,3100,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,1224,SIMS DRIVE,SIMS URBAN OASIS,14
2,3900,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,1224,SIMS DRIVE,SIMS URBAN OASIS,14
2,3900,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,1024,SIMS DRIVE,SIMS URBAN OASIS,14
2,4000,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,1224,SIMS DRIVE,SIMS URBAN OASIS,14
2,4000,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,1224,SIMS DRIVE,SIMS URBAN OASIS,14
1,3400,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,1024,SIMS DRIVE,SIMS URBAN OASIS,14
1,3350,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,1024,SIMS DRIVE,SIMS URBAN OASIS,14
2,4100,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,1124,SIMS DRIVE,SIMS URBAN OASIS,14
1,2900,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,1224,SIMS DRIVE,SIMS URBAN OASIS,14
2,4200,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,1224,SIMS DRIVE,SIMS URBAN OASIS,14
1,3400,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,1124,SIMS DRIVE,SIMS URBAN OASIS,14
2,3800,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,1024,SIMS DRIVE,SIMS URBAN OASIS,14
1,3000,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,1024,SIMS DRIVE,SIMS URBAN OASIS,14
1,3000,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,1024,SIMS DRIVE,SIMS URBAN OASIS,14
1,3100,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,1024,SIMS DRIVE,SIMS URBAN OASIS,14
1,3200,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,1124,SIMS DRIVE,SIMS URBAN OASIS,14
2,4200,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,1124,SIMS DRIVE,SIMS URBAN OASIS,14
2,3750,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,1124,SIMS DRIVE,SIMS URBAN OASIS,14
1,3000,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,1124,SIMS DRIVE,SIMS URBAN OASIS,14
2,4250,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,1124,SIMS DRIVE,SIMS URBAN OASIS,14
2,4100,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,1124,SIMS DRIVE,SIMS URBAN OASIS,14
3,6300,Non-landed Properties,1000-1100,33501.83548,33355.79502,90-100,1024,SIMS DRIVE,SIMS URBAN OASIS,14
4,6000,Non-landed Properties,900-1000,33501.83548,33355.79502,90-100,1224,SIMS DRIVE,SIMS URBAN OASIS,14
3,5400,Non-landed Properties,900-1000,33501.83548,33355.79502,80-90,1024,SIMS DRIVE,SIMS URBAN OASIS,14
1,3400,Non-landed Properties,400-500,33501.83548,33355.79502,30-40,1124,SIMS DRIVE,SIMS URBAN OASIS,14
1,3000,Non-landed Properties,400-500,33501.83548,33355.79502,30-40,1224,SIMS DRIVE,SIMS URBAN OASIS,14
1,3300,Non-landed Properties,500-600,33501.83548,33355.79502,40-50,1224,SIMS DRIVE,SIMS URBAN OASIS,14
1,3050,Non-landed Properties,400-500,33501.83548,33355.79502,30-40,1024,SIMS DRIVE,SIMS URBAN OASIS,14
2,3800,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,1224,SIMS DRIVE,SIMS URBAN OASIS,14
1,3000,Non-landed Properties,400-500,33501.83548,33355.79502,30-40,1024,SIMS DRIVE,SIMS URBAN OASIS,14
1,3250,Non-landed Properties,400-500,33501.83548,33355.79502,30-40,1224,SIMS DRIVE,SIMS URBAN OASIS,14
1,3200,Non-landed Properties,400-500,33501.83548,33355.79502,30-40,1124,SIMS DRIVE,SIMS URBAN OASIS,14
2,3850,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,1224,SIMS DRIVE,SIMS URBAN OASIS,14
1,3000,Non-landed Properties,400-500,33501.83548,33355.79502,30-40,1024,SIMS DRIVE,SIMS URBAN OASIS,14
1,3150,Non-landed Properties,400-500,33501.83548,33355.79502,30-40,1024,SIMS DRIVE,SIMS URBAN OASIS,14
2,3750,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,1024,SIMS DRIVE,SIMS URBAN OASIS,14
1,3300,Non-landed Properties,400-500,33501.83548,33355.79502,30-40,1024,SIMS DRIVE,SIMS URBAN OASIS,14
3,4000,Non-landed Properties,900-1000,33501.83548,33355.79502,80-90,1024,SIMS DRIVE,SIMS URBAN OASIS,14
2,4200,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,1024,SIMS DRIVE,SIMS URBAN OASIS,14
2,4000,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,1124,SIMS DRIVE,SIMS URBAN OASIS,14
2,4600,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,1124,SIMS DRIVE,SIMS URBAN OASIS,14
2,4100,Non-landed Properties,800-900,33501.83548,33355.79502,80-90,1224,SIMS DRIVE,SIMS URBAN OASIS,14
2,3900,Non-landed Properties,700-800,33501.83548,33355.79502,60-70,1224,SIMS DRIVE,SIMS URBAN OASIS,14
2,3800,Non-landed Properties,700-800,33501.83548,33355.79502,60-70,1224,SIMS DRIVE,SIMS URBAN OASIS,14
1,3250,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,1224,SIMS DRIVE,SIMS URBAN OASIS,14
1,3300,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,1224,SIMS DRIVE,SIMS URBAN OASIS,14
1,3000,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,1024,SIMS DRIVE,SIMS URBAN OASIS,14
1,3300,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,1224,SIMS DRIVE,SIMS URBAN OASIS,14
1,3350,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,1024,SIMS DRIVE,SIMS URBAN OASIS,14
2,3900,Non-landed Properties,700-800,33501.83548,33355.79502,60-70,1224,SIMS DRIVE,SIMS URBAN OASIS,14
2,4100,Non-landed Properties,700-800,33501.83548,33355.79502,60-70,1024,SIMS DRIVE,SIMS URBAN OASIS,14
1,3200,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,1124,SIMS DRIVE,SIMS URBAN OASIS,14
1,2950,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,1124,SIMS DRIVE,SIMS URBAN OASIS,14
1,3200,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,1124,SIMS DRIVE,SIMS URBAN OASIS,14
1,3000,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,1124,SIMS DRIVE,SIMS URBAN OASIS,14
3,6800,Non-landed Properties,1000-1100,33501.83548,33355.79502,90-100,1224,SIMS DRIVE,SIMS URBAN OASIS,14
NA,11000,Semi-Detached House,4000-4500,35130.2386589877,20822.1389789225,400-450,1024,ENG KONG GARDEN,LANDED HOUSING DEVELOPMENT,21
NA,11000,Semi-Detached House,4000-4500,35130.2386589877,20822.1389789225,400-450,1024,ENG KONG GARDEN,LANDED HOUSING DEVELOPMENT,21
NA,9500,Detached House,4000-4500,35130.2386589877,20822.1389789225,350-400,1024,ENG KONG GARDEN,LANDED HOUSING DEVELOPMENT,21
4,12000,Non-landed Properties,2100-2200,31020.7281,28387.02234,190-200,1224,ST. THOMAS WALK,SKYLINE 360 @ SAINT THOMAS WALK,09
4,13000,Non-landed Properties,2100-2200,31020.7281,28387.02234,190-200,1024,ST. THOMAS WALK,SKYLINE 360 @ SAINT THOMAS WALK,09
NA,22000,Detached House,3000-3500,34252.9182780304,24046.7437649848,250-300,1224,NAMLY VIEW,LANDED HOUSING DEVELOPMENT,10
NA,3500,Detached House,1500-2000,,,150-200,1124,JALAN LAYANG LAYANG,LANDED HOUSING DEVELOPMENT,21
3,6000,Non-landed Properties,1200-1300,37918.60246,29348.17214,110-120,1224,BISHAN STREET 25,CLOVER BY THE PARK,20
3,5800,Non-landed Properties,1200-1300,37918.60246,29348.17214,110-120,1224,BISHAN STREET 25,CLOVER BY THE PARK,20
3,4700,Non-landed Properties,1200-1300,37918.60246,29348.17214,110-120,1224,BISHAN STREET 25,CLOVER BY THE PARK,20
3,5400,Non-landed Properties,1200-1300,37918.60246,29348.17214,110-120,1024,BISHAN STREET 25,CLOVER BY THE PARK,20
3,5400,Non-landed Properties,1200-1300,37918.60246,29348.17214,110-120,1024,BISHAN STREET 25,CLOVER BY THE PARK,20
3,6300,Non-landed Properties,2100-2200,37918.60246,29348.17214,200-210,1124,BISHAN STREET 25,CLOVER BY THE PARK,20
3,5100,Non-landed Properties,1200-1300,37918.60246,29348.17214,110-120,1124,BISHAN STREET 25,CLOVER BY THE PARK,20
4,5800,Non-landed Properties,1700-1800,37918.60246,29348.17214,160-170,1224,BISHAN STREET 25,CLOVER BY THE PARK,20
3,5900,Non-landed Properties,1600-1700,37918.60246,29348.17214,140-150,1224,BISHAN STREET 25,CLOVER BY THE PARK,20
4,7000,Non-landed Properties,1700-1800,37918.60246,29348.17214,160-170,1024,BISHAN STREET 25,CLOVER BY THE PARK,20
4,6500,Non-landed Properties,1700-1800,37918.60246,29348.17214,160-170,1224,BISHAN STREET 25,CLOVER BY THE PARK,20
3,5400,Non-landed Properties,1200-1300,37918.60246,29348.17214,110-120,1024,BISHAN STREET 25,CLOVER BY THE PARK,20
4,7200,Non-landed Properties,1700-1800,37918.60246,29348.17214,160-170,1124,BISHAN STREET 25,CLOVER BY THE PARK,20
3,5500,Non-landed Properties,1200-1300,37918.60246,29348.17214,110-120,1024,BISHAN STREET 25,CLOVER BY THE PARK,20
4,7450,Non-landed Properties,1700-1800,37918.60246,29348.17214,160-170,1024,BISHAN STREET 25,CLOVER BY THE PARK,20
4,7100,Non-landed Properties,1700-1800,37918.60246,29348.17214,160-170,1024,BISHAN STREET 25,CLOVER BY THE PARK,20
3,5700,Non-landed Properties,1600-1700,37918.60246,29348.17214,140-150,1124,BISHAN STREET 25,CLOVER BY THE PARK,20
3,5600,Non-landed Properties,1500-1600,37918.60246,29348.17214,140-150,1124,BISHAN STREET 25,CLOVER BY THE PARK,20
3,5200,Non-landed Properties,1200-1300,37918.60246,29348.17214,110-120,1124,BISHAN STREET 25,CLOVER BY THE PARK,20
2,5000,Non-landed Properties,900-1000,30594.23499,27088.30571,90-100,1224,JERVOIS CLOSE,ONE JERVOIS,10
2,5400,Non-landed Properties,900-1000,30594.23499,27088.30571,90-100,1124,JERVOIS CLOSE,ONE JERVOIS,10
3,9500,Non-landed Properties,1900-2000,30594.23499,27088.30571,180-190,1024,JERVOIS CLOSE,ONE JERVOIS,10
2,5900,Non-landed Properties,1000-1100,30594.23499,27088.30571,90-100,1024,JERVOIS CLOSE,ONE JERVOIS,10
3,6800,Non-landed Properties,1200-1300,30594.23499,27088.30571,110-120,1224,JERVOIS CLOSE,ONE JERVOIS,10
4,7900,Non-landed Properties,1700-1800,30594.23499,27088.30571,160-170,1224,JERVOIS CLOSE,ONE JERVOIS,10
4,8500,Non-landed Properties,1700-1800,30594.23499,27088.30571,160-170,1024,JERVOIS CLOSE,ONE JERVOIS,10
2,5800,Non-landed Properties,1100-1200,30594.23499,27088.30571,110-120,1224,JERVOIS CLOSE,ONE JERVOIS,10
NA,4700,Terrace House,1500-2000,32861.48806,38087.36642,100-150,1124,EAST COAST PARK FIRST STREET,LANDED HOUSING DEVELOPMENT,15
2,4500,Non-landed Properties,800-900,31734.84519,35847.97962,70-80,1224,BROOKE ROAD,THE PALLADIUM,15
2,5200,Non-landed Properties,800-900,31734.84519,35847.97962,80-90,1024,BROOKE ROAD,THE PALLADIUM,15
1,3900,Non-landed Properties,800-900,31734.84519,35847.97962,80-90,1024,BROOKE ROAD,THE PALLADIUM,15
2,4250,Non-landed Properties,800-900,31734.84519,35847.97962,70-80,1024,BROOKE ROAD,THE PALLADIUM,15
3,5200,Non-landed Properties,1200-1300,31734.84519,35847.97962,110-120,1124,BROOKE ROAD,THE PALLADIUM,15
2,4500,Non-landed Properties,800-900,31734.84519,35847.97962,80-90,1124,BROOKE ROAD,THE PALLADIUM,15
NA,8800,Detached House,2000-2500,34603.05693,20807.57388,200-250,1124,SUNSET VALE,CLEMENTI PARK,21
NA,4800,Semi-Detached House,2000-2500,41361.53352,30533.53978,200-250,1224,SUNRISE AVENUE,FLORIDA PARK,28
NA,4000,Non-landed Properties,1300-1400,45309.00471,27148.14738,120-130,1024,SEMBAWANG ROAD,SEMBAWANG PARK,27
2,4200,Non-landed Properties,900-1000,35714.86559,13837.57573,80-90,1224,JURONG WEST CENTRAL 3,THE CENTRIS,22
2,5000,Non-landed Properties,1200-1300,35714.86559,13837.57573,110-120,1224,JURONG WEST CENTRAL 3,THE CENTRIS,22
2,5100,Non-landed Properties,900-1000,35714.86559,13837.57573,90-100,1024,JURONG WEST CENTRAL 3,THE CENTRIS,22
2,4800,Non-landed Properties,900-1000,35714.86559,13837.57573,80-90,1124,JURONG WEST CENTRAL 3,THE CENTRIS,22
2,4350,Non-landed Properties,900-1000,35714.86559,13837.57573,80-90,1224,JURONG WEST CENTRAL 3,THE CENTRIS,22
2,4300,Non-landed Properties,900-1000,35714.86559,13837.57573,80-90,1124,JURONG WEST CENTRAL 3,THE CENTRIS,22
2,4400,Non-landed Properties,900-1000,35714.86559,13837.57573,90-100,1024,JURONG WEST CENTRAL 3,THE CENTRIS,22
3,4900,Non-landed Properties,1500-1600,35714.86559,13837.57573,140-150,1124,JURONG WEST CENTRAL 3,THE CENTRIS,22
3,5500,Non-landed Properties,1000-1100,35714.86559,13837.57573,90-100,1024,JURONG WEST CENTRAL 3,THE CENTRIS,22
2,4200,Non-landed Properties,1000-1100,35714.86559,13837.57573,90-100,1224,JURONG WEST CENTRAL 3,THE CENTRIS,22
2,4300,Non-landed Properties,900-1000,35714.86559,13837.57573,80-90,1124,JURONG WEST CENTRAL 3,THE CENTRIS,22
2,4400,Non-landed Properties,900-1000,35714.86559,13837.57573,80-90,1024,JURONG WEST CENTRAL 3,THE CENTRIS,22
3,6300,Non-landed Properties,1300-1400,35714.86559,13837.57573,120-130,1124,JURONG WEST CENTRAL 3,THE CENTRIS,22
2,4700,Non-landed Properties,1400-1500,35714.86559,13837.57573,130-140,1024,JURONG WEST CENTRAL 3,THE CENTRIS,22
2,6500,Non-landed Properties,1000-1100,35714.86559,13837.57573,90-100,1224,JURONG WEST CENTRAL 3,THE CENTRIS,22
2,5100,Non-landed Properties,800-900,35714.86559,13837.57573,80-90,1024,JURONG WEST CENTRAL 3,THE CENTRIS,22
2,4300,Non-landed Properties,800-900,35714.86559,13837.57573,80-90,1124,JURONG WEST CENTRAL 3,THE CENTRIS,22
3,6000,Non-landed Properties,1200-1300,35714.86559,13837.57573,110-120,1124,JURONG WEST CENTRAL 3,THE CENTRIS,22
2,4700,Non-landed Properties,900-1000,35714.86559,13837.57573,80-90,1024,JURONG WEST CENTRAL 3,THE CENTRIS,22
4,6500,Non-landed Properties,1400-1500,35714.86559,13837.57573,130-140,1124,JURONG WEST CENTRAL 3,THE CENTRIS,22
3,5800,Non-landed Properties,1600-1700,35714.86559,13837.57573,150-160,1024,JURONG WEST CENTRAL 3,THE CENTRIS,22
3,6200,Non-landed Properties,1200-1300,35714.86559,13837.57573,110-120,1124,JURONG WEST CENTRAL 3,THE CENTRIS,22
2,4500,Non-landed Properties,1500-1600,35714.86559,13837.57573,140-150,1224,JURONG WEST CENTRAL 3,THE CENTRIS,22
3,6300,Non-landed Properties,1300-1400,35714.86559,13837.57573,120-130,1124,JURONG WEST CENTRAL 3,THE CENTRIS,22
4,5700,Non-landed Properties,1600-1700,37889.07209,42869.01437,150-160,1124,FLORA ROAD,THE GALE,17
2,3500,Non-landed Properties,1100-1200,37889.07209,42869.01437,100-110,1024,FLORA ROAD,THE GALE,17
3,4500,Non-landed Properties,1300-1400,37889.07209,42869.01437,120-130,1124,FLORA ROAD,THE GALE,17
2,3400,Non-landed Properties,900-1000,37889.07209,42869.01437,80-90,1224,FLORA ROAD,THE GALE,17
2,3500,Non-landed Properties,900-1000,37889.07209,42869.01437,90-100,1224,FLORA ROAD,THE GALE,17
2,3100,Non-landed Properties,900-1000,37889.07209,42869.01437,80-90,1024,FLORA ROAD,THE GALE,17
2,3300,Non-landed Properties,900-1000,37889.07209,42869.01437,80-90,1024,FLORA ROAD,THE GALE,17
3,5000,Non-landed Properties,1400-1500,37889.07209,42869.01437,130-140,1024,FLORA ROAD,THE GALE,17
2,3600,Non-landed Properties,1000-1100,37889.07209,42869.01437,90-100,1124,FLORA ROAD,THE GALE,17
3,4100,Non-landed Properties,1300-1400,37889.07209,42869.01437,120-130,1224,FLORA ROAD,THE GALE,17
2,3800,Non-landed Properties,1000-1100,37889.07209,42869.01437,90-100,1224,FLORA ROAD,THE GALE,17
2,3300,Non-landed Properties,900-1000,37889.07209,42869.01437,80-90,1224,FLORA ROAD,THE GALE,17
2,3200,Non-landed Properties,1000-1100,37889.07209,42869.01437,90-100,1224,FLORA ROAD,THE GALE,17
2,3400,Non-landed Properties,1000-1100,37889.07209,42869.01437,90-100,1124,FLORA ROAD,THE GALE,17
3,4800,Non-landed Properties,1300-1400,37889.07209,42869.01437,120-130,1224,FLORA ROAD,THE GALE,17
2,3400,Non-landed Properties,900-1000,37889.07209,42869.01437,80-90,1224,FLORA ROAD,THE GALE,17
2,3200,Non-landed Properties,900-1000,37889.07209,42869.01437,80-90,1024,FLORA ROAD,THE GALE,17
2,3600,Non-landed Properties,900-1000,37889.07209,42869.01437,80-90,1024,FLORA ROAD,THE GALE,17
2,4200,Non-landed Properties,900-1000,32276.15459,28506.99187,80-90,1224,CAIRNHILL CIRCLE,THE PEAK @ CAIRNHILL II,09
2,4700,Non-landed Properties,800-900,32276.15459,28506.99187,70-80,1224,CAIRNHILL CIRCLE,THE PEAK @ CAIRNHILL II,09
2,5000,Non-landed Properties,900-1000,32276.15459,28506.99187,80-90,1024,CAIRNHILL CIRCLE,THE PEAK @ CAIRNHILL II,09
2,4900,Non-landed Properties,800-900,32276.15459,28506.99187,70-80,1024,CAIRNHILL CIRCLE,THE PEAK @ CAIRNHILL II,09
2,3900,Non-landed Properties,900-1000,32276.15459,28506.99187,80-90,1024,CAIRNHILL CIRCLE,THE PEAK @ CAIRNHILL II,09
2,6588,Non-landed Properties,1800-1900,32276.15459,28506.99187,170-180,1024,CAIRNHILL CIRCLE,THE PEAK @ CAIRNHILL II,09
2,4300,Non-landed Properties,900-1000,32276.15459,28506.99187,80-90,1124,CAIRNHILL CIRCLE,THE PEAK @ CAIRNHILL II,09
3,3900,Non-landed Properties,800-900,32671.10416,35435.36521,70-80,1124,ONAN ROAD,ONAN SUITES,15
NA,11500,Terrace House,3000-3500,31697.17495,28682.79419,300-350,1024,EMERALD HILL ROAD,EMERALD HILL CONSERVATION AREA,09
3,4700,Non-landed Properties,1100-1200,31697.17495,28682.79419,100-110,1224,EMERALD HILL ROAD,EMERALD HILL CONSERVATION AREA,09
2,5100,Non-landed Properties,1100-1200,32126.94842,35657.42881,100-110,1224,CEYLON ROAD,BELLEZZA @ KATONG,15
1,3200,Non-landed Properties,500-600,32126.94842,35657.42881,50-60,1124,CEYLON ROAD,BELLEZZA @ KATONG,15
3,4000,Non-landed Properties,900-1000,32126.94842,35657.42881,80-90,1224,CEYLON ROAD,BELLEZZA @ KATONG,15
NA,11500,Semi-Detached House,2500-3000,33690.01075,28143.793,250-300,1024,BARKER ROAD,LANDED HOUSING DEVELOPMENT,11
NA,9350,Terrace House,1500-2000,33690.01075,28143.793,150-200,1024,BARKER ROAD,LANDED HOUSING DEVELOPMENT,11
NA,8244,Terrace House,1500-2000,33690.01075,28143.793,150-200,1224,BARKER ROAD,LANDED HOUSING DEVELOPMENT,11
NA,5600,Non-landed Properties,900-1000,30806.53519,28635.45317,80-90,1224,KIM YAM ROAD,LANGSTON VILLE,09
2,5600,Non-landed Properties,900-1000,30853.35557,27304.83138,80-90,1024,NATHAN ROAD,NATHAN SUITES,10
2,5800,Non-landed Properties,900-1000,30853.35557,27304.83138,80-90,1124,NATHAN ROAD,NATHAN SUITES,10
2,6500,Non-landed Properties,900-1000,30853.35557,27304.83138,80-90,1024,NATHAN ROAD,NATHAN SUITES,10
3,8000,Non-landed Properties,1400-1500,30853.35557,27304.83138,130-140,1124,NATHAN ROAD,NATHAN SUITES,10
NA,5800,Terrace House,1000-1500,,,100-150,1024,JALAN KERIS,LANDED HOUSING DEVELOPMENT,15
NA,12200,Semi-Detached House,3500-4000,33912.63468,24806.58034,350-400,1224,CORONATION ROAD,LANDED HOUSING DEVELOPMENT,10
2,4250,Non-landed Properties,800-900,34149.8271,29748.4143,70-80,1024,PROME ROAD,NOVA 48,12
3,4500,Non-landed Properties,1700-1800,35138.47294,25346.96418,150-160,1024,ARCADIA ROAD,HILLCREST ARCADIA,11
1,4900,Non-landed Properties,1200-1300,35138.47294,25346.96418,110-120,1024,ARCADIA ROAD,HILLCREST ARCADIA,11
3,6000,Non-landed Properties,1700-1800,35138.47294,25346.96418,160-170,1124,ARCADIA ROAD,HILLCREST ARCADIA,11
1,3700,Non-landed Properties,900-1000,35138.47294,25346.96418,80-90,1024,ARCADIA ROAD,HILLCREST ARCADIA,11
2,5600,Non-landed Properties,1400-1500,35138.47294,25346.96418,130-140,1124,ARCADIA ROAD,HILLCREST ARCADIA,11
1,3900,Non-landed Properties,900-1000,35138.47294,25346.96418,80-90,1124,ARCADIA ROAD,HILLCREST ARCADIA,11
3,5500,Non-landed Properties,1700-1800,35138.47294,25346.96418,150-160,1024,ARCADIA ROAD,HILLCREST ARCADIA,11
2,4000,Non-landed Properties,1300-1400,35138.47294,25346.96418,120-130,1024,ARCADIA ROAD,HILLCREST ARCADIA,11
3,6000,Non-landed Properties,1700-1800,35138.47294,25346.96418,150-160,1224,ARCADIA ROAD,HILLCREST ARCADIA,11
4,9000,Non-landed Properties,2700-2800,35138.47294,25346.96418,250-260,1024,ARCADIA ROAD,HILLCREST ARCADIA,11
NA,6900,Terrace House,1500-2000,,,100-150,1024,BEDOK TERRACE,LANDED HOUSING DEVELOPMENT,16
3,4800,Non-landed Properties,1100-1200,34770.14042,31790.40791,100-110,1224,MEYAPPA CHETTIAR ROAD,RIDGE COURT,13
3,5000,Non-landed Properties,1100-1200,34770.14042,31790.40791,100-110,1224,MEYAPPA CHETTIAR ROAD,RIDGE COURT,13
3,4000,Non-landed Properties,1400-1500,38520.91403,20470.66242,130-140,1124,HILLVIEW AVENUE,HILLVIEW PARK,23
3,4200,Non-landed Properties,1400-1500,38520.91403,20470.66242,130-140,1124,HILLVIEW AVENUE,HILLVIEW PARK,23
3,4200,Non-landed Properties,1200-1300,38520.91403,20470.66242,110-120,1224,HILLVIEW AVENUE,HILLVIEW PARK,23
