noOfBedRoom,rent,propertyType,areaSqft,y,x,areaSqm,leaseDate,street,project,district
1,3800,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,1223,SIMS DRIVE,SIMS URBAN OASIS,14
1,3200,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,1123,SIMS DRIVE,SIMS URBAN OASIS,14
2,3900,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,1223,SIMS DRIVE,SIMS URBAN OASIS,14
1,3300,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,1123,SIMS DRIVE,SIMS URBAN OASIS,14
1,3300,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,1123,SIMS DRIVE,SIMS URBAN OASIS,14
1,3000,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,1123,SIMS DRIVE,SIMS URBAN OASIS,14
1,3300,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,1123,SIMS DRIVE,SIMS URBAN OASIS,14
1,2988,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,1123,SIMS DRIVE,SIMS URBAN OASIS,14
2,4300,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,1023,SIMS DRIVE,SIMS URBAN OASIS,14
2,4400,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,1223,SIMS DRIVE,SIMS URBAN OASIS,14
2,3900,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,1223,SIMS DRIVE,SIMS URBAN OASIS,14
2,4000,Non-landed Properties,700-800,33501.83548,33355.79502,70-80,1123,SIMS DRIVE,SIMS URBAN OASIS,14
2,4350,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,1123,SIMS DRIVE,SIMS URBAN OASIS,14
3,6500,Non-landed Properties,900-1000,33501.83548,33355.79502,80-90,1023,SIMS DRIVE,SIMS URBAN OASIS,14
2,3610,Non-landed Properties,700-800,33501.83548,33355.79502,70-80,1123,SIMS DRIVE,SIMS URBAN OASIS,14
2,2800,Non-landed Properties,700-800,33501.83548,33355.79502,70-80,1123,SIMS DRIVE,SIMS URBAN OASIS,14
3,5500,Non-landed Properties,1100-1200,33501.83548,33355.79502,100-110,1123,SIMS DRIVE,SIMS URBAN OASIS,14
5,7300,Non-landed Properties,1700-1800,33501.83548,33355.79502,160-170,1023,SIMS DRIVE,SIMS URBAN OASIS,14
3,6300,Non-landed Properties,900-1000,33501.83548,33355.79502,80-90,1223,SIMS DRIVE,SIMS URBAN OASIS,14
3,6100,Non-landed Properties,900-1000,33501.83548,33355.79502,80-90,1223,SIMS DRIVE,SIMS URBAN OASIS,14
1,3100,Non-landed Properties,400-500,33501.83548,33355.79502,30-40,1023,SIMS DRIVE,SIMS URBAN OASIS,14
1,3050,Non-landed Properties,400-500,33501.83548,33355.79502,30-40,1023,SIMS DRIVE,SIMS URBAN OASIS,14
1,3200,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,1023,SIMS DRIVE,SIMS URBAN OASIS,14
2,4200,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,1023,SIMS DRIVE,SIMS URBAN OASIS,14
1,3400,Non-landed Properties,400-500,33501.83548,33355.79502,30-40,1023,SIMS DRIVE,SIMS URBAN OASIS,14
1,3200,Non-landed Properties,400-500,33501.83548,33355.79502,30-40,1023,SIMS DRIVE,SIMS URBAN OASIS,14
2,4200,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,1023,SIMS DRIVE,SIMS URBAN OASIS,14
2,4000,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,1223,SIMS DRIVE,SIMS URBAN OASIS,14
2,4000,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,1223,SIMS DRIVE,SIMS URBAN OASIS,14
1,3200,Non-landed Properties,400-500,33501.83548,33355.79502,30-40,1123,SIMS DRIVE,SIMS URBAN OASIS,14
2,4500,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,1123,SIMS DRIVE,SIMS URBAN OASIS,14
1,3500,Non-landed Properties,400-500,33501.83548,33355.79502,30-40,1123,SIMS DRIVE,SIMS URBAN OASIS,14
3,2700,Non-landed Properties,900-1000,33501.83548,33355.79502,80-90,1123,SIMS DRIVE,SIMS URBAN OASIS,14
1,3200,Non-landed Properties,400-500,33501.83548,33355.79502,30-40,1223,SIMS DRIVE,SIMS URBAN OASIS,14
2,4000,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,1223,SIMS DRIVE,SIMS URBAN OASIS,14
1,3500,Non-landed Properties,400-500,33501.83548,33355.79502,30-40,1123,SIMS DRIVE,SIMS URBAN OASIS,14
1,3500,Non-landed Properties,400-500,33501.83548,33355.79502,30-40,1123,SIMS DRIVE,SIMS URBAN OASIS,14
1,3300,Non-landed Properties,500-600,33501.83548,33355.79502,40-50,1223,SIMS DRIVE,SIMS URBAN OASIS,14
1,3700,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,1023,SIMS DRIVE,SIMS URBAN OASIS,14
1,3000,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,1023,SIMS DRIVE,SIMS URBAN OASIS,14
1,3200,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,1023,SIMS DRIVE,SIMS URBAN OASIS,14
1,3400,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,1023,SIMS DRIVE,SIMS URBAN OASIS,14
1,3100,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,1023,SIMS DRIVE,SIMS URBAN OASIS,14
1,3300,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,1023,SIMS DRIVE,SIMS URBAN OASIS,14
1,3200,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,1023,SIMS DRIVE,SIMS URBAN OASIS,14
2,4000,Non-landed Properties,700-800,33501.83548,33355.79502,60-70,1223,SIMS DRIVE,SIMS URBAN OASIS,14
2,4250,Non-landed Properties,700-800,33501.83548,33355.79502,60-70,1123,SIMS DRIVE,SIMS URBAN OASIS,14
2,4000,Non-landed Properties,700-800,33501.83548,33355.79502,60-70,1223,SIMS DRIVE,SIMS URBAN OASIS,14
1,3400,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,1223,SIMS DRIVE,SIMS URBAN OASIS,14
1,3300,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,1223,SIMS DRIVE,SIMS URBAN OASIS,14
1,3200,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,1123,SIMS DRIVE,SIMS URBAN OASIS,14
2,3750,Non-landed Properties,700-800,33501.83548,33355.79502,60-70,1223,SIMS DRIVE,SIMS URBAN OASIS,14
1,3300,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,1223,SIMS DRIVE,SIMS URBAN OASIS,14
1,3400,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,1223,SIMS DRIVE,SIMS URBAN OASIS,14
2,4100,Non-landed Properties,800-900,33501.83548,33355.79502,80-90,1223,SIMS DRIVE,SIMS URBAN OASIS,14
4,7000,Non-landed Properties,1200-1300,33501.83548,33355.79502,110-120,1223,SIMS DRIVE,SIMS URBAN OASIS,14
3,7000,Non-landed Properties,1000-1100,33501.83548,33355.79502,90-100,1023,SIMS DRIVE,SIMS URBAN OASIS,14
3,7200,Non-landed Properties,1000-1100,33501.83548,33355.79502,90-100,1223,SIMS DRIVE,SIMS URBAN OASIS,14
NA,8900,Detached House,4000-4500,,,350-400,1023,ENG KONG GARDEN,LANDED HOUSING DEVELOPMENT,21
4,16800,Non-landed Properties,2100-2200,31020.7281,28387.02234,190-200,1023,ST. THOMAS WALK,SKYLINE 360 @ SAINT THOMAS WALK,09
3,8800,Non-landed Properties,1700-1800,31020.7281,28387.02234,160-170,1223,ST. THOMAS WALK,SKYLINE 360 @ SAINT THOMAS WALK,09
3,12500,Non-landed Properties,1700-1800,31020.7281,28387.02234,160-170,1123,ST. THOMAS WALK,SKYLINE 360 @ SAINT THOMAS WALK,09
NA,13000,Detached House,4500-5000,36193.5641,20678.28233,400-450,1123,JALAN LAYANG LAYANG,LANDED HOUSING DEVELOPMENT,21
NA,13000,Semi-Detached House,2500-3000,34080.70066,22767.41635,200-250,1123,GREENLEAF PLACE,BAN GUAN PARK,10
3,5600,Non-landed Properties,1200-1300,37918.60246,29348.17214,110-120,1023,BISHAN STREET 25,CLOVER BY THE PARK,20
3,6200,Non-landed Properties,1200-1300,37918.60246,29348.17214,110-120,1023,BISHAN STREET 25,CLOVER BY THE PARK,20
3,5500,Non-landed Properties,1600-1700,37918.60246,29348.17214,140-150,1023,BISHAN STREET 25,CLOVER BY THE PARK,20
3,5800,Non-landed Properties,1200-1300,37918.60246,29348.17214,110-120,1023,BISHAN STREET 25,CLOVER BY THE PARK,20
4,7200,Non-landed Properties,1700-1800,37918.60246,29348.17214,160-170,1023,BISHAN STREET 25,CLOVER BY THE PARK,20
3,6500,Non-landed Properties,1200-1300,37918.60246,29348.17214,110-120,1023,BISHAN STREET 25,CLOVER BY THE PARK,20
4,6800,Non-landed Properties,1700-1800,37918.60246,29348.17214,160-170,1023,BISHAN STREET 25,CLOVER BY THE PARK,20
3,4800,Non-landed Properties,1200-1300,37918.60246,29348.17214,110-120,1023,BISHAN STREET 25,CLOVER BY THE PARK,20
3,5500,Non-landed Properties,1200-1300,37918.60246,29348.17214,110-120,1223,BISHAN STREET 25,CLOVER BY THE PARK,20
4,7300,Non-landed Properties,1700-1800,37918.60246,29348.17214,160-170,1123,BISHAN STREET 25,CLOVER BY THE PARK,20
3,5200,Non-landed Properties,1200-1300,37918.60246,29348.17214,110-120,1223,BISHAN STREET 25,CLOVER BY THE PARK,20
3,6500,Non-landed Properties,1300-1400,30581.35259,27076.28021,120-130,1023,JERVOIS CLOSE,ONE JERVOIS,10
2,5100,Non-landed Properties,900-1000,30581.35259,27076.28021,90-100,1023,JERVOIS CLOSE,ONE JERVOIS,10
2,7100,Non-landed Properties,1300-1400,30581.35259,27076.28021,120-130,1023,JERVOIS CLOSE,ONE JERVOIS,10
2,5000,Non-landed Properties,1000-1100,30581.35259,27076.28021,100-110,1223,JERVOIS CLOSE,ONE JERVOIS,10
2,5700,Non-landed Properties,1000-1100,30581.35259,27076.28021,100-110,1123,JERVOIS CLOSE,ONE JERVOIS,10
2,5000,Non-landed Properties,900-1000,30581.35259,27076.28021,90-100,1223,JERVOIS CLOSE,ONE JERVOIS,10
2,5400,Non-landed Properties,1000-1100,30581.35259,27076.28021,90-100,1023,JERVOIS CLOSE,ONE JERVOIS,10
3,5750,Non-landed Properties,1200-1300,30581.35259,27076.28021,110-120,1023,JERVOIS CLOSE,ONE JERVOIS,10
3,6700,Non-landed Properties,1200-1300,30581.35259,27076.28021,110-120,1023,JERVOIS CLOSE,ONE JERVOIS,10
2,4700,Non-landed Properties,900-1000,30581.35259,27076.28021,90-100,1023,JERVOIS CLOSE,ONE JERVOIS,10
3,4200,Non-landed Properties,1200-1300,30581.35259,27076.28021,110-120,1223,JERVOIS CLOSE,ONE JERVOIS,10
3,5800,Non-landed Properties,1200-1300,30581.35259,27076.28021,110-120,1123,JERVOIS CLOSE,ONE JERVOIS,10
2,6350,Non-landed Properties,900-1000,30581.35259,27076.28021,90-100,1123,JERVOIS CLOSE,ONE JERVOIS,10
3,6500,Non-landed Properties,1200-1300,30581.35259,27076.28021,110-120,1123,JERVOIS CLOSE,ONE JERVOIS,10
4,7900,Non-landed Properties,1700-1800,30581.35259,27076.28021,160-170,1223,JERVOIS CLOSE,ONE JERVOIS,10
3,5400,Non-landed Properties,1200-1300,31734.84519,35847.97962,110-120,1023,BROOKE ROAD,THE PALLADIUM,15
2,4500,Non-landed Properties,800-900,31734.84519,35847.97962,80-90,1023,BROOKE ROAD,THE PALLADIUM,15
2,5200,Non-landed Properties,800-900,31734.84519,35847.97962,80-90,1023,BROOKE ROAD,THE PALLADIUM,15
2,4500,Non-landed Properties,800-900,31734.84519,35847.97962,80-90,1223,BROOKE ROAD,THE PALLADIUM,15
2,3500,Non-landed Properties,800-900,31734.84519,35847.97962,80-90,1223,BROOKE ROAD,THE PALLADIUM,15
NA,11000,Detached House,2000-2500,34603.05693,20807.57388,200-250,1023,SUNSET VALE,CLEMENTI PARK,21
NA,10000,Detached House,3000-3500,34603.05693,20807.57388,250-300,1223,SUNSET VALE,CLEMENTI PARK,21
NA,5000,Semi-Detached House,2000-2500,41361.53352,30533.53978,200-250,1223,SUNRISE AVENUE,FLORIDA PARK,28
NA,3700,Non-landed Properties,1000-1100,45516.99413,27248.95374,90-100,1223,SEMBAWANG ROAD,SEMBAWANG PARK,27
2,4300,Non-landed Properties,900-1000,36192.08637,33415.04046,80-90,1123,HOW SUN CLOSE,CRYSTAL DE AZURE,19
2,3150,Non-landed Properties,900-1000,36192.08637,33415.04046,80-90,1223,HOW SUN CLOSE,CRYSTAL DE AZURE,19
2,5100,Non-landed Properties,1000-1100,35714.86559,13837.57573,90-100,1223,JURONG WEST CENTRAL 3,THE CENTRIS,22
2,5000,Non-landed Properties,1000-1100,35714.86559,13837.57573,90-100,1123,JURONG WEST CENTRAL 3,THE CENTRIS,22
2,5400,Non-landed Properties,900-1000,35714.86559,13837.57573,80-90,1223,JURONG WEST CENTRAL 3,THE CENTRIS,22
2,4600,Non-landed Properties,900-1000,35714.86559,13837.57573,80-90,1023,JURONG WEST CENTRAL 3,THE CENTRIS,22
3,6500,Non-landed Properties,1300-1400,35714.86559,13837.57573,120-130,1023,JURONG WEST CENTRAL 3,THE CENTRIS,22
3,6900,Non-landed Properties,1200-1300,35714.86559,13837.57573,110-120,1223,JURONG WEST CENTRAL 3,THE CENTRIS,22
2,4000,Non-landed Properties,900-1000,35714.86559,13837.57573,80-90,1123,JURONG WEST CENTRAL 3,THE CENTRIS,22
2,4500,Non-landed Properties,900-1000,35714.86559,13837.57573,80-90,1223,JURONG WEST CENTRAL 3,THE CENTRIS,22
3,6500,Non-landed Properties,1300-1400,35714.86559,13837.57573,120-130,1023,JURONG WEST CENTRAL 3,THE CENTRIS,22
3,5700,Non-landed Properties,1200-1300,35714.86559,13837.57573,110-120,1223,JURONG WEST CENTRAL 3,THE CENTRIS,22
3,4800,Non-landed Properties,1000-1100,35714.86559,13837.57573,90-100,1123,JURONG WEST CENTRAL 3,THE CENTRIS,22
3,6400,Non-landed Properties,1300-1400,35714.86559,13837.57573,120-130,1123,JURONG WEST CENTRAL 3,THE CENTRIS,22
2,4300,Non-landed Properties,900-1000,35714.86559,13837.57573,80-90,1123,JURONG WEST CENTRAL 3,THE CENTRIS,22
2,5200,Non-landed Properties,1200-1300,35714.86559,13837.57573,110-120,1123,JURONG WEST CENTRAL 3,THE CENTRIS,22
3,6000,Non-landed Properties,1800-1900,35714.86559,13837.57573,160-170,1223,JURONG WEST CENTRAL 3,THE CENTRIS,22
2,4250,Non-landed Properties,1000-1100,35714.86559,13837.57573,90-100,1123,JURONG WEST CENTRAL 3,THE CENTRIS,22
2,6600,Non-landed Properties,1000-1100,35714.86559,13837.57573,90-100,1123,JURONG WEST CENTRAL 3,THE CENTRIS,22
2,4500,Non-landed Properties,800-900,35714.86559,13837.57573,80-90,1223,JURONG WEST CENTRAL 3,THE CENTRIS,22
3,6300,Non-landed Properties,1600-1700,35714.86559,13837.57573,150-160,1023,JURONG WEST CENTRAL 3,THE CENTRIS,22
2,4500,Non-landed Properties,900-1000,35714.86559,13837.57573,90-100,1123,JURONG WEST CENTRAL 3,THE CENTRIS,22
2,4600,Non-landed Properties,900-1000,35714.86559,13837.57573,80-90,1023,JURONG WEST CENTRAL 3,THE CENTRIS,22
2,4400,Non-landed Properties,900-1000,35714.86559,13837.57573,80-90,1123,JURONG WEST CENTRAL 3,THE CENTRIS,22
3,6300,Non-landed Properties,1300-1400,35714.86559,13837.57573,120-130,1123,JURONG WEST CENTRAL 3,THE CENTRIS,22
3,4000,Non-landed Properties,1300-1400,37889.07209,42869.01437,120-130,1123,FLORA ROAD,THE GALE,17
2,3700,Non-landed Properties,1100-1200,37889.07209,42869.01437,100-110,1023,FLORA ROAD,THE GALE,17
2,4000,Non-landed Properties,1100-1200,37889.07209,42869.01437,100-110,1223,FLORA ROAD,THE GALE,17
2,3300,Non-landed Properties,900-1000,37889.07209,42869.01437,80-90,1023,FLORA ROAD,THE GALE,17
2,3550,Non-landed Properties,900-1000,37889.07209,42869.01437,80-90,1123,FLORA ROAD,THE GALE,17
2,3300,Non-landed Properties,900-1000,37889.07209,42869.01437,80-90,1223,FLORA ROAD,THE GALE,17
3,4950,Non-landed Properties,1400-1500,37889.07209,42869.01437,130-140,1023,FLORA ROAD,THE GALE,17
2,3700,Non-landed Properties,1000-1100,37889.07209,42869.01437,90-100,1023,FLORA ROAD,THE GALE,17
2,3000,Non-landed Properties,1000-1100,37889.07209,42869.01437,90-100,1223,FLORA ROAD,THE GALE,17
1,3100,Non-landed Properties,600-700,37889.07209,42869.01437,60-70,1123,FLORA ROAD,THE GALE,17
2,3500,Non-landed Properties,1000-1100,37889.07209,42869.01437,90-100,1123,FLORA ROAD,THE GALE,17
2,3900,Non-landed Properties,1100-1200,37889.07209,42869.01437,110-120,1023,FLORA ROAD,THE GALE,17
1,3050,Non-landed Properties,600-700,37889.07209,42869.01437,60-70,1123,FLORA ROAD,THE GALE,17
2,3600,Non-landed Properties,1000-1100,37889.07209,42869.01437,90-100,1123,FLORA ROAD,THE GALE,17
2,3600,Non-landed Properties,1000-1100,37889.07209,42869.01437,90-100,1123,FLORA ROAD,THE GALE,17
2,3700,Non-landed Properties,900-1000,37889.07209,42869.01437,80-90,1023,FLORA ROAD,THE GALE,17
2,3400,Non-landed Properties,900-1000,37889.07209,42869.01437,80-90,1223,FLORA ROAD,THE GALE,17
2,6000,Non-landed Properties,900-1000,32276.15459,28506.99187,80-90,1023,CAIRNHILL CIRCLE,THE PEAK @ CAIRNHILL II,09
2,5250,Non-landed Properties,800-900,32276.15459,28506.99187,70-80,1023,CAIRNHILL CIRCLE,THE PEAK @ CAIRNHILL II,09
2,4800,Non-landed Properties,800-900,32276.15459,28506.99187,70-80,1023,CAIRNHILL CIRCLE,THE PEAK @ CAIRNHILL II,09
