noOfUnits,tenure,marketSegment,typeOfSale,district,nettPrice,x,propertyType,price,project,y,floorRange,area,street,contractDate,typeOfArea
1,99 yrs lease commencing from 2014,RCR,3,07,,31220.91906,Apartment,1400018,CITY GATE,31632.51122,16-20,70,BEACH ROAD,0421,Strata
1,99 yrs lease commencing from 2014,RCR,3,07,,31220.91906,Apartment,1380000,CITY GATE,31632.51122,26-30,63,BEACH ROAD,1121,Strata
1,99 yrs lease commencing from 2014,RCR,3,07,,31220.91906,Apartment,980000,CITY GATE,31632.51122,11-15,42,BEACH ROAD,0722,Strata
1,99 yrs lease commencing from 2014,RCR,3,07,,31220.91906,Apartment,946880,CITY GATE,31632.51122,06-10,42,BEACH ROAD,0522,Strata
1,99 yrs lease commencing from 2014,RCR,3,07,,31220.91906,Apartment,1740000,CITY GATE,31632.51122,06-10,85,BEACH ROAD,0522,Strata
1,99 yrs lease commencing from 2014,RCR,3,07,,31220.91906,Apartment,905000,CITY GATE,31632.51122,26-30,42,BEACH ROAD,0222,Strata
1,99 yrs lease commencing from 2014,RCR,3,07,,31220.91906,Apartment,1400000,CITY GATE,31632.51122,26-30,63,BEACH ROAD,0322,Strata
1,99 yrs lease commencing from 2014,RCR,3,07,,31220.91906,Apartment,1390000,CITY GATE,31632.51122,16-20,65,BEACH ROAD,0622,Strata
1,99 yrs lease commencing from 2014,RCR,3,07,,31220.91906,Apartment,1115000,CITY GATE,31632.51122,11-15,52,BEACH ROAD,0522,Strata
1,99 yrs lease commencing from 2014,RCR,3,07,,31220.91906,Apartment,1530000,CITY GATE,31632.51122,16-20,66,BEACH ROAD,0822,Strata
1,99 yrs lease commencing from 2014,RCR,3,07,,31220.91906,Apartment,970000,CITY GATE,31632.51122,11-15,42,BEACH ROAD,0822,Strata
1,99 yrs lease commencing from 2014,RCR,3,07,,31220.91906,Apartment,1460000,CITY GATE,31632.51122,21-25,65,BEACH ROAD,0622,Strata
1,99 yrs lease commencing from 2014,RCR,3,07,,31220.91906,Apartment,1540000,CITY GATE,31632.51122,06-10,75,BEACH ROAD,0323,Strata
1,99 yrs lease commencing from 2014,RCR,3,07,,31220.91906,Apartment,1390000,CITY GATE,31632.51122,06-10,64,BEACH ROAD,1022,Strata
1,99 yrs lease commencing from 2014,RCR,3,07,,31220.91906,Apartment,2850000,CITY GATE,31632.51122,26-30,136,BEACH ROAD,1222,Strata
1,99 yrs lease commencing from 2014,RCR,3,07,,31220.91906,Apartment,1100000,CITY GATE,31632.51122,11-15,53,BEACH ROAD,0922,Strata
1,99 yrs lease commencing from 2014,RCR,3,07,,31220.91906,Apartment,1730000,CITY GATE,31632.51122,11-15,84,BEACH ROAD,0123,Strata
1,99 yrs lease commencing from 2014,RCR,3,07,,31220.91906,Apartment,1750000,CITY GATE,31632.51122,16-20,84,BEACH ROAD,0123,Strata
1,99 yrs lease commencing from 2014,RCR,3,07,,31220.91906,Apartment,1000000,CITY GATE,31632.51122,21-25,42,BEACH ROAD,0523,Strata
1,99 yrs lease commencing from 2014,RCR,3,07,,31220.91906,Apartment,1618000,CITY GATE,31632.51122,06-10,84,BEACH ROAD,0922,Strata
1,99 yrs lease commencing from 2014,RCR,3,07,,31220.91906,Apartment,1410000,CITY GATE,31632.51122,11-15,64,BEACH ROAD,1022,Strata
1,99 yrs lease commencing from 2014,RCR,3,07,,31220.91906,Apartment,1400000,CITY GATE,31632.51122,11-15,63,BEACH ROAD,1022,Strata
1,99 yrs lease commencing from 2014,RCR,3,07,,31220.91906,Apartment,1260000,CITY GATE,31632.51122,26-30,52,BEACH ROAD,0823,Strata
1,99 yrs lease commencing from 2014,RCR,3,07,,31220.91906,Apartment,1150000,CITY GATE,31632.51122,11-15,52,BEACH ROAD,0723,Strata
1,99 yrs lease commencing from 2014,RCR,3,07,,31220.91906,Apartment,1435000,CITY GATE,31632.51122,06-10,70,BEACH ROAD,1123,Strata
1,99 yrs lease commencing from 2014,RCR,3,07,,31220.91906,Apartment,1450000,CITY GATE,31632.51122,11-15,64,BEACH ROAD,0424,Strata
1,99 yrs lease commencing from 2014,RCR,3,07,,31220.91906,Apartment,1480000,CITY GATE,31632.51122,21-25,63,BEACH ROAD,0224,Strata
1,99 yrs lease commencing from 2014,RCR,3,07,,31220.91906,Apartment,1500000,CITY GATE,31632.51122,11-15,66,BEACH ROAD,0324,Strata
1,99 yrs lease commencing from 2014,RCR,3,07,,31220.91906,Apartment,1500000,CITY GATE,31632.51122,26-30,66,BEACH ROAD,0824,Strata
1,99 yrs lease commencing from 2014,RCR,3,07,,31220.91906,Apartment,1560000,CITY GATE,31632.51122,06-10,75,BEACH ROAD,0224,Strata
1,99 yrs lease commencing from 2014,RCR,3,07,,31220.91906,Apartment,1780000,CITY GATE,31632.51122,16-20,84,BEACH ROAD,0224,Strata
1,99 yrs lease commencing from 2014,RCR,3,07,,31220.91906,Apartment,1520000,CITY GATE,31632.51122,21-25,65,BEACH ROAD,0324,Strata
1,99 yrs lease commencing from 2014,RCR,3,07,,31220.91906,Apartment,1450000,CITY GATE,31632.51122,06-10,63,BEACH ROAD,0824,Strata
1,99 yrs lease commencing from 2014,RCR,3,07,,31220.91906,Apartment,1160000,CITY GATE,31632.51122,06-10,52,BEACH ROAD,0824,Strata
1,99 yrs lease commencing from 2014,RCR,3,07,,31220.91906,Apartment,1486000,CITY GATE,31632.51122,06-10,65,BEACH ROAD,0424,Strata
1,99 yrs lease commencing from 2014,RCR,3,07,,31220.91906,Apartment,1180000,CITY GATE,31632.51122,16-20,52,BEACH ROAD,1023,Strata
1,99 yrs lease commencing from 2014,RCR,3,07,,31220.91906,Apartment,3260800,CITY GATE,31632.51122,26-30,149,BEACH ROAD,0823,Strata
1,99 yrs lease commencing from 2014,RCR,3,07,,31220.91906,Apartment,1595000,CITY GATE,31632.51122,26-30,70,BEACH ROAD,0124,Strata
1,99 yrs lease commencing from 2014,RCR,3,07,,31220.91906,Apartment,1150000,CITY GATE,31632.51122,26-30,53,BEACH ROAD,0524,Strata
1,99 yrs lease commencing from 2014,RCR,3,07,,31220.91906,Apartment,1580000,CITY GATE,31632.51122,21-25,99,BEACH ROAD,0424,Strata
1,99 yrs lease commencing from 2014,RCR,3,07,,31220.91906,Apartment,975000,CITY GATE,31632.51122,16-20,42,BEACH ROAD,0524,Strata
1,99 yrs lease commencing from 2014,RCR,3,07,,31220.91906,Apartment,930000,CITY GATE,31632.51122,06-10,40,BEACH ROAD,0524,Strata
1,99 yrs lease commencing from 2014,RCR,3,07,,31220.91906,Apartment,1520000,CITY GATE,31632.51122,21-25,64,BEACH ROAD,1024,Strata
1,99 yrs lease commencing from 2014,RCR,3,07,,31220.91906,Apartment,1240000,CITY GATE,31632.51122,11-15,52,BEACH ROAD,0824,Strata
1,99 yrs lease commencing from 2014,RCR,3,07,,31220.91906,Apartment,950000,CITY GATE,31632.51122,06-10,42,BEACH ROAD,1224,Strata
1,99 yrs lease commencing from 2014,RCR,3,07,,31220.91906,Apartment,965000,CITY GATE,31632.51122,11-15,42,BEACH ROAD,0224,Strata
1,99 yrs lease commencing from 2014,RCR,3,07,,31220.91906,Apartment,1600000,CITY GATE,31632.51122,11-15,72,BEACH ROAD,0925,Strata
1,99 yrs lease commencing from 2014,RCR,3,07,,31220.91906,Apartment,1481000,CITY GATE,31632.51122,16-20,63,BEACH ROAD,0525,Strata
1,99 yrs lease commencing from 2014,RCR,3,07,,31220.91906,Apartment,1550000,CITY GATE,31632.51122,11-15,65,BEACH ROAD,0925,Strata
1,99 yrs lease commencing from 2014,RCR,3,07,,31220.91906,Apartment,1550000,CITY GATE,31632.51122,11-15,66,BEACH ROAD,0925,Strata
1,99 yrs lease commencing from 2014,RCR,3,07,,31220.91906,Apartment,1570000,CITY GATE,31632.51122,16-20,66,BEACH ROAD,0925,Strata
1,99 yrs lease commencing from 2014,RCR,3,07,,31220.91906,Apartment,1600000,CITY GATE,31632.51122,16-20,72,BEACH ROAD,0825,Strata
1,99 yrs lease commencing from 2014,RCR,3,07,,31220.91906,Apartment,1520000,CITY GATE,31632.51122,16-20,63,BEACH ROAD,0225,Strata
1,99 yrs lease commencing from 2014,RCR,3,07,,31220.91906,Apartment,1680000,CITY GATE,31632.51122,16-20,75,BEACH ROAD,0725,Strata
1,99 yrs lease commencing from 2014,RCR,3,07,,31220.91906,Apartment,1506000,CITY GATE,31632.51122,16-20,64,BEACH ROAD,0325,Strata
1,99 yrs lease commencing from 2014,RCR,3,07,,31220.91906,Apartment,1420000,CITY GATE,31632.51122,06-10,65,BEACH ROAD,0825,Strata
1,99 yrs lease commencing from 2014,RCR,3,07,,31220.91906,Apartment,1485000,CITY GATE,31632.51122,11-15,65,BEACH ROAD,0825,Strata
1,99 yrs lease commencing from 2014,RCR,3,07,,31220.91906,Apartment,1515000,CITY GATE,31632.51122,16-20,64,BEACH ROAD,0825,Strata
1,99 yrs lease commencing from 2014,RCR,3,07,,31220.91906,Apartment,980000,CITY GATE,31632.51122,16-20,42,BEACH ROAD,0125,Strata
1,99 yrs lease commencing from 2014,RCR,3,07,,31220.91906,Apartment,1610000,CITY GATE,31632.51122,26-30,72,BEACH ROAD,0425,Strata
1,99 yrs lease commencing from 2014,RCR,3,07,,31220.91906,Apartment,1700000,CITY GATE,31632.51122,26-30,75,BEACH ROAD,0525,Strata
1,Freehold,OCR,3,05,,19758.61841,Semi-detached,4920000,FABER HILLS,33430.38236,-,376.7,FABER AVENUE,1120,Land
1,Freehold,OCR,3,05,,19758.61841,Terrace,3319000,FABER HILLS,33430.38236,-,199.8,FABER AVENUE,0121,Land
1,Freehold,OCR,3,05,,19758.61841,Semi-detached,6100000,FABER HILLS,33430.38236,-,431.3,FABER AVENUE,0121,Land
1,Freehold,OCR,3,05,,19758.61841,Terrace,4300000,FABER HILLS,33430.38236,-,282.8,FABER AVENUE,1121,Land
1,Freehold,OCR,3,05,,19758.61841,Semi-detached,5250000,FABER HILLS,33430.38236,-,441.9,FABER AVENUE,0121,Land
1,Freehold,OCR,3,05,,19758.61841,Terrace,3580000,FABER HILLS,33430.38236,-,195.3,FABER AVENUE,0721,Land
1,Freehold,OCR,3,05,,19758.61841,Semi-detached,5688800,FABER HILLS,33430.38236,-,543.5,FABER AVENUE,1021,Land
1,Freehold,OCR,3,05,,19758.61841,Semi-detached,5200000,FABER HILLS,33430.38236,-,361.3,FABER AVENUE,1221,Land
1,Freehold,OCR,3,05,,19758.61841,Semi-detached,6800000,FABER HILLS,33430.38236,-,413.2,FABER AVENUE,1121,Land
1,Freehold,OCR,3,05,,19758.61841,Detached,10000000,FABER HILLS,33430.38236,-,753.5,FABER AVENUE,0821,Land
1,Freehold,OCR,3,05,,19758.61841,Detached,10250000,FABER HILLS,33430.38236,-,840.4,FABER AVENUE,0321,Land
1,Freehold,OCR,3,05,,19758.61841,Terrace,3480000,FABER HILLS,33430.38236,-,202.3,FABER AVENUE,0422,Land
1,Freehold,OCR,3,05,,19758.61841,Terrace,4800000,FABER HILLS,33430.38236,-,305.3,FABER AVENUE,0822,Land
1,Freehold,OCR,3,05,,19758.61841,Terrace,3800000,FABER HILLS,33430.38236,-,194.9,FABER AVENUE,0422,Land
1,Freehold,OCR,3,05,,19758.61841,Semi-detached,8800000,FABER HILLS,33430.38236,-,681.3,FABER AVENUE,0722,Land
1,Freehold,OCR,3,05,,19758.61841,Terrace,3730000,FABER HILLS,33430.38236,-,204.2,FABER AVENUE,0822,Land
1,Freehold,OCR,3,05,,19758.61841,Semi-detached,5505000,FABER HILLS,33430.38236,-,368.9,FABER AVENUE,0822,Land
1,Freehold,OCR,3,05,,19758.61841,Apartment,2000000,FABER HILLS,33430.38236,01-05,155,FABER AVENUE,0223,Strata
1,Freehold,OCR,3,05,,19758.61841,Terrace,5880000,FABER HILLS,33430.38236,-,337.2,FABER AVENUE,0223,Land
1,Freehold,OCR,3,05,,19758.61841,Semi-detached,8000000,FABER HILLS,33430.38236,-,567.2,FABER AVENUE,0223,Land
1,Freehold,OCR,3,05,,19758.61841,Terrace,4000000,FABER HILLS,33430.38236,-,202.2,FABER AVENUE,0723,Land
1,Freehold,OCR,3,05,,19758.61841,Terrace,4000000,FABER HILLS,33430.38236,-,200.7,FABER AVENUE,0723,Land
1,Freehold,OCR,3,05,,19758.61841,Semi-detached,7500000,FABER HILLS,33430.38236,-,562.6,FABER AVENUE,0623,Land
1,Freehold,OCR,3,05,,19758.61841,Semi-detached,7000000,FABER HILLS,33430.38236,-,389.9,FABER AVENUE,1023,Land
1,Freehold,OCR,3,05,,19758.61841,Terrace,4100000,FABER HILLS,33430.38236,-,200.2,FABER AVENUE,0723,Land
1,Freehold,OCR,3,05,,19758.61841,Semi-detached,7100000,FABER HILLS,33430.38236,-,392.3,FABER AVENUE,1223,Land
1,Freehold,OCR,3,05,,19758.61841,Apartment,1990000,FABER HILLS,33430.38236,01-05,155,FABER AVENUE,0324,Strata
1,Freehold,OCR,3,05,,19758.61841,Semi-detached,7000000,FABER HILLS,33430.38236,-,474,FABER AVENUE,0624,Land
1,Freehold,OCR,3,05,,19758.61841,Semi-detached,7600000,FABER HILLS,33430.38236,-,371.7,FABER AVENUE,0424,Land
1,Freehold,OCR,3,05,,19758.61841,Semi-detached,7100000,FABER HILLS,33430.38236,-,521.1,FABER AVENUE,0524,Land
1,Freehold,OCR,3,05,,19758.61841,Semi-detached,6950000,FABER HILLS,33430.38236,-,459.8,FABER AVENUE,1024,Land
1,Freehold,OCR,3,05,,19758.61841,Semi-detached,6500000,FABER HILLS,33430.38236,-,378.4,FABER AVENUE,0723,Land
1,Freehold,OCR,3,05,,19758.61841,Semi-detached,7330000,FABER HILLS,33430.38236,-,518.5,FABER AVENUE,0624,Land
1,Freehold,OCR,3,05,,19758.61841,Terrace,4015000,FABER HILLS,33430.38236,-,151.9,FABER AVENUE,0724,Land
1,Freehold,OCR,3,05,,19758.61841,Semi-detached,7100000,FABER HILLS,33430.38236,-,371.6,FABER AVENUE,0125,Land
1,Freehold,OCR,3,05,,19758.61841,Terrace,6000000,FABER HILLS,33430.38236,-,622.8,FABER AVENUE,0923,Land
1,Freehold,OCR,3,05,,19758.61841,Semi-detached,7800000,FABER HILLS,33430.38236,-,349.8,FABER AVENUE,1124,Land
1,Freehold,OCR,3,05,,19758.61841,Semi-detached,6880000,FABER HILLS,33430.38236,-,392.2,FABER AVENUE,1224,Land
1,Freehold,OCR,3,05,,19758.61841,Semi-detached,6850000,FABER HILLS,33430.38236,-,444.1,FABER AVENUE,0823,Land
1,Freehold,OCR,3,05,,19758.61841,Semi-detached,6600000,FABER HILLS,33430.38236,-,538.2,FABER AVENUE,0925,Land
1,Freehold,OCR,3,05,,19758.61841,Detached,8388888,FABER HILLS,33430.38236,-,419.4,FABER AVENUE,1224,Land
1,Freehold,OCR,3,05,,19758.61841,Semi-detached,6450000,FABER HILLS,33430.38236,-,331.6,FABER AVENUE,0725,Land
1,99 yrs lease commencing from 2006,CCR,3,04,,29138.21001,Condominium,3187200,THE COAST AT SENTOSA COVE,25323.25071,06-10,188,OCEAN DRIVE,0425,Strata
1,99 yrs lease commencing from 2006,CCR,3,04,,29138.21001,Condominium,3600000,THE COAST AT SENTOSA COVE,25323.25071,06-10,188,OCEAN DRIVE,0425,Strata
1,99 yrs lease commencing from 2006,CCR,3,04,,29138.21001,Condominium,3000000,THE COAST AT SENTOSA COVE,25323.25071,06-10,188,OCEAN DRIVE,1020,Strata
1,99 yrs lease commencing from 2006,CCR,3,04,,29138.21001,Condominium,3400000,THE COAST AT SENTOSA COVE,25323.25071,06-10,219,OCEAN DRIVE,1020,Strata
1,99 yrs lease commencing from 2006,CCR,3,04,,29138.21001,Condominium,3550000,THE COAST AT SENTOSA COVE,25323.25071,01-05,217,OCEAN DRIVE,1120,Strata
1,99 yrs lease commencing from 2006,CCR,3,04,,29138.21001,Condominium,5300000,THE COAST AT SENTOSA COVE,25323.25071,06-10,444,OCEAN DRIVE,1020,Strata
1,99 yrs lease commencing from 2006,CCR,3,04,,29138.21001,Condominium,2950000,THE COAST AT SENTOSA COVE,25323.25071,01-05,188,OCEAN DRIVE,0221,Strata
1,99 yrs lease commencing from 2006,CCR,3,04,,29138.21001,Condominium,3060000,THE COAST AT SENTOSA COVE,25323.25071,06-10,178,OCEAN DRIVE,1120,Strata
1,99 yrs lease commencing from 2006,CCR,3,04,,29138.21001,Condominium,3550000,THE COAST AT SENTOSA COVE,25323.25071,01-05,243,OCEAN DRIVE,0321,Strata
1,99 yrs lease commencing from 2006,CCR,3,04,,29138.21001,Condominium,4430000,THE COAST AT SENTOSA COVE,25323.25071,06-10,323,OCEAN DRIVE,1120,Strata
1,99 yrs lease commencing from 2006,CCR,3,04,,29138.21001,Condominium,3325000,THE COAST AT SENTOSA COVE,25323.25071,06-10,188,OCEAN DRIVE,0521,Strata
1,99 yrs lease commencing from 2006,CCR,3,04,,29138.21001,Condominium,3780000,THE COAST AT SENTOSA COVE,25323.25071,01-05,217,OCEAN DRIVE,1021,Strata
1,99 yrs lease commencing from 2006,CCR,3,04,,29138.21001,Condominium,4200000,THE COAST AT SENTOSA COVE,25323.25071,01-05,244,OCEAN DRIVE,0221,Strata
1,99 yrs lease commencing from 2006,CCR,3,04,,29138.21001,Condominium,3088000,THE COAST AT SENTOSA COVE,25323.25071,06-10,188,OCEAN DRIVE,0421,Strata
1,99 yrs lease commencing from 2006,CCR,3,04,,29138.21001,Condominium,4800000,THE COAST AT SENTOSA COVE,25323.25071,06-10,323,OCEAN DRIVE,1221,Strata
1,99 yrs lease commencing from 2006,CCR,3,04,,29138.21001,Condominium,3620000,THE COAST AT SENTOSA COVE,25323.25071,01-05,217,OCEAN DRIVE,0321,Strata
1,99 yrs lease commencing from 2006,CCR,3,04,,29138.21001,Condominium,3208000,THE COAST AT SENTOSA COVE,25323.25071,01-05,188,OCEAN DRIVE,0621,Strata
1,99 yrs lease commencing from 2006,CCR,3,04,,29138.21001,Condominium,3100000,THE COAST AT SENTOSA COVE,25323.25071,06-10,178,OCEAN DRIVE,0521,Strata
1,99 yrs lease commencing from 2006,CCR,3,04,,29138.21001,Condominium,3520000,THE COAST AT SENTOSA COVE,25323.25071,06-10,188,OCEAN DRIVE,1121,Strata
1,99 yrs lease commencing from 2006,CCR,3,04,,29138.21001,Condominium,4500000,THE COAST AT SENTOSA COVE,25323.25071,06-10,312,OCEAN DRIVE,0521,Strata
1,99 yrs lease commencing from 2006,CCR,3,04,,29138.21001,Condominium,3380000,THE COAST AT SENTOSA COVE,25323.25071,06-10,188,OCEAN DRIVE,0921,Strata
1,99 yrs lease commencing from 2006,CCR,3,04,,29138.21001,Condominium,3130000,THE COAST AT SENTOSA COVE,25323.25071,01-05,188,OCEAN DRIVE,0521,Strata
1,99 yrs lease commencing from 2006,CCR,3,04,,29138.21001,Condominium,3150000,THE COAST AT SENTOSA COVE,25323.25071,01-05,188,OCEAN DRIVE,0421,Strata
1,99 yrs lease commencing from 2006,CCR,3,04,,29138.21001,Condominium,5250000,THE COAST AT SENTOSA COVE,25323.25071,06-10,376,OCEAN DRIVE,0721,Strata
1,99 yrs lease commencing from 2006,CCR,3,04,,29138.21001,Condominium,3450000,THE COAST AT SENTOSA COVE,25323.25071,06-10,188,OCEAN DRIVE,0521,Strata
1,99 yrs lease commencing from 2006,CCR,3,04,,29138.21001,Condominium,4315000,THE COAST AT SENTOSA COVE,25323.25071,01-05,269,OCEAN DRIVE,0521,Strata
1,99 yrs lease commencing from 2006,CCR,3,04,,29138.21001,Condominium,3350000,THE COAST AT SENTOSA COVE,25323.25071,06-10,188,OCEAN DRIVE,0821,Strata
1,99 yrs lease commencing from 2006,CCR,3,04,,29138.21001,Condominium,4700000,THE COAST AT SENTOSA COVE,25323.25071,06-10,329,OCEAN DRIVE,1221,Strata
1,99 yrs lease commencing from 2006,CCR,3,04,,29138.21001,Condominium,3350000,THE COAST AT SENTOSA COVE,25323.25071,01-05,191,OCEAN DRIVE,0422,Strata
1,99 yrs lease commencing from 2006,CCR,3,04,,29138.21001,Condominium,3430000,THE COAST AT SENTOSA COVE,25323.25071,01-05,193,OCEAN DRIVE,0322,Strata
1,99 yrs lease commencing from 2006,CCR,3,04,,29138.21001,Condominium,3620000,THE COAST AT SENTOSA COVE,25323.25071,01-05,188,OCEAN DRIVE,0722,Strata
1,99 yrs lease commencing from 2006,CCR,3,04,,29138.21001,Condominium,4000000,THE COAST AT SENTOSA COVE,25323.25071,01-05,272,OCEAN DRIVE,0322,Strata
1,99 yrs lease commencing from 2006,CCR,3,04,,29138.21001,Condominium,4060000,THE COAST AT SENTOSA COVE,25323.25071,01-05,217,OCEAN DRIVE,0822,Strata
1,99 yrs lease commencing from 2006,CCR,3,04,,29138.21001,Condominium,3620000,THE COAST AT SENTOSA COVE,25323.25071,06-10,188,OCEAN DRIVE,1122,Strata
1,99 yrs lease commencing from 2006,CCR,3,04,,29138.21001,Condominium,3785000,THE COAST AT SENTOSA COVE,25323.25071,06-10,188,OCEAN DRIVE,1222,Strata
1,99 yrs lease commencing from 2006,CCR,3,04,,29138.21001,Condominium,4200000,THE COAST AT SENTOSA COVE,25323.25071,01-05,232,OCEAN DRIVE,0223,Strata
1,99 yrs lease commencing from 2006,CCR,3,04,,29138.21001,Condominium,3838000,THE COAST AT SENTOSA COVE,25323.25071,01-05,188,OCEAN DRIVE,0223,Strata
1,99 yrs lease commencing from 2006,CCR,3,04,,29138.21001,Condominium,3580000,THE COAST AT SENTOSA COVE,25323.25071,06-10,188,OCEAN DRIVE,0822,Strata
1,99 yrs lease commencing from 2006,CCR,3,04,,29138.21001,Condominium,3400000,THE COAST AT SENTOSA COVE,25323.25071,01-05,191,OCEAN DRIVE,0823,Strata
1,99 yrs lease commencing from 2006,CCR,3,04,,29138.21001,Condominium,4850008,THE COAST AT SENTOSA COVE,25323.25071,01-05,262,OCEAN DRIVE,0523,Strata
1,99 yrs lease commencing from 2006,CCR,3,04,,29138.21001,Condominium,3308888,THE COAST AT SENTOSA COVE,25323.25071,01-05,188,OCEAN DRIVE,0724,Strata
1,99 yrs lease commencing from 2006,CCR,3,04,,29138.21001,Condominium,3060000,THE COAST AT SENTOSA COVE,25323.25071,01-05,178,OCEAN DRIVE,0724,Strata
1,99 yrs lease commencing from 2006,CCR,3,04,,29138.21001,Condominium,3250000,THE COAST AT SENTOSA COVE,25323.25071,01-05,188,OCEAN DRIVE,0524,Strata
1,99 yrs lease commencing from 2006,CCR,3,04,,29138.21001,Condominium,3950000,THE COAST AT SENTOSA COVE,25323.25071,06-10,219,OCEAN DRIVE,0424,Strata
1,99 yrs lease commencing from 2006,CCR,3,04,,29138.21001,Condominium,3500000,THE COAST AT SENTOSA COVE,25323.25071,01-05,219,OCEAN DRIVE,0524,Strata
1,99 yrs lease commencing from 2006,CCR,3,04,,29138.21001,Condominium,3800000,THE COAST AT SENTOSA COVE,25323.25071,01-05,217,OCEAN DRIVE,1224,Strata
1,99 yrs lease commencing from 2006,CCR,3,04,,29138.21001,Condominium,3650000,THE COAST AT SENTOSA COVE,25323.25071,01-05,238,OCEAN DRIVE,0923,Strata
1,99 yrs lease commencing from 2006,CCR,3,04,,29138.21001,Condominium,3290000,THE COAST AT SENTOSA COVE,25323.25071,01-05,188,OCEAN DRIVE,0325,Strata
1,99 yrs lease commencing from 2006,CCR,3,04,,29138.21001,Condominium,3420000,THE COAST AT SENTOSA COVE,25323.25071,01-05,219,OCEAN DRIVE,0825,Strata
1,99 yrs lease commencing from 2006,CCR,3,04,,29138.21001,Condominium,3250000,THE COAST AT SENTOSA COVE,25323.25071,01-05,219,OCEAN DRIVE,0525,Strata
1,Freehold,RCR,3,05,,21404.7092,Condominium,1320000,THE FOLIAGE,30380.06291,01-05,105,PASIR PANJANG ROAD,1220,Strata
1,Freehold,RCR,3,05,,21404.7092,Condominium,743888,THE FOLIAGE,30380.06291,01-05,47,PASIR PANJANG ROAD,1220,Strata
1,Freehold,RCR,3,05,,21404.7092,Condominium,1280000,THE FOLIAGE,30380.06291,01-05,94,PASIR PANJANG ROAD,0221,Strata
1,Freehold,RCR,3,05,,21404.7092,Condominium,1400000,THE FOLIAGE,30380.06291,01-05,106,PASIR PANJANG ROAD,0621,Strata
1,Freehold,RCR,3,05,,21404.7092,Condominium,705000,THE FOLIAGE,30380.06291,01-05,47,PASIR PANJANG ROAD,0721,Strata
1,Freehold,RCR,3,05,,21404.7092,Condominium,1290000,THE FOLIAGE,30380.06291,01-05,87,PASIR PANJANG ROAD,0921,Strata
1,Freehold,RCR,3,05,,21404.7092,Condominium,1355000,THE FOLIAGE,30380.06291,01-05,89,PASIR PANJANG ROAD,1121,Strata
1,Freehold,RCR,3,05,,21404.7092,Condominium,1370000,THE FOLIAGE,30380.06291,01-05,89,PASIR PANJANG ROAD,1121,Strata
1,Freehold,RCR,3,05,,21404.7092,Condominium,1340000,THE FOLIAGE,30380.06291,01-05,87,PASIR PANJANG ROAD,0422,Strata
1,Freehold,RCR,3,05,,21404.7092,Condominium,1500000,THE FOLIAGE,30380.06291,01-05,103,PASIR PANJANG ROAD,1122,Strata
1,Freehold,RCR,3,05,,21404.7092,Condominium,895000,THE FOLIAGE,30380.06291,01-05,47,PASIR PANJANG ROAD,0325,Strata
1,Freehold,RCR,3,05,,21404.7092,Condominium,1650000,THE FOLIAGE,30380.06291,01-05,103,PASIR PANJANG ROAD,0125,Strata
1,99 yrs lease commencing from 2007,CCR,3,01,,30095.03618,Condominium,3830000,MARINA BAY SUITES,29199.57054,11-15,191,CENTRAL BOULEVARD,0525,Strata
