noOfBedRoom,rent,propertyType,areaSqft,y,x,areaSqm,leaseDate,street,project,district
1,1750,Non-landed Properties,400-500,38986.03772,21633.48842,40-50,0121,PETIR ROAD,FORESQUE RESIDENCES,23
2,2550,Non-landed Properties,700-800,38986.03772,21633.48842,60-70,0121,PETIR ROAD,FORESQUE RESIDENCES,23
2,2400,Non-landed Properties,700-800,38986.03772,21633.48842,60-70,0121,PETIR ROAD,FORESQUE RESIDENCES,23
3,2750,Non-landed Properties,1100-1200,38986.03772,21633.48842,100-110,0321,PETIR ROAD,FORESQUE RESIDENCES,23
3,2900,Non-landed Properties,1100-1200,38986.03772,21633.48842,100-110,0321,PETIR ROAD,FORESQUE RESIDENCES,23
2,2500,Non-landed Properties,700-800,38986.03772,21633.48842,60-70,0321,PETIR ROAD,FORESQUE RESIDENCES,23
1,1750,Non-landed Properties,400-500,38986.03772,21633.48842,40-50,0221,PETIR ROAD,FORESQUE RESIDENCES,23
3,3000,Non-landed Properties,1200-1300,31203.38588,28233.00537,110-120,0121,ST. THOMAS WALK,SAM KIANG MANSIONS,09
3,3700,Non-landed Properties,1200-1300,31203.38588,28233.00537,110-120,0321,ST. THOMAS WALK,SAM KIANG MANSIONS,09
3,3500,Non-landed Properties,1200-1300,31203.38588,28233.00537,110-120,0321,ST. THOMAS WALK,SAM KIANG MANSIONS,09
3,3450,Non-landed Properties,1200-1300,31203.38588,28233.00537,110-120,0221,ST. THOMAS WALK,SAM KIANG MANSIONS,09
3,3400,Non-landed Properties,1200-1300,31203.38588,28233.00537,110-120,0221,ST. THOMAS WALK,SAM KIANG MANSIONS,09
3,4500,Non-landed Properties,>3000,28944.19486,23550.31267,>300,0121,YEW SIANG ROAD,FLYNN PARK,05
3,4000,Non-landed Properties,2000-2100,28944.19486,23550.31267,180-190,0121,YEW SIANG ROAD,FLYNN PARK,05
3,4000,Non-landed Properties,1300-1400,30923.39134,27568.1283,120-130,0121,JALAN MUTIARA,MUTIARA CREST,10
1,2200,Non-landed Properties,400-500,30923.39134,27568.1283,40-50,0121,JALAN MUTIARA,MUTIARA CREST,10
1,2600,Non-landed Properties,700-800,30923.39134,27568.1283,60-70,0321,JALAN MUTIARA,MUTIARA CREST,10
4,5500,Non-landed Properties,>3000,30923.39134,27568.1283,>300,0321,JALAN MUTIARA,MUTIARA CREST,10
3,4000,Non-landed Properties,1300-1400,30923.39134,27568.1283,120-130,0221,JALAN MUTIARA,MUTIARA CREST,10
3,3200,Non-landed Properties,1200-1300,31253.66122,33631.32284,110-120,0221,TANJONG RHU ROAD,CRYSTAL RHU,15
3,4300,Non-landed Properties,1200-1300,31027.56664,34600.90061,110-120,0121,MEYER ROAD,THE MEYERISE,15
3,5000,Non-landed Properties,1200-1300,31027.56664,34600.90061,110-120,0121,MEYER ROAD,THE MEYERISE,15
3,4600,Non-landed Properties,1200-1300,31027.56664,34600.90061,110-120,0121,MEYER ROAD,THE MEYERISE,15
3,5000,Non-landed Properties,1300-1400,31027.56664,34600.90061,120-130,0121,MEYER ROAD,THE MEYERISE,15
3,5000,Non-landed Properties,1300-1400,31027.56664,34600.90061,120-130,0121,MEYER ROAD,THE MEYERISE,15
3,4700,Non-landed Properties,1200-1300,31027.56664,34600.90061,110-120,0321,MEYER ROAD,THE MEYERISE,15
3,4400,Non-landed Properties,1200-1300,31027.56664,34600.90061,110-120,0321,MEYER ROAD,THE MEYERISE,15
3,4400,Non-landed Properties,1200-1300,31027.56664,34600.90061,110-120,0321,MEYER ROAD,THE MEYERISE,15
3,4800,Non-landed Properties,1200-1300,31027.56664,34600.90061,110-120,0321,MEYER ROAD,THE MEYERISE,15
3,4800,Non-landed Properties,1300-1400,31027.56664,34600.90061,120-130,0221,MEYER ROAD,THE MEYERISE,15
2,3450,Non-landed Properties,800-900,31027.56664,34600.90061,80-90,0221,MEYER ROAD,THE MEYERISE,15
3,4700,Non-landed Properties,1300-1400,31027.56664,34600.90061,120-130,0121,MEYER ROAD,THE MEYERISE,15
2,4000,Non-landed Properties,800-900,31027.56664,34600.90061,80-90,0121,MEYER ROAD,THE MEYERISE,15
3,4550,Non-landed Properties,1300-1400,31027.56664,34600.90061,120-130,0121,MEYER ROAD,THE MEYERISE,15
4,7700,Non-landed Properties,2000-2100,31027.56664,34600.90061,190-200,0221,MEYER ROAD,THE MEYERISE,15
3,4600,Non-landed Properties,1300-1400,31027.56664,34600.90061,120-130,0321,MEYER ROAD,THE MEYERISE,15
4,6250,Non-landed Properties,2000-2100,31027.56664,34600.90061,190-200,0221,MEYER ROAD,THE MEYERISE,15
4,7850,Non-landed Properties,2000-2100,31027.56664,34600.90061,190-200,0221,MEYER ROAD,THE MEYERISE,15
4,7900,Non-landed Properties,2000-2100,31027.56664,34600.90061,190-200,0221,MEYER ROAD,THE MEYERISE,15
4,6000,Non-landed Properties,1800-1900,31027.56664,34600.90061,160-170,0221,MEYER ROAD,THE MEYERISE,15
3,4500,Non-landed Properties,1300-1400,31027.56664,34600.90061,120-130,0221,MEYER ROAD,THE MEYERISE,15
3,3200,Non-landed Properties,1200-1300,36489.19254,32308.86839,110-120,0121,SUNSHINE TERRACE,THE SUNSHINE,19
3,3200,Non-landed Properties,2000-2100,36489.19254,32308.86839,180-190,0321,SUNSHINE TERRACE,THE SUNSHINE,19
3,2900,Non-landed Properties,1200-1300,36489.19254,32308.86839,110-120,0221,SUNSHINE TERRACE,THE SUNSHINE,19
3,3400,Non-landed Properties,1200-1300,36489.19254,32308.86839,110-120,0221,SUNSHINE TERRACE,THE SUNSHINE,19
NA,2800,Non-landed Properties,700-800,33975.1455,30007.16915,60-70,0321,PEGU ROAD,NON-LANDED HOUSING DEVELOPMENT,12
NA,1600,Non-landed Properties,200-300,33975.1455,30007.16915,20-30,0321,PEGU ROAD,NON-LANDED HOUSING DEVELOPMENT,12
1,1800,Non-landed Properties,400-500,29625.78918,29038.41945,30-40,0121,PARK ROAD,PEOPLE'S PARK COMPLEX,01
3,2800,Non-landed Properties,1100-1200,29625.78918,29038.41945,100-110,0121,PARK ROAD,PEOPLE'S PARK COMPLEX,01
3,3000,Non-landed Properties,1100-1200,29625.78918,29038.41945,100-110,0121,PARK ROAD,PEOPLE'S PARK COMPLEX,01
3,2700,Non-landed Properties,1100-1200,29625.78918,29038.41945,100-110,0121,PARK ROAD,PEOPLE'S PARK COMPLEX,01
1,1800,Non-landed Properties,400-500,29625.78918,29038.41945,30-40,0121,PARK ROAD,PEOPLE'S PARK COMPLEX,01
1,2275,Non-landed Properties,400-500,29625.78918,29038.41945,40-50,0121,PARK ROAD,PEOPLE'S PARK COMPLEX,01
1,1500,Non-landed Properties,400-500,29625.78918,29038.41945,30-40,0121,PARK ROAD,PEOPLE'S PARK COMPLEX,01
3,2800,Non-landed Properties,1100-1200,29625.78918,29038.41945,100-110,0121,PARK ROAD,PEOPLE'S PARK COMPLEX,01
3,2500,Non-landed Properties,1100-1200,29625.78918,29038.41945,100-110,0121,PARK ROAD,PEOPLE'S PARK COMPLEX,01
1,1900,Non-landed Properties,400-500,29625.78918,29038.41945,30-40,0321,PARK ROAD,PEOPLE'S PARK COMPLEX,01
1,2100,Non-landed Properties,400-500,29625.78918,29038.41945,40-50,0321,PARK ROAD,PEOPLE'S PARK COMPLEX,01
1,1700,Non-landed Properties,400-500,29625.78918,29038.41945,30-40,0321,PARK ROAD,PEOPLE'S PARK COMPLEX,01
NA,3300,Non-landed Properties,1100-1200,29625.78918,29038.41945,100-110,0321,PARK ROAD,PEOPLE'S PARK COMPLEX,01
1,1650,Non-landed Properties,400-500,29625.78918,29038.41945,40-50,0321,PARK ROAD,PEOPLE'S PARK COMPLEX,01
3,5400,Non-landed Properties,2200-2300,29625.78918,29038.41945,200-210,0221,PARK ROAD,PEOPLE'S PARK COMPLEX,01
1,1700,Non-landed Properties,400-500,29625.78918,29038.41945,30-40,0221,PARK ROAD,PEOPLE'S PARK COMPLEX,01
1,1800,Non-landed Properties,400-500,29625.78918,29038.41945,30-40,0221,PARK ROAD,PEOPLE'S PARK COMPLEX,01
4,3500,Non-landed Properties,1600-1700,29625.78918,29038.41945,140-150,0221,PARK ROAD,PEOPLE'S PARK COMPLEX,01
1,2600,Non-landed Properties,400-500,29625.78918,29038.41945,40-50,0321,PARK ROAD,PEOPLE'S PARK COMPLEX,01
1,1600,Non-landed Properties,400-500,29625.78918,29038.41945,30-40,0121,PARK ROAD,PEOPLE'S PARK COMPLEX,01
4,3200,Non-landed Properties,1600-1700,29625.78918,29038.41945,140-150,0221,PARK ROAD,PEOPLE'S PARK COMPLEX,01
4,3400,Non-landed Properties,1600-1700,29625.78918,29038.41945,140-150,0221,PARK ROAD,PEOPLE'S PARK COMPLEX,01
NA,8200,Detached House,7000-7500,34883.20696,22762.54843,650-700,0221,BRIZAY PARK,LANDED HOUSING DEVELOPMENT,10
NA,3100,Terrace House,1500-2000,34240.59218,37333.71114,150-200,0121,JALAN PARAS,YONG SENG ESTATE,14
NA,2000,Terrace House,1500-2000,28912.8171044312,23333.912261085,150-200,0221,JALAN MAT JAMBOL,LANDED HOUSING DEVELOPMENT,05
4,6300,Non-landed Properties,1700-1800,33422.3935,27630.46422,160-170,0121,BUKIT TIMAH ROAD,MADISON RESIDENCES,10
4,5000,Non-landed Properties,1700-1800,33422.3935,27630.46422,160-170,0221,BUKIT TIMAH ROAD,MADISON RESIDENCES,10
4,6000,Non-landed Properties,1700-1800,33422.3935,27630.46422,160-170,0321,BUKIT TIMAH ROAD,MADISON RESIDENCES,10
NA,13000,Detached House,>8000,34322.07909,25398.19789,>800,0221,WATTEN ESTATE ROAD,WATTEN ESTATE,11
NA,8000,Semi-Detached House,4000-4500,36649.8593825295,22994.2276052432,350-400,0121,GREENBANK PARK,GREENBANK PARK,21
NA,7800,Semi-Detached House,3500-4000,36649.8593825295,22994.2276052432,350-400,0221,GREENBANK PARK,GREENBANK PARK,21
3,4500,Non-landed Properties,1200-1300,33298.5247,27527.26874,110-120,0321,EWE BOON ROAD,CHIVERTON,10
NA,5200,Semi-Detached House,2000-2500,39103.11206,20943.41904,200-250,0221,CHESTNUT DRIVE,GREEN HILL ESTATE,23
NA,4500,Semi-Detached House,3000-3500,37742.04281,19842.24669,300-350,0121,CHU LIN ROAD,LANDED HOUSING DEVELOPMENT,23
NA,4800,Semi-Detached House,3000-3500,37742.04281,19842.24669,300-350,0321,CHU LIN ROAD,LANDED HOUSING DEVELOPMENT,23
2,2800,Non-landed Properties,1000-1100,32106.78186,35238.11576,90-100,0121,HAIG ROAD,HAIG COURT,15
4,4300,Non-landed Properties,1500-1600,32106.78186,35238.11576,140-150,0121,HAIG ROAD,HAIG COURT,15
3,3750,Non-landed Properties,1400-1500,32106.78186,35238.11576,130-140,0321,HAIG ROAD,HAIG COURT,15
3,3600,Non-landed Properties,1400-1500,32106.78186,35238.11576,130-140,0221,HAIG ROAD,HAIG COURT,15
2,3000,Non-landed Properties,1000-1100,32106.78186,35238.11576,90-100,0121,HAIG ROAD,HAIG COURT,15
3,4000,Non-landed Properties,1400-1500,32106.78186,35238.11576,130-140,0321,HAIG ROAD,HAIG COURT,15
2,3200,Non-landed Properties,1000-1100,32106.78186,35238.11576,90-100,0321,HAIG ROAD,HAIG COURT,15
4,4150,Non-landed Properties,1500-1600,32106.78186,35238.11576,140-150,0121,HAIG ROAD,HAIG COURT,15
4,4150,Non-landed Properties,1500-1600,32106.78186,35238.11576,140-150,0221,HAIG ROAD,HAIG COURT,15
2,2850,Non-landed Properties,1000-1100,32106.78186,35238.11576,90-100,0121,HAIG ROAD,HAIG COURT,15
3,3700,Non-landed Properties,1400-1500,32106.78186,35238.11576,130-140,0321,HAIG ROAD,HAIG COURT,15
2,3550,Non-landed Properties,1000-1100,32106.78186,35238.11576,90-100,0321,HAIG ROAD,HAIG COURT,15
2,2900,Non-landed Properties,1000-1100,32106.78186,35238.11576,90-100,0121,HAIG ROAD,HAIG COURT,15
3,3500,Non-landed Properties,1400-1500,32106.78186,35238.11576,130-140,0321,HAIG ROAD,HAIG COURT,15
4,3500,Non-landed Properties,1500-1600,32106.78186,35238.11576,140-150,0121,HAIG ROAD,HAIG COURT,15
NA,3700,Non-landed Properties,2500-2600,33631.10311,28956.33667,230-240,0121,THOMSON ROAD,NOVENA GARDENS,11
NA,4300,Non-landed Properties,1800-1900,33631.10311,28956.33667,170-180,0121,THOMSON ROAD,NOVENA GARDENS,11
NA,4700,Non-landed Properties,1800-1900,33631.10311,28956.33667,170-180,0321,THOMSON ROAD,NOVENA GARDENS,11
3,4500,Non-landed Properties,1100-1200,30384.45491,28510.6855,100-110,0121,ROBERTSON QUAY,ROBERTSON 100,09
2,3600,Non-landed Properties,800-900,30384.45491,28510.6855,80-90,0121,ROBERTSON QUAY,ROBERTSON 100,09
2,3000,Non-landed Properties,900-1000,30384.45491,28510.6855,80-90,0121,ROBERTSON QUAY,ROBERTSON 100,09
2,3500,Non-landed Properties,800-900,30384.45491,28510.6855,80-90,0121,ROBERTSON QUAY,ROBERTSON 100,09
3,4000,Non-landed Properties,1000-1100,30384.45491,28510.6855,90-100,0121,ROBERTSON QUAY,ROBERTSON 100,09
2,3600,Non-landed Properties,800-900,30384.45491,28510.6855,80-90,0121,ROBERTSON QUAY,ROBERTSON 100,09
2,3500,Non-landed Properties,800-900,30384.45491,28510.6855,80-90,0321,ROBERTSON QUAY,ROBERTSON 100,09
2,3200,Non-landed Properties,800-900,30384.45491,28510.6855,80-90,0321,ROBERTSON QUAY,ROBERTSON 100,09
2,4200,Non-landed Properties,800-900,30384.45491,28510.6855,80-90,0321,ROBERTSON QUAY,ROBERTSON 100,09
2,2800,Non-landed Properties,900-1000,30384.45491,28510.6855,80-90,0321,ROBERTSON QUAY,ROBERTSON 100,09
3,4200,Non-landed Properties,1000-1100,30384.45491,28510.6855,90-100,0321,ROBERTSON QUAY,ROBERTSON 100,09
2,3500,Non-landed Properties,1100-1200,30384.45491,28510.6855,100-110,0321,ROBERTSON QUAY,ROBERTSON 100,09
3,4400,Non-landed Properties,1100-1200,30384.45491,28510.6855,100-110,0321,ROBERTSON QUAY,ROBERTSON 100,09
2,4500,Non-landed Properties,1100-1200,30384.45491,28510.6855,100-110,0321,ROBERTSON QUAY,ROBERTSON 100,09
3,4500,Non-landed Properties,1100-1200,30384.45491,28510.6855,100-110,0321,ROBERTSON QUAY,ROBERTSON 100,09
2,3500,Non-landed Properties,800-900,30384.45491,28510.6855,80-90,0221,ROBERTSON QUAY,ROBERTSON 100,09
2,3600,Non-landed Properties,800-900,30384.45491,28510.6855,80-90,0221,ROBERTSON QUAY,ROBERTSON 100,09
3,4500,Non-landed Properties,1100-1200,30384.45491,28510.6855,100-110,0221,ROBERTSON QUAY,ROBERTSON 100,09
2,3450,Non-landed Properties,800-900,30384.45491,28510.6855,80-90,0221,ROBERTSON QUAY,ROBERTSON 100,09
3,4000,Non-landed Properties,1100-1200,30384.45491,28510.6855,100-110,0221,ROBERTSON QUAY,ROBERTSON 100,09
3,4500,Non-landed Properties,1100-1200,30384.45491,28510.6855,100-110,0321,ROBERTSON QUAY,ROBERTSON 100,09
1,3000,Non-landed Properties,600-700,30384.45491,28510.6855,60-70,0221,ROBERTSON QUAY,ROBERTSON 100,09
3,4900,Non-landed Properties,1100-1200,30384.45491,28510.6855,100-110,0221,ROBERTSON QUAY,ROBERTSON 100,09
3,4800,Non-landed Properties,1100-1200,30384.45491,28510.6855,100-110,0221,ROBERTSON QUAY,ROBERTSON 100,09
2,2600,Non-landed Properties,900-1000,34472.10946,40619.24533,80-90,0121,TANAH MERAH KECHIL AVENUE,OPTIMA @ TANAH MERAH,16
2,2750,Non-landed Properties,800-900,34472.10946,40619.24533,70-80,0121,TANAH MERAH KECHIL AVENUE,OPTIMA @ TANAH MERAH,16
3,4800,Non-landed Properties,1900-2000,34472.10946,40619.24533,180-190,0321,TANAH MERAH KECHIL AVENUE,OPTIMA @ TANAH MERAH,16
2,2600,Non-landed Properties,900-1000,34472.10946,40619.24533,80-90,0321,TANAH MERAH KECHIL AVENUE,OPTIMA @ TANAH MERAH,16
3,3700,Non-landed Properties,1100-1200,34472.10946,40619.24533,110-120,0321,TANAH MERAH KECHIL AVENUE,OPTIMA @ TANAH MERAH,16
2,3000,Non-landed Properties,900-1000,34472.10946,40619.24533,80-90,0221,TANAH MERAH KECHIL AVENUE,OPTIMA @ TANAH MERAH,16
3,4200,Non-landed Properties,1100-1200,34472.10946,40619.24533,110-120,0221,TANAH MERAH KECHIL AVENUE,OPTIMA @ TANAH MERAH,16
2,3000,Non-landed Properties,900-1000,34472.10946,40619.24533,80-90,0321,TANAH MERAH KECHIL AVENUE,OPTIMA @ TANAH MERAH,16
1,2200,Non-landed Properties,500-600,34472.10946,40619.24533,40-50,0321,TANAH MERAH KECHIL AVENUE,OPTIMA @ TANAH MERAH,16
2,2750,Non-landed Properties,800-900,34472.10946,40619.24533,70-80,0321,TANAH MERAH KECHIL AVENUE,OPTIMA @ TANAH MERAH,16
2,2900,Non-landed Properties,800-900,34472.10946,40619.24533,70-80,0321,TANAH MERAH KECHIL AVENUE,OPTIMA @ TANAH MERAH,16
2,3200,Non-landed Properties,800-900,34472.10946,40619.24533,70-80,0121,TANAH MERAH KECHIL AVENUE,OPTIMA @ TANAH MERAH,16
2,2900,Non-landed Properties,900-1000,34472.10946,40619.24533,80-90,0121,TANAH MERAH KECHIL AVENUE,OPTIMA @ TANAH MERAH,16
2,2900,Non-landed Properties,1100-1200,34472.10946,40619.24533,100-110,0121,TANAH MERAH KECHIL AVENUE,OPTIMA @ TANAH MERAH,16
2,3100,Non-landed Properties,1000-1100,34472.10946,40619.24533,90-100,0121,TANAH MERAH KECHIL AVENUE,OPTIMA @ TANAH MERAH,16
2,2800,Non-landed Properties,1000-1100,34472.10946,40619.24533,90-100,0121,TANAH MERAH KECHIL AVENUE,OPTIMA @ TANAH MERAH,16
2,2950,Non-landed Properties,900-1000,34472.10946,40619.24533,80-90,0121,TANAH MERAH KECHIL AVENUE,OPTIMA @ TANAH MERAH,16
2,2800,Non-landed Properties,800-900,34472.10946,40619.24533,70-80,0121,TANAH MERAH KECHIL AVENUE,OPTIMA @ TANAH MERAH,16
1,2100,Non-landed Properties,400-500,34472.10946,40619.24533,40-50,0321,TANAH MERAH KECHIL AVENUE,OPTIMA @ TANAH MERAH,16
1,2000,Non-landed Properties,400-500,34472.10946,40619.24533,40-50,0321,TANAH MERAH KECHIL AVENUE,OPTIMA @ TANAH MERAH,16
2,2800,Non-landed Properties,800-900,34472.10946,40619.24533,80-90,0321,TANAH MERAH KECHIL AVENUE,OPTIMA @ TANAH MERAH,16
2,2800,Non-landed Properties,800-900,34472.10946,40619.24533,80-90,0321,TANAH MERAH KECHIL AVENUE,OPTIMA @ TANAH MERAH,16
3,5600,Non-landed Properties,2100-2200,34472.10946,40619.24533,200-210,0321,TANAH MERAH KECHIL AVENUE,OPTIMA @ TANAH MERAH,16
2,3000,Non-landed Properties,900-1000,34472.10946,40619.24533,80-90,0221,TANAH MERAH KECHIL AVENUE,OPTIMA @ TANAH MERAH,16
1,2150,Non-landed Properties,400-500,34472.10946,40619.24533,40-50,0221,TANAH MERAH KECHIL AVENUE,OPTIMA @ TANAH MERAH,16
2,2350,Non-landed Properties,600-700,34472.10946,40619.24533,60-70,0221,TANAH MERAH KECHIL AVENUE,OPTIMA @ TANAH MERAH,16
1,2200,Non-landed Properties,400-500,34472.10946,40619.24533,40-50,0121,TANAH MERAH KECHIL AVENUE,OPTIMA @ TANAH MERAH,16
3,3400,Non-landed Properties,1100-1200,34472.10946,40619.24533,110-120,0121,TANAH MERAH KECHIL AVENUE,OPTIMA @ TANAH MERAH,16
3,3500,Non-landed Properties,1100-1200,34472.10946,40619.24533,100-110,0221,TANAH MERAH KECHIL AVENUE,OPTIMA @ TANAH MERAH,16
3,3500,Non-landed Properties,1100-1200,34472.10946,40619.24533,110-120,0221,TANAH MERAH KECHIL AVENUE,OPTIMA @ TANAH MERAH,16
2,3000,Non-landed Properties,800-900,34472.10946,40619.24533,70-80,0221,TANAH MERAH KECHIL AVENUE,OPTIMA @ TANAH MERAH,16
3,3300,Non-landed Properties,1100-1200,34472.10946,40619.24533,100-110,0221,TANAH MERAH KECHIL AVENUE,OPTIMA @ TANAH MERAH,16
3,3400,Non-landed Properties,1100-1200,34472.10946,40619.24533,100-110,0221,TANAH MERAH KECHIL AVENUE,OPTIMA @ TANAH MERAH,16
3,4250,Non-landed Properties,1300-1400,34472.10946,40619.24533,120-130,0121,TANAH MERAH KECHIL AVENUE,OPTIMA @ TANAH MERAH,16
2,2700,Non-landed Properties,1000-1100,34472.10946,40619.24533,90-100,0321,TANAH MERAH KECHIL AVENUE,OPTIMA @ TANAH MERAH,16
2,2800,Non-landed Properties,800-900,34472.10946,40619.24533,70-80,0321,TANAH MERAH KECHIL AVENUE,OPTIMA @ TANAH MERAH,16
3,7400,Non-landed Properties,1700-1800,30736.70923,28559.66051,150-160,0121,MARTIN PLACE,MARTIN PLACE RESIDENCES,09
1,3000,Non-landed Properties,600-700,30736.70923,28559.66051,50-60,0121,MARTIN PLACE,MARTIN PLACE RESIDENCES,09
1,3000,Non-landed Properties,500-600,30736.70923,28559.66051,50-60,0121,MARTIN PLACE,MARTIN PLACE RESIDENCES,09
2,5200,Non-landed Properties,1000-1100,30736.70923,28559.66051,90-100,0121,MARTIN PLACE,MARTIN PLACE RESIDENCES,09
1,3000,Non-landed Properties,500-600,30736.70923,28559.66051,50-60,0121,MARTIN PLACE,MARTIN PLACE RESIDENCES,09
4,8500,Non-landed Properties,2000-2100,30736.70923,28559.66051,180-190,0121,MARTIN PLACE,MARTIN PLACE RESIDENCES,09
3,6500,Non-landed Properties,1400-1500,30736.70923,28559.66051,130-140,0321,MARTIN PLACE,MARTIN PLACE RESIDENCES,09
1,3600,Non-landed Properties,600-700,30736.70923,28559.66051,50-60,0321,MARTIN PLACE,MARTIN PLACE RESIDENCES,09
2,5800,Non-landed Properties,1100-1200,30736.70923,28559.66051,100-110,0321,MARTIN PLACE,MARTIN PLACE RESIDENCES,09
3,8100,Non-landed Properties,1700-1800,30736.70923,28559.66051,150-160,0321,MARTIN PLACE,MARTIN PLACE RESIDENCES,09
3,6600,Non-landed Properties,1400-1500,30736.70923,28559.66051,130-140,0321,MARTIN PLACE,MARTIN PLACE RESIDENCES,09
2,5800,Non-landed Properties,1100-1200,30736.70923,28559.66051,100-110,0221,MARTIN PLACE,MARTIN PLACE RESIDENCES,09
3,8700,Non-landed Properties,1700-1800,30736.70923,28559.66051,150-160,0221,MARTIN PLACE,MARTIN PLACE RESIDENCES,09
3,7700,Non-landed Properties,1700-1800,30736.70923,28559.66051,150-160,0221,MARTIN PLACE,MARTIN PLACE RESIDENCES,09
3,6500,Non-landed Properties,1700-1800,30736.70923,28559.66051,150-160,0221,MARTIN PLACE,MARTIN PLACE RESIDENCES,09
2,5200,Non-landed Properties,1000-1100,30736.70923,28559.66051,90-100,0121,MARTIN PLACE,MARTIN PLACE RESIDENCES,09
4,8650,Non-landed Properties,1800-1900,30736.70923,28559.66051,170-180,0121,MARTIN PLACE,MARTIN PLACE RESIDENCES,09
1,2850,Non-landed Properties,500-600,30736.70923,28559.66051,50-60,0121,MARTIN PLACE,MARTIN PLACE RESIDENCES,09
1,2900,Non-landed Properties,500-600,30736.70923,28559.66051,50-60,0121,MARTIN PLACE,MARTIN PLACE RESIDENCES,09
1,3100,Non-landed Properties,500-600,30736.70923,28559.66051,50-60,0121,MARTIN PLACE,MARTIN PLACE RESIDENCES,09
3,7500,Non-landed Properties,1700-1800,30736.70923,28559.66051,150-160,0121,MARTIN PLACE,MARTIN PLACE RESIDENCES,09
4,8200,Non-landed Properties,1800-1900,30736.70923,28559.66051,170-180,0121,MARTIN PLACE,MARTIN PLACE RESIDENCES,09
1,2800,Non-landed Properties,500-600,30736.70923,28559.66051,50-60,0321,MARTIN PLACE,MARTIN PLACE RESIDENCES,09
3,7400,Non-landed Properties,1700-1800,30736.70923,28559.66051,150-160,0321,MARTIN PLACE,MARTIN PLACE RESIDENCES,09
2,5400,Non-landed Properties,1000-1100,30736.70923,28559.66051,90-100,0321,MARTIN PLACE,MARTIN PLACE RESIDENCES,09
2,5600,Non-landed Properties,1000-1100,30736.70923,28559.66051,90-100,0221,MARTIN PLACE,MARTIN PLACE RESIDENCES,09
1,2700,Non-landed Properties,500-600,30736.70923,28559.66051,50-60,0221,MARTIN PLACE,MARTIN PLACE RESIDENCES,09
3,6680,Non-landed Properties,1400-1500,30736.70923,28559.66051,130-140,0221,MARTIN PLACE,MARTIN PLACE RESIDENCES,09
3,3000,Non-landed Properties,1400-1500,32470.98619,34955.64379,130-140,0121,DUNMAN ROAD,DUNMAN PLACE,15
4,3900,Non-landed Properties,1500-1600,32470.98619,34955.64379,140-150,0121,DUNMAN ROAD,DUNMAN PLACE,15
4,4200,Non-landed Properties,1500-1600,32470.98619,34955.64379,140-150,0121,DUNMAN ROAD,DUNMAN PLACE,15
2,2800,Non-landed Properties,1100-1200,32470.98619,34955.64379,100-110,0321,DUNMAN ROAD,DUNMAN PLACE,15
3,3200,Non-landed Properties,1400-1500,32470.98619,34955.64379,130-140,0221,DUNMAN ROAD,DUNMAN PLACE,15
2,2013,Non-landed Properties,700-800,32452.93895,35034.42829,70-80,0121,DUNMAN ROAD,QUESTA @ DUNMAN,15
2,2800,Non-landed Properties,900-1000,32452.93895,35034.42829,80-90,0121,DUNMAN ROAD,QUESTA @ DUNMAN,15
2,2800,Non-landed Properties,800-900,32452.93895,35034.42829,80-90,0121,DUNMAN ROAD,QUESTA @ DUNMAN,15
1,2200,Non-landed Properties,500-600,32452.93895,35034.42829,40-50,0121,DUNMAN ROAD,QUESTA @ DUNMAN,15
2,2600,Non-landed Properties,700-800,32452.93895,35034.42829,70-80,0121,DUNMAN ROAD,QUESTA @ DUNMAN,15
1,2350,Non-landed Properties,500-600,32452.93895,35034.42829,40-50,0121,DUNMAN ROAD,QUESTA @ DUNMAN,15
3,4200,Non-landed Properties,1300-1400,32452.93895,35034.42829,120-130,0221,DUNMAN ROAD,QUESTA @ DUNMAN,15
2,2900,Non-landed Properties,700-800,32452.93895,35034.42829,70-80,0321,DUNMAN ROAD,QUESTA @ DUNMAN,15
2,2800,Non-landed Properties,800-900,32452.93895,35034.42829,70-80,0221,DUNMAN ROAD,QUESTA @ DUNMAN,15
2,2800,Non-landed Properties,700-800,32452.93895,35034.42829,60-70,0221,DUNMAN ROAD,QUESTA @ DUNMAN,15
2,2500,Non-landed Properties,700-800,32452.93895,35034.42829,70-80,0221,DUNMAN ROAD,QUESTA @ DUNMAN,15
2,2688,Non-landed Properties,700-800,32452.93895,35034.42829,60-70,0221,DUNMAN ROAD,QUESTA @ DUNMAN,15
1,2100,Non-landed Properties,400-500,32452.93895,35034.42829,30-40,0221,DUNMAN ROAD,QUESTA @ DUNMAN,15
1,2300,Non-landed Properties,500-600,32452.93895,35034.42829,40-50,0221,DUNMAN ROAD,QUESTA @ DUNMAN,15
3,4300,Non-landed Properties,1500-1600,32452.93895,35034.42829,140-150,0221,DUNMAN ROAD,QUESTA @ DUNMAN,15
2,2600,Non-landed Properties,700-800,32452.93895,35034.42829,70-80,0221,DUNMAN ROAD,QUESTA @ DUNMAN,15
NA,4000,Terrace House,2000-2500,32331.73386,35802.55825,200-250,0121,DUKU ROAD,LANDED HOUSING DEVELOPMENT,15
NA,10500,Detached House,6500-7000,32331.73386,35802.55825,600-650,0321,DUKU ROAD,LANDED HOUSING DEVELOPMENT,15
1,2000,Non-landed Properties,400-500,34107.09735,30299.34802,40-50,0121,LORONG LIMAU,CRADELS,12
