noOfBedRoom,rent,propertyType,areaSqft,y,x,areaSqm,leaseDate,street,project,district
3,4000,Non-landed Properties,2300-2400,45696.29803,22726.02892,210-220,0121,ROSEWOOD DRIVE,ROSEWOOD SUITES,25
3,2600,Non-landed Properties,1200-1300,45696.29803,22726.02892,110-120,0121,ROSEWOOD DRIVE,ROSEWOOD SUITES,25
2,1750,Non-landed Properties,600-700,45696.29803,22726.02892,60-70,0121,ROSEWOOD DRIVE,ROSEWOOD SUITES,25
2,2500,Non-landed Properties,1200-1300,45696.29803,22726.02892,110-120,0121,ROSEWOOD DRIVE,ROSEWOOD SUITES,25
3,9200,Non-landed Properties,1000-1100,28835.93389,29379.37798,100-110,0121,WALLICH STREET,WALLICH RESIDENCE,02
1,5200,Non-landed Properties,600-700,28835.93389,29379.37798,50-60,0121,WALLICH STREET,WALLICH RESIDENCE,02
1,6200,Non-landed Properties,600-700,28835.93389,29379.37798,50-60,0121,WALLICH STREET,WALLICH RESIDENCE,02
1,6000,Non-landed Properties,600-700,28835.93389,29379.37798,50-60,0121,WALLICH STREET,WALLICH RESIDENCE,02
2,7500,Non-landed Properties,800-900,28835.93389,29379.37798,70-80,0121,WALLICH STREET,WALLICH RESIDENCE,02
3,9000,Non-landed Properties,1300-1400,28835.93389,29379.37798,120-130,0121,WALLICH STREET,WALLICH RESIDENCE,02
3,10000,Non-landed Properties,1300-1400,28835.93389,29379.37798,120-130,0321,WALLICH STREET,WALLICH RESIDENCE,02
2,8600,Non-landed Properties,900-1000,28835.93389,29379.37798,80-90,0321,WALLICH STREET,WALLICH RESIDENCE,02
1,6000,Non-landed Properties,600-700,28835.93389,29379.37798,50-60,0321,WALLICH STREET,WALLICH RESIDENCE,02
2,7700,Non-landed Properties,800-900,28835.93389,29379.37798,70-80,0321,WALLICH STREET,WALLICH RESIDENCE,02
3,12500,Non-landed Properties,1300-1400,28835.93389,29379.37798,120-130,0221,WALLICH STREET,WALLICH RESIDENCE,02
4,13500,Non-landed Properties,1600-1700,28835.93389,29379.37798,150-160,0221,WALLICH STREET,WALLICH RESIDENCE,02
2,8000,Non-landed Properties,800-900,28835.93389,29379.37798,70-80,0221,WALLICH STREET,WALLICH RESIDENCE,02
1,6000,Non-landed Properties,600-700,28835.93389,29379.37798,50-60,0121,WALLICH STREET,WALLICH RESIDENCE,02
NA,3700,Terrace House,1500-2000,39366.88742,28065.61257,150-200,0121,ELLINGTON SQUARE,WELLINGTON PARK,20
NA,20000,Detached House,>8000,32733.90977,26490.79887,>800,0121,NASSIM ROAD,LANDED HOUSING DEVELOPMENT,10
NA,3000,Non-landed Properties,1700-1800,32467.19207,30542.34322,160-170,0221,VERDUN ROAD,VERDUN HOUSE,08
3,3800,Non-landed Properties,1100-1200,33337.25117,27530.10736,100-110,0121,EWE BOON ROAD,CLIFTEN,10
2,2600,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,0121,SIMS DRIVE,SIMS URBAN OASIS,14
2,2800,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,0121,SIMS DRIVE,SIMS URBAN OASIS,14
2,2500,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,0121,SIMS DRIVE,SIMS URBAN OASIS,14
2,2500,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,0121,SIMS DRIVE,SIMS URBAN OASIS,14
2,2600,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,0121,SIMS DRIVE,SIMS URBAN OASIS,14
2,2600,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,0121,SIMS DRIVE,SIMS URBAN OASIS,14
2,2800,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,0121,SIMS DRIVE,SIMS URBAN OASIS,14
2,2700,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,0121,SIMS DRIVE,SIMS URBAN OASIS,14
2,2600,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,0121,SIMS DRIVE,SIMS URBAN OASIS,14
2,2350,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,0121,SIMS DRIVE,SIMS URBAN OASIS,14
1,2300,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0121,SIMS DRIVE,SIMS URBAN OASIS,14
2,2600,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,0121,SIMS DRIVE,SIMS URBAN OASIS,14
2,2550,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,0121,SIMS DRIVE,SIMS URBAN OASIS,14
1,2300,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0121,SIMS DRIVE,SIMS URBAN OASIS,14
3,3200,Non-landed Properties,800-900,33501.83548,33355.79502,70-80,0121,SIMS DRIVE,SIMS URBAN OASIS,14
1,2000,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0121,SIMS DRIVE,SIMS URBAN OASIS,14
1,2150,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0321,SIMS DRIVE,SIMS URBAN OASIS,14
1,1950,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0321,SIMS DRIVE,SIMS URBAN OASIS,14
2,2800,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,0321,SIMS DRIVE,SIMS URBAN OASIS,14
2,3000,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,0321,SIMS DRIVE,SIMS URBAN OASIS,14
2,2350,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,0321,SIMS DRIVE,SIMS URBAN OASIS,14
1,2200,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0321,SIMS DRIVE,SIMS URBAN OASIS,14
2,2950,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,0321,SIMS DRIVE,SIMS URBAN OASIS,14
1,2100,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0321,SIMS DRIVE,SIMS URBAN OASIS,14
2,2800,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,0321,SIMS DRIVE,SIMS URBAN OASIS,14
1,2300,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0321,SIMS DRIVE,SIMS URBAN OASIS,14
1,2200,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0321,SIMS DRIVE,SIMS URBAN OASIS,14
2,2700,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,0321,SIMS DRIVE,SIMS URBAN OASIS,14
2,2600,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,0321,SIMS DRIVE,SIMS URBAN OASIS,14
1,2250,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0221,SIMS DRIVE,SIMS URBAN OASIS,14
1,2000,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0221,SIMS DRIVE,SIMS URBAN OASIS,14
2,2700,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,0221,SIMS DRIVE,SIMS URBAN OASIS,14
2,2500,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,0221,SIMS DRIVE,SIMS URBAN OASIS,14
1,2200,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0221,SIMS DRIVE,SIMS URBAN OASIS,14
2,2700,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,0221,SIMS DRIVE,SIMS URBAN OASIS,14
1,1850,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0221,SIMS DRIVE,SIMS URBAN OASIS,14
1,2250,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0221,SIMS DRIVE,SIMS URBAN OASIS,14
2,2500,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,0221,SIMS DRIVE,SIMS URBAN OASIS,14
2,2800,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,0221,SIMS DRIVE,SIMS URBAN OASIS,14
2,2500,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,0221,SIMS DRIVE,SIMS URBAN OASIS,14
1,2000,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0221,SIMS DRIVE,SIMS URBAN OASIS,14
2,2600,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,0221,SIMS DRIVE,SIMS URBAN OASIS,14
2,2600,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,0221,SIMS DRIVE,SIMS URBAN OASIS,14
1,2300,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0221,SIMS DRIVE,SIMS URBAN OASIS,14
1,2300,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0221,SIMS DRIVE,SIMS URBAN OASIS,14
3,4200,Non-landed Properties,1000-1100,33501.83548,33355.79502,90-100,0121,SIMS DRIVE,SIMS URBAN OASIS,14
3,3700,Non-landed Properties,1000-1100,33501.83548,33355.79502,90-100,0321,SIMS DRIVE,SIMS URBAN OASIS,14
3,3800,Non-landed Properties,1100-1200,33501.83548,33355.79502,100-110,0121,SIMS DRIVE,SIMS URBAN OASIS,14
3,4000,Non-landed Properties,1100-1200,33501.83548,33355.79502,100-110,0121,SIMS DRIVE,SIMS URBAN OASIS,14
3,3600,Non-landed Properties,900-1000,33501.83548,33355.79502,80-90,0221,SIMS DRIVE,SIMS URBAN OASIS,14
3,4300,Non-landed Properties,900-1000,33501.83548,33355.79502,80-90,0121,SIMS DRIVE,SIMS URBAN OASIS,14
5,5600,Non-landed Properties,1700-1800,33501.83548,33355.79502,160-170,0221,SIMS DRIVE,SIMS URBAN OASIS,14
3,3400,Non-landed Properties,900-1000,33501.83548,33355.79502,80-90,0221,SIMS DRIVE,SIMS URBAN OASIS,14
1,2200,Non-landed Properties,400-500,33501.83548,33355.79502,30-40,0121,SIMS DRIVE,SIMS URBAN OASIS,14
1,2000,Non-landed Properties,400-500,33501.83548,33355.79502,30-40,0121,SIMS DRIVE,SIMS URBAN OASIS,14
1,1900,Non-landed Properties,400-500,33501.83548,33355.79502,30-40,0121,SIMS DRIVE,SIMS URBAN OASIS,14
1,1800,Non-landed Properties,400-500,33501.83548,33355.79502,30-40,0121,SIMS DRIVE,SIMS URBAN OASIS,14
1,1900,Non-landed Properties,400-500,33501.83548,33355.79502,30-40,0121,SIMS DRIVE,SIMS URBAN OASIS,14
3,3900,Non-landed Properties,900-1000,33501.83548,33355.79502,80-90,0121,SIMS DRIVE,SIMS URBAN OASIS,14
1,2000,Non-landed Properties,400-500,33501.83548,33355.79502,30-40,0121,SIMS DRIVE,SIMS URBAN OASIS,14
2,2750,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,0121,SIMS DRIVE,SIMS URBAN OASIS,14
2,2700,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,0121,SIMS DRIVE,SIMS URBAN OASIS,14
1,2000,Non-landed Properties,400-500,33501.83548,33355.79502,30-40,0121,SIMS DRIVE,SIMS URBAN OASIS,14
2,2500,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,0221,SIMS DRIVE,SIMS URBAN OASIS,14
1,1800,Non-landed Properties,400-500,33501.83548,33355.79502,30-40,0121,SIMS DRIVE,SIMS URBAN OASIS,14
2,2700,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,0121,SIMS DRIVE,SIMS URBAN OASIS,14
1,2350,Non-landed Properties,500-600,33501.83548,33355.79502,50-60,0121,SIMS DRIVE,SIMS URBAN OASIS,14
1,2100,Non-landed Properties,400-500,33501.83548,33355.79502,30-40,0321,SIMS DRIVE,SIMS URBAN OASIS,14
2,2750,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,0321,SIMS DRIVE,SIMS URBAN OASIS,14
1,2300,Non-landed Properties,400-500,33501.83548,33355.79502,30-40,0321,SIMS DRIVE,SIMS URBAN OASIS,14
2,2300,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,0221,SIMS DRIVE,SIMS URBAN OASIS,14
2,2600,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,0321,SIMS DRIVE,SIMS URBAN OASIS,14
2,2750,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,0321,SIMS DRIVE,SIMS URBAN OASIS,14
2,2700,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,0321,SIMS DRIVE,SIMS URBAN OASIS,14
2,2500,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,0321,SIMS DRIVE,SIMS URBAN OASIS,14
2,2550,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,0221,SIMS DRIVE,SIMS URBAN OASIS,14
1,2000,Non-landed Properties,400-500,33501.83548,33355.79502,30-40,0221,SIMS DRIVE,SIMS URBAN OASIS,14
2,2700,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,0221,SIMS DRIVE,SIMS URBAN OASIS,14
2,2700,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,0221,SIMS DRIVE,SIMS URBAN OASIS,14
3,2950,Non-landed Properties,900-1000,33501.83548,33355.79502,80-90,0121,SIMS DRIVE,SIMS URBAN OASIS,14
1,2100,Non-landed Properties,400-500,33501.83548,33355.79502,30-40,0321,SIMS DRIVE,SIMS URBAN OASIS,14
1,2200,Non-landed Properties,400-500,33501.83548,33355.79502,30-40,0221,SIMS DRIVE,SIMS URBAN OASIS,14
2,2750,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,0221,SIMS DRIVE,SIMS URBAN OASIS,14
2,2600,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,0221,SIMS DRIVE,SIMS URBAN OASIS,14
3,2700,Non-landed Properties,900-1000,33501.83548,33355.79502,80-90,0221,SIMS DRIVE,SIMS URBAN OASIS,14
1,2000,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0121,SIMS DRIVE,SIMS URBAN OASIS,14
1,1950,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0121,SIMS DRIVE,SIMS URBAN OASIS,14
1,1950,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0121,SIMS DRIVE,SIMS URBAN OASIS,14
1,2300,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0121,SIMS DRIVE,SIMS URBAN OASIS,14
1,2050,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0121,SIMS DRIVE,SIMS URBAN OASIS,14
1,2100,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0121,SIMS DRIVE,SIMS URBAN OASIS,14
1,2200,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0321,SIMS DRIVE,SIMS URBAN OASIS,14
1,1900,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0321,SIMS DRIVE,SIMS URBAN OASIS,14
1,2350,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0321,SIMS DRIVE,SIMS URBAN OASIS,14
1,2100,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0321,SIMS DRIVE,SIMS URBAN OASIS,14
1,2300,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0321,SIMS DRIVE,SIMS URBAN OASIS,14
1,2350,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0221,SIMS DRIVE,SIMS URBAN OASIS,14
1,2100,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0321,SIMS DRIVE,SIMS URBAN OASIS,14
1,2150,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0321,SIMS DRIVE,SIMS URBAN OASIS,14
1,2000,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0321,SIMS DRIVE,SIMS URBAN OASIS,14
1,2100,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0221,SIMS DRIVE,SIMS URBAN OASIS,14
1,2100,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0121,SIMS DRIVE,SIMS URBAN OASIS,14
2,2400,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,0321,SIMS DRIVE,SIMS URBAN OASIS,14
2,2700,Non-landed Properties,700-800,33501.83548,33355.79502,60-70,0221,SIMS DRIVE,SIMS URBAN OASIS,14
2,2750,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,0221,SIMS DRIVE,SIMS URBAN OASIS,14
3,4100,Non-landed Properties,1000-1100,33501.83548,33355.79502,90-100,0221,SIMS DRIVE,SIMS URBAN OASIS,14
3,4200,Non-landed Properties,1000-1100,33501.83548,33355.79502,90-100,0321,SIMS DRIVE,SIMS URBAN OASIS,14
NA,6200,Detached House,4000-4500,35120.93597,21001.29526,400-450,0121,ENG KONG GARDEN,LANDED HOUSING DEVELOPMENT,21
NA,6000,Terrace House,2500-3000,35120.93597,21001.29526,250-300,0221,ENG KONG GARDEN,LANDED HOUSING DEVELOPMENT,21
4,10500,Non-landed Properties,2100-2200,31020.7281,28387.02234,190-200,0121,ST. THOMAS WALK,SKYLINE 360 @ SAINT THOMAS WALK,09
3,8300,Non-landed Properties,1700-1800,31020.7281,28387.02234,160-170,0321,ST. THOMAS WALK,SKYLINE 360 @ SAINT THOMAS WALK,09
4,10000,Non-landed Properties,2100-2200,31020.7281,28387.02234,190-200,0321,ST. THOMAS WALK,SKYLINE 360 @ SAINT THOMAS WALK,09
4,9300,Non-landed Properties,2100-2200,31020.7281,28387.02234,190-200,0221,ST. THOMAS WALK,SKYLINE 360 @ SAINT THOMAS WALK,09
3,7100,Non-landed Properties,1700-1800,31020.7281,28387.02234,160-170,0221,ST. THOMAS WALK,SKYLINE 360 @ SAINT THOMAS WALK,09
4,10500,Non-landed Properties,2100-2200,31020.7281,28387.02234,190-200,0221,ST. THOMAS WALK,SKYLINE 360 @ SAINT THOMAS WALK,09
NA,10500,Semi-Detached House,4500-5000,34015.75796,26461.36488,400-450,0321,JALAN TEMPUA,LANDED HOUSING DEVELOPMENT,11
NA,6700,Semi-Detached House,6000-6500,36192.8904,20693.31257,550-600,0121,JALAN LAYANG LAYANG,LANDED HOUSING DEVELOPMENT,21
NA,7200,Semi-Detached House,2000-2500,36192.8904,20693.31257,200-250,0321,JALAN LAYANG LAYANG,LANDED HOUSING DEVELOPMENT,21
NA,15000,Detached House,>8000,34113.86726,22686.26883,>800,0221,GREENLEAF PLACE,BAN GUAN PARK,10
3,3300,Non-landed Properties,1200-1300,37918.60246,29348.17214,110-120,0121,BISHAN STREET 25,CLOVER BY THE PARK,20
3,4150,Non-landed Properties,1200-1300,37918.60246,29348.17214,110-120,0121,BISHAN STREET 25,CLOVER BY THE PARK,20
3,3600,Non-landed Properties,1200-1300,37918.60246,29348.17214,110-120,0121,BISHAN STREET 25,CLOVER BY THE PARK,20
3,3500,Non-landed Properties,1200-1300,37918.60246,29348.17214,110-120,0121,BISHAN STREET 25,CLOVER BY THE PARK,20
3,3600,Non-landed Properties,1200-1300,37918.60246,29348.17214,110-120,0221,BISHAN STREET 25,CLOVER BY THE PARK,20
4,4500,Non-landed Properties,1700-1800,37918.60246,29348.17214,160-170,0321,BISHAN STREET 25,CLOVER BY THE PARK,20
4,4950,Non-landed Properties,1700-1800,37918.60246,29348.17214,160-170,0121,BISHAN STREET 25,CLOVER BY THE PARK,20
3,5800,Non-landed Properties,1600-1700,37918.60246,29348.17214,140-150,0121,BISHAN STREET 25,CLOVER BY THE PARK,20
3,4800,Non-landed Properties,1500-1600,37918.60246,29348.17214,140-150,0221,BISHAN STREET 25,CLOVER BY THE PARK,20
3,4000,Non-landed Properties,1600-1700,37918.60246,29348.17214,140-150,0121,BISHAN STREET 25,CLOVER BY THE PARK,20
4,5000,Non-landed Properties,1700-1800,37918.60246,29348.17214,160-170,0321,BISHAN STREET 25,CLOVER BY THE PARK,20
4,5600,Non-landed Properties,1700-1800,37918.60246,29348.17214,160-170,0321,BISHAN STREET 25,CLOVER BY THE PARK,20
3,4000,Non-landed Properties,1200-1300,37918.60246,29348.17214,110-120,0321,BISHAN STREET 25,CLOVER BY THE PARK,20
3,3200,Non-landed Properties,1200-1300,37918.60246,29348.17214,110-120,0221,BISHAN STREET 25,CLOVER BY THE PARK,20
3,4200,Non-landed Properties,1600-1700,37918.60246,29348.17214,140-150,0221,BISHAN STREET 25,CLOVER BY THE PARK,20
3,3650,Non-landed Properties,1200-1300,37918.60246,29348.17214,110-120,0221,BISHAN STREET 25,CLOVER BY THE PARK,20
2,3650,Non-landed Properties,900-1000,30581.35259,27076.28021,90-100,0121,JERVOIS CLOSE,ONE JERVOIS,10
2,3950,Non-landed Properties,1000-1100,30581.35259,27076.28021,100-110,0121,JERVOIS CLOSE,ONE JERVOIS,10
2,3700,Non-landed Properties,900-1000,30581.35259,27076.28021,90-100,0121,JERVOIS CLOSE,ONE JERVOIS,10
2,3800,Non-landed Properties,900-1000,30581.35259,27076.28021,90-100,0321,JERVOIS CLOSE,ONE JERVOIS,10
2,4000,Non-landed Properties,900-1000,30581.35259,27076.28021,90-100,0321,JERVOIS CLOSE,ONE JERVOIS,10
3,7000,Non-landed Properties,2100-2200,30581.35259,27076.28021,200-210,0321,JERVOIS CLOSE,ONE JERVOIS,10
2,3800,Non-landed Properties,900-1000,30581.35259,27076.28021,90-100,0221,JERVOIS CLOSE,ONE JERVOIS,10
2,3500,Non-landed Properties,900-1000,30581.35259,27076.28021,90-100,0121,JERVOIS CLOSE,ONE JERVOIS,10
2,3700,Non-landed Properties,900-1000,30581.35259,27076.28021,90-100,0221,JERVOIS CLOSE,ONE JERVOIS,10
3,5200,Non-landed Properties,1400-1500,30581.35259,27076.28021,130-140,0121,JERVOIS CLOSE,ONE JERVOIS,10
3,5000,Non-landed Properties,1400-1500,30581.35259,27076.28021,130-140,0321,JERVOIS CLOSE,ONE JERVOIS,10
2,4500,Non-landed Properties,1000-1100,30581.35259,27076.28021,90-100,0221,JERVOIS CLOSE,ONE JERVOIS,10
3,6000,Non-landed Properties,1400-1500,30581.35259,27076.28021,130-140,0221,JERVOIS CLOSE,ONE JERVOIS,10
2,4000,Non-landed Properties,1000-1100,30581.35259,27076.28021,90-100,0121,JERVOIS CLOSE,ONE JERVOIS,10
2,3800,Non-landed Properties,900-1000,30581.35259,27076.28021,90-100,0121,JERVOIS CLOSE,ONE JERVOIS,10
2,4100,Non-landed Properties,900-1000,30581.35259,27076.28021,90-100,0121,JERVOIS CLOSE,ONE JERVOIS,10
2,3900,Non-landed Properties,900-1000,30581.35259,27076.28021,90-100,0321,JERVOIS CLOSE,ONE JERVOIS,10
2,4350,Non-landed Properties,1000-1100,30581.35259,27076.28021,90-100,0221,JERVOIS CLOSE,ONE JERVOIS,10
3,5000,Non-landed Properties,1200-1300,30581.35259,27076.28021,110-120,0321,JERVOIS CLOSE,ONE JERVOIS,10
4,6100,Non-landed Properties,1700-1800,30581.35259,27076.28021,160-170,0321,JERVOIS CLOSE,ONE JERVOIS,10
3,5300,Non-landed Properties,1300-1400,30581.35259,27076.28021,120-130,0121,JERVOIS CLOSE,ONE JERVOIS,10
3,6100,Non-landed Properties,1300-1400,30581.35259,27076.28021,120-130,0221,JERVOIS CLOSE,ONE JERVOIS,10
