noOfBedRoom,rent,propertyType,areaSqft,y,x,areaSqm,leaseDate,street,project,district
3,1950,Non-landed Properties,1200-1300,45696.29803,22726.02892,110-120,0222,ROSEWOOD DRIVE,ROSEWOOD SUITES,25
3,12800,Non-landed Properties,1600-1700,28835.93389,29379.37798,150-160,0122,WALLICH STREET,WALLICH RESIDENCE,02
2,8300,Non-landed Properties,800-900,28835.93389,29379.37798,70-80,0122,WALLICH STREET,WALLICH RESIDENCE,02
3,9000,Non-landed Properties,1000-1100,28835.93389,29379.37798,100-110,0122,WALLICH STREET,WALLICH RESIDENCE,02
4,15000,Non-landed Properties,1600-1700,28835.93389,29379.37798,150-160,0322,WALLICH STREET,WALLICH RESIDENCE,02
2,10500,Non-landed Properties,1000-1100,28835.93389,29379.37798,100-110,0322,WALLICH STREET,WALLICH RESIDENCE,02
4,18500,Non-landed Properties,1900-2000,28835.93389,29379.37798,180-190,0322,WALLICH STREET,WALLICH RESIDENCE,02
1,5000,Non-landed Properties,600-700,28835.93389,29379.37798,50-60,0322,WALLICH STREET,WALLICH RESIDENCE,02
2,6300,Non-landed Properties,800-900,28835.93389,29379.37798,70-80,0322,WALLICH STREET,WALLICH RESIDENCE,02
2,9400,Non-landed Properties,900-1000,28835.93389,29379.37798,80-90,0222,WALLICH STREET,WALLICH RESIDENCE,02
3,13000,Non-landed Properties,1600-1700,28835.93389,29379.37798,150-160,0322,WALLICH STREET,WALLICH RESIDENCE,02
4,14000,Non-landed Properties,1600-1700,28835.93389,29379.37798,150-160,0322,WALLICH STREET,WALLICH RESIDENCE,02
3,12500,Non-landed Properties,1300-1400,28835.93389,29379.37798,120-130,0222,WALLICH STREET,WALLICH RESIDENCE,02
3,10500,Non-landed Properties,1300-1400,28835.93389,29379.37798,120-130,0322,WALLICH STREET,WALLICH RESIDENCE,02
1,6000,Non-landed Properties,600-700,28835.93389,29379.37798,50-60,0222,WALLICH STREET,WALLICH RESIDENCE,02
1,5870,Non-landed Properties,600-700,28835.93389,29379.37798,50-60,0122,WALLICH STREET,WALLICH RESIDENCE,02
3,8800,Non-landed Properties,1000-1100,28835.93389,29379.37798,100-110,0122,WALLICH STREET,WALLICH RESIDENCE,02
3,8500,Non-landed Properties,1000-1100,28835.93389,29379.37798,100-110,0122,WALLICH STREET,WALLICH RESIDENCE,02
NA,19500,Semi-Detached House,4000-4500,30999.40337,27496.00862,350-400,0222,JALAN MUTIARA,LANDED HOUSING DEVELOPMENT,10
1,2400,Non-landed Properties,400-500,30209.65711,21561.65314,40-50,0122,PASIR PANJANG ROAD,JUBILEE RESIDENCE,05
5,4300,Non-landed Properties,>3000,33879.32137,29604.45558,>300,0222,AKYAB ROAD,ONE AKYAB,11
NA,4300,Terrace House,2500-3000,39404.86295,28100.43391,250-300,0122,ELLINGTON SQUARE,WELLINGTON PARK,20
3,4100,Non-landed Properties,1000-1100,33337.25117,27530.10736,90-100,0122,EWE BOON ROAD,CLIFTEN,10
1,2100,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0122,SIMS DRIVE,SIMS URBAN OASIS,14
2,2950,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,0122,SIMS DRIVE,SIMS URBAN OASIS,14
2,3400,Non-landed Properties,800-900,33501.83548,33355.79502,70-80,0122,SIMS DRIVE,SIMS URBAN OASIS,14
2,2600,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,0122,SIMS DRIVE,SIMS URBAN OASIS,14
1,2100,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0122,SIMS DRIVE,SIMS URBAN OASIS,14
2,2900,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,0122,SIMS DRIVE,SIMS URBAN OASIS,14
2,2350,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,0122,SIMS DRIVE,SIMS URBAN OASIS,14
1,2350,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0122,SIMS DRIVE,SIMS URBAN OASIS,14
1,2300,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0322,SIMS DRIVE,SIMS URBAN OASIS,14
2,3500,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,0322,SIMS DRIVE,SIMS URBAN OASIS,14
1,2400,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0322,SIMS DRIVE,SIMS URBAN OASIS,14
2,3050,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,0222,SIMS DRIVE,SIMS URBAN OASIS,14
3,3550,Non-landed Properties,800-900,33501.83548,33355.79502,70-80,0322,SIMS DRIVE,SIMS URBAN OASIS,14
1,2900,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0322,SIMS DRIVE,SIMS URBAN OASIS,14
1,2550,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0322,SIMS DRIVE,SIMS URBAN OASIS,14
2,2800,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,0222,SIMS DRIVE,SIMS URBAN OASIS,14
2,2780,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,0222,SIMS DRIVE,SIMS URBAN OASIS,14
2,2900,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,0222,SIMS DRIVE,SIMS URBAN OASIS,14
1,2100,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0222,SIMS DRIVE,SIMS URBAN OASIS,14
2,2700,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,0122,SIMS DRIVE,SIMS URBAN OASIS,14
2,2900,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,0122,SIMS DRIVE,SIMS URBAN OASIS,14
2,3100,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,0222,SIMS DRIVE,SIMS URBAN OASIS,14
2,3200,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,0322,SIMS DRIVE,SIMS URBAN OASIS,14
1,2250,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0322,SIMS DRIVE,SIMS URBAN OASIS,14
2,2900,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,0322,SIMS DRIVE,SIMS URBAN OASIS,14
1,2400,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0222,SIMS DRIVE,SIMS URBAN OASIS,14
2,2750,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,0222,SIMS DRIVE,SIMS URBAN OASIS,14
2,2800,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,0222,SIMS DRIVE,SIMS URBAN OASIS,14
2,2750,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,0322,SIMS DRIVE,SIMS URBAN OASIS,14
1,2700,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0322,SIMS DRIVE,SIMS URBAN OASIS,14
2,2500,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,0222,SIMS DRIVE,SIMS URBAN OASIS,14
1,2400,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0222,SIMS DRIVE,SIMS URBAN OASIS,14
1,2200,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0222,SIMS DRIVE,SIMS URBAN OASIS,14
2,2800,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,0222,SIMS DRIVE,SIMS URBAN OASIS,14
2,2950,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,0222,SIMS DRIVE,SIMS URBAN OASIS,14
1,2400,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0122,SIMS DRIVE,SIMS URBAN OASIS,14
3,3800,Non-landed Properties,800-900,33501.83548,33355.79502,70-80,0322,SIMS DRIVE,SIMS URBAN OASIS,14
1,2450,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0322,SIMS DRIVE,SIMS URBAN OASIS,14
2,2700,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,0322,SIMS DRIVE,SIMS URBAN OASIS,14
1,2250,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0222,SIMS DRIVE,SIMS URBAN OASIS,14
1,2300,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0222,SIMS DRIVE,SIMS URBAN OASIS,14
1,2200,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0322,SIMS DRIVE,SIMS URBAN OASIS,14
2,2950,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,0322,SIMS DRIVE,SIMS URBAN OASIS,14
2,2750,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,0122,SIMS DRIVE,SIMS URBAN OASIS,14
2,3200,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,0322,SIMS DRIVE,SIMS URBAN OASIS,14
2,3100,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,0322,SIMS DRIVE,SIMS URBAN OASIS,14
1,2200,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0122,SIMS DRIVE,SIMS URBAN OASIS,14
1,2450,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0122,SIMS DRIVE,SIMS URBAN OASIS,14
3,4100,Non-landed Properties,1000-1100,33501.83548,33355.79502,90-100,0322,SIMS DRIVE,SIMS URBAN OASIS,14
4,4400,Non-landed Properties,900-1000,33501.83548,33355.79502,90-100,0122,SIMS DRIVE,SIMS URBAN OASIS,14
3,4400,Non-landed Properties,900-1000,33501.83548,33355.79502,80-90,0322,SIMS DRIVE,SIMS URBAN OASIS,14
2,2400,Non-landed Properties,700-800,33501.83548,33355.79502,70-80,0222,SIMS DRIVE,SIMS URBAN OASIS,14
3,4200,Non-landed Properties,900-1000,33501.83548,33355.79502,80-90,0222,SIMS DRIVE,SIMS URBAN OASIS,14
2,2800,Non-landed Properties,700-800,33501.83548,33355.79502,70-80,0222,SIMS DRIVE,SIMS URBAN OASIS,14
3,4500,Non-landed Properties,900-1000,33501.83548,33355.79502,80-90,0222,SIMS DRIVE,SIMS URBAN OASIS,14
3,3850,Non-landed Properties,900-1000,33501.83548,33355.79502,80-90,0222,SIMS DRIVE,SIMS URBAN OASIS,14
3,3850,Non-landed Properties,900-1000,33501.83548,33355.79502,80-90,0122,SIMS DRIVE,SIMS URBAN OASIS,14
2,2250,Non-landed Properties,700-800,33501.83548,33355.79502,70-80,0122,SIMS DRIVE,SIMS URBAN OASIS,14
1,2400,Non-landed Properties,400-500,33501.83548,33355.79502,30-40,0122,SIMS DRIVE,SIMS URBAN OASIS,14
1,2350,Non-landed Properties,500-600,33501.83548,33355.79502,50-60,0122,SIMS DRIVE,SIMS URBAN OASIS,14
1,2200,Non-landed Properties,400-500,33501.83548,33355.79502,30-40,0322,SIMS DRIVE,SIMS URBAN OASIS,14
2,2800,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,0322,SIMS DRIVE,SIMS URBAN OASIS,14
2,3000,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,0322,SIMS DRIVE,SIMS URBAN OASIS,14
2,3000,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,0322,SIMS DRIVE,SIMS URBAN OASIS,14
2,2950,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,0322,SIMS DRIVE,SIMS URBAN OASIS,14
2,2600,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,0222,SIMS DRIVE,SIMS URBAN OASIS,14
2,2800,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,0222,SIMS DRIVE,SIMS URBAN OASIS,14
2,2500,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,0222,SIMS DRIVE,SIMS URBAN OASIS,14
1,2150,Non-landed Properties,400-500,33501.83548,33355.79502,30-40,0222,SIMS DRIVE,SIMS URBAN OASIS,14
3,3600,Non-landed Properties,900-1000,33501.83548,33355.79502,80-90,0122,SIMS DRIVE,SIMS URBAN OASIS,14
2,2800,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,0222,SIMS DRIVE,SIMS URBAN OASIS,14
2,3000,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,0322,SIMS DRIVE,SIMS URBAN OASIS,14
3,4000,Non-landed Properties,900-1000,33501.83548,33355.79502,80-90,0222,SIMS DRIVE,SIMS URBAN OASIS,14
1,2400,Non-landed Properties,400-500,33501.83548,33355.79502,30-40,0222,SIMS DRIVE,SIMS URBAN OASIS,14
1,2100,Non-landed Properties,400-500,33501.83548,33355.79502,30-40,0322,SIMS DRIVE,SIMS URBAN OASIS,14
1,2200,Non-landed Properties,400-500,33501.83548,33355.79502,30-40,0122,SIMS DRIVE,SIMS URBAN OASIS,14
1,2200,Non-landed Properties,400-500,33501.83548,33355.79502,30-40,0122,SIMS DRIVE,SIMS URBAN OASIS,14
2,2950,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,0122,SIMS DRIVE,SIMS URBAN OASIS,14
2,3100,Non-landed Properties,600-700,33501.83548,33355.79502,50-60,0122,SIMS DRIVE,SIMS URBAN OASIS,14
1,2200,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0122,SIMS DRIVE,SIMS URBAN OASIS,14
1,2250,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0122,SIMS DRIVE,SIMS URBAN OASIS,14
2,3000,Non-landed Properties,700-800,33501.83548,33355.79502,60-70,0122,SIMS DRIVE,SIMS URBAN OASIS,14
1,2150,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0122,SIMS DRIVE,SIMS URBAN OASIS,14
1,2050,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0122,SIMS DRIVE,SIMS URBAN OASIS,14
1,2600,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0322,SIMS DRIVE,SIMS URBAN OASIS,14
1,3100,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,0322,SIMS DRIVE,SIMS URBAN OASIS,14
1,2100,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0222,SIMS DRIVE,SIMS URBAN OASIS,14
1,2000,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0322,SIMS DRIVE,SIMS URBAN OASIS,14
1,2500,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0322,SIMS DRIVE,SIMS URBAN OASIS,14
1,2250,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0222,SIMS DRIVE,SIMS URBAN OASIS,14
2,2850,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,0222,SIMS DRIVE,SIMS URBAN OASIS,14
1,2800,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0222,SIMS DRIVE,SIMS URBAN OASIS,14
1,2280,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0322,SIMS DRIVE,SIMS URBAN OASIS,14
2,3000,Non-landed Properties,700-800,33501.83548,33355.79502,60-70,0222,SIMS DRIVE,SIMS URBAN OASIS,14
1,2400,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0322,SIMS DRIVE,SIMS URBAN OASIS,14
1,2200,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0322,SIMS DRIVE,SIMS URBAN OASIS,14
1,2450,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0322,SIMS DRIVE,SIMS URBAN OASIS,14
1,3000,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0222,SIMS DRIVE,SIMS URBAN OASIS,14
1,2500,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0122,SIMS DRIVE,SIMS URBAN OASIS,14
2,2900,Non-landed Properties,700-800,33501.83548,33355.79502,60-70,0122,SIMS DRIVE,SIMS URBAN OASIS,14
1,2150,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0122,SIMS DRIVE,SIMS URBAN OASIS,14
1,2325,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0122,SIMS DRIVE,SIMS URBAN OASIS,14
2,3150,Non-landed Properties,600-700,33501.83548,33355.79502,60-70,0122,SIMS DRIVE,SIMS URBAN OASIS,14
1,2300,Non-landed Properties,400-500,33501.83548,33355.79502,40-50,0122,SIMS DRIVE,SIMS URBAN OASIS,14
3,4100,Non-landed Properties,1000-1100,33501.83548,33355.79502,90-100,0222,SIMS DRIVE,SIMS URBAN OASIS,14
3,8500,Non-landed Properties,1700-1800,31020.7281,28387.02234,160-170,0222,ST. THOMAS WALK,SKYLINE 360 @ SAINT THOMAS WALK,09
NA,3800,Terrace House,3000-3500,40735.23595,32747.27427,300-350,0122,SELETAR HILLS DRIVE,SELETAR VIEW,28
NA,6500,Semi-Detached House,3000-3500,34141.3169143862,22894.0679676481,300-350,0322,GREENLEAF PLACE,BAN GUAN PARK,10
3,3800,Non-landed Properties,1200-1300,37918.60246,29348.17214,110-120,0122,BISHAN STREET 25,CLOVER BY THE PARK,20
3,5500,Non-landed Properties,1200-1300,37918.60246,29348.17214,110-120,0322,BISHAN STREET 25,CLOVER BY THE PARK,20
3,3800,Non-landed Properties,1200-1300,37918.60246,29348.17214,110-120,0222,BISHAN STREET 25,CLOVER BY THE PARK,20
4,5800,Non-landed Properties,1700-1800,37918.60246,29348.17214,160-170,0222,BISHAN STREET 25,CLOVER BY THE PARK,20
3,4700,Non-landed Properties,1200-1300,37918.60246,29348.17214,110-120,0222,BISHAN STREET 25,CLOVER BY THE PARK,20
3,3950,Non-landed Properties,1200-1300,37918.60246,29348.17214,110-120,0222,BISHAN STREET 25,CLOVER BY THE PARK,20
3,4400,Non-landed Properties,1200-1300,37918.60246,29348.17214,110-120,0122,BISHAN STREET 25,CLOVER BY THE PARK,20
3,4000,Non-landed Properties,1200-1300,37918.60246,29348.17214,110-120,0122,BISHAN STREET 25,CLOVER BY THE PARK,20
4,5000,Non-landed Properties,1700-1800,37918.60246,29348.17214,160-170,0122,BISHAN STREET 25,CLOVER BY THE PARK,20
3,4450,Non-landed Properties,1200-1300,37918.60246,29348.17214,110-120,0122,BISHAN STREET 25,CLOVER BY THE PARK,20
4,5200,Non-landed Properties,1700-1800,37918.60246,29348.17214,160-170,0322,BISHAN STREET 25,CLOVER BY THE PARK,20
3,4800,Non-landed Properties,1200-1300,37918.60246,29348.17214,110-120,0222,BISHAN STREET 25,CLOVER BY THE PARK,20
3,4200,Non-landed Properties,1600-1700,37918.60246,29348.17214,140-150,0222,BISHAN STREET 25,CLOVER BY THE PARK,20
3,3950,Non-landed Properties,1200-1300,37918.60246,29348.17214,110-120,0122,BISHAN STREET 25,CLOVER BY THE PARK,20
2,4000,Non-landed Properties,900-1000,30581.35259,27076.28021,90-100,0122,JERVOIS CLOSE,ONE JERVOIS,10
2,4050,Non-landed Properties,1000-1100,30581.35259,27076.28021,100-110,0122,JERVOIS CLOSE,ONE JERVOIS,10
2,3800,Non-landed Properties,900-1000,30581.35259,27076.28021,90-100,0122,JERVOIS CLOSE,ONE JERVOIS,10
2,4800,Non-landed Properties,900-1000,30581.35259,27076.28021,90-100,0322,JERVOIS CLOSE,ONE JERVOIS,10
3,5000,Non-landed Properties,1300-1400,30581.35259,27076.28021,120-130,0222,JERVOIS CLOSE,ONE JERVOIS,10
2,4400,Non-landed Properties,900-1000,30581.35259,27076.28021,90-100,0322,JERVOIS CLOSE,ONE JERVOIS,10
2,4000,Non-landed Properties,900-1000,30581.35259,27076.28021,90-100,0122,JERVOIS CLOSE,ONE JERVOIS,10
2,4300,Non-landed Properties,1000-1100,30581.35259,27076.28021,90-100,0122,JERVOIS CLOSE,ONE JERVOIS,10
2,4000,Non-landed Properties,900-1000,30581.35259,27076.28021,90-100,0122,JERVOIS CLOSE,ONE JERVOIS,10
2,4500,Non-landed Properties,900-1000,30581.35259,27076.28021,90-100,0122,JERVOIS CLOSE,ONE JERVOIS,10
2,3500,Non-landed Properties,900-1000,30581.35259,27076.28021,90-100,0122,JERVOIS CLOSE,ONE JERVOIS,10
2,4100,Non-landed Properties,900-1000,30581.35259,27076.28021,90-100,0222,JERVOIS CLOSE,ONE JERVOIS,10
2,4600,Non-landed Properties,1000-1100,30581.35259,27076.28021,100-110,0122,JERVOIS CLOSE,ONE JERVOIS,10
3,6500,Non-landed Properties,1400-1500,30581.35259,27076.28021,130-140,0122,JERVOIS CLOSE,ONE JERVOIS,10
2,4600,Non-landed Properties,1000-1100,30581.35259,27076.28021,90-100,0222,JERVOIS CLOSE,ONE JERVOIS,10
2,4400,Non-landed Properties,1000-1100,30581.35259,27076.28021,100-110,0222,JERVOIS CLOSE,ONE JERVOIS,10
2,4200,Non-landed Properties,1000-1100,30581.35259,27076.28021,100-110,0322,JERVOIS CLOSE,ONE JERVOIS,10
3,5500,Non-landed Properties,1200-1300,30581.35259,27076.28021,110-120,0322,JERVOIS CLOSE,ONE JERVOIS,10
2,4350,Non-landed Properties,1000-1100,30581.35259,27076.28021,90-100,0222,JERVOIS CLOSE,ONE JERVOIS,10
2,4000,Non-landed Properties,1000-1100,30581.35259,27076.28021,90-100,0122,JERVOIS CLOSE,ONE JERVOIS,10
2,4500,Non-landed Properties,900-1000,30581.35259,27076.28021,90-100,0122,JERVOIS CLOSE,ONE JERVOIS,10
3,5000,Non-landed Properties,1200-1300,30581.35259,27076.28021,110-120,0322,JERVOIS CLOSE,ONE JERVOIS,10
3,3000,Non-landed Properties,1200-1300,30581.35259,27076.28021,110-120,0222,JERVOIS CLOSE,ONE JERVOIS,10
3,5000,Non-landed Properties,1200-1300,30581.35259,27076.28021,110-120,0322,JERVOIS CLOSE,ONE JERVOIS,10
3,5600,Non-landed Properties,1200-1300,30581.35259,27076.28021,110-120,0122,JERVOIS CLOSE,ONE JERVOIS,10
3,5500,Non-landed Properties,1300-1400,30581.35259,27076.28021,120-130,0122,JERVOIS CLOSE,ONE JERVOIS,10
4,6500,Non-landed Properties,1700-1800,30581.35259,27076.28021,150-160,0222,JERVOIS CLOSE,ONE JERVOIS,10
3,5000,Non-landed Properties,1300-1400,30581.35259,27076.28021,120-130,0322,JERVOIS CLOSE,ONE JERVOIS,10
3,5200,Non-landed Properties,1300-1400,30581.35259,27076.28021,120-130,0322,JERVOIS CLOSE,ONE JERVOIS,10
2,3300,Non-landed Properties,800-900,31734.84519,35847.97962,80-90,0222,BROOKE ROAD,THE PALLADIUM,15
NA,4000,Terrace House,2000-2500,35267.65983,21266.05597,150-200,0122,CHENG SOON GARDEN,CHENG SOON GARDEN,21
3,2750,Non-landed Properties,1300-1400,36192.08637,33415.04046,120-130,0122,HOW SUN CLOSE,CRYSTAL DE AZURE,19
3,2500,Non-landed Properties,1300-1400,36192.08637,33415.04046,120-130,0122,HOW SUN CLOSE,CRYSTAL DE AZURE,19
2,3800,Non-landed Properties,1000-1100,35714.86559,13837.57573,90-100,0322,JURONG WEST CENTRAL 3,THE CENTRIS,22
3,4700,Non-landed Properties,1200-1300,35714.86559,13837.57573,110-120,0122,JURONG WEST CENTRAL 3,THE CENTRIS,22
